tableA_id,tableA_Beer_Name,tableA_Brew_Factory_Name,tableA_Style,tableA_ABV,tableB_id,tableB_Beer_Name,tableB_Brew_Factory_Name,tableB_Style,tableB_ABV,label
129,Henry Weinhard 's Redwood Flats Amber Ale,Blitz-Weinhard Brewing Co. .,American Amber / Red Ale,5.20 %,775,Four Saints Potter_s Clay Amber Ale,Four Saints Brewing Company,Amber Ale,5.70 %,0
2297,Bottoms Up,Gravel Bottom Craft Brewery & Supply,American Amber / Red Ale,6.50 %,587,Buffalo Bayou 1836,Buffalo Bayou Brewing,Premium Bitter/ESB,5.90 %,0
2514,Archtop Amber,12 String Brewing Company,American Amber / Red Ale,5.50 %,755,Destihl Roadblock British Red Ale,Destihl Brewery,Irish Ale,5 %,0
571,Toasted Amber,Half Full Brewery,American Amber / Red Ale,5.60 %,2553,Hitachino Nest Amber Ale,Kiuchi Brewery,Amber Ale,6 %,0
4344,Bourbon Barrel Barleywine,Great Basin Brewing Co. .,American Barleywine,13.00 %,2768,Circle Devil_s Envy,Circle Brewing Company,Amber Ale,4.80 %,0
4165,Samurai Barley Ale,Hyouko Yashiki No Mori Brewery,American Barleywine,10.00 %,1919,Little Egypt Red Ale,Carbondale Craft Beer,Amber Ale,-,0
9,Lagunitas Imperial Red Ale,Lagunitas Brewing Company,American Amber / Red Ale,7.80 %,156,Elk Rock Velvet Antler Amber Ale,Portland Brewing Company &#40; Pyramid - North American Breweries &#41;,Amber Ale,4 %,0
541,Rip Tide Red,Southend Brewery & Smokehouse,American Amber / Red Ale,5.00 %,220,Fitgers Daisy Ale,Fitgers Brewhouse,Amber Ale,6.10 %,0
593,Dry Hop Orange,Caldera Brewing Company,American Amber / Red Ale,5.60 %,815,Rock Bottom Milwaukee Badger Stripe Ale,Rock Bottom Milwaukee,Amber Ale,5.30 %,0
2252,Murican-Mild,District ChopHouse & Brewery,American Amber / Red Ale,4.20 %,421,Beer Works Beantown Nut Brown Ale,Beer Works,Brown Ale,5 %,0
2791,Flagstaff Amber,Bootstrap Brewing,American Amber / Red Ale,5.60 %,2039,Astoria Old Red Beard Amber Ale,Astoria Brewing Co. &#40; Wet Dog Cafe &#41;,Amber Ale,6 %,0
613,Beer Of The Dragon,Beachwood BBQ & Brewing,American Amber / Red Ale,9.10 %,2150,Hop Haus Wildcat Amber,Hop Haus Brewing Company,Amber Ale,5.30 %,0
1986,Atomic Amber Ale,Empirical Brewery,American Amber / Red Ale,5.20 %,1521,Fire Station 5 Brush Fire Summer Ale,Portland Brewing Company &#40; Pyramid - North American Breweries &#41;,Golden Ale/Blond Ale,-,0
1281,Blood On The Blade Red IPA,Backpocket Brewing,American Amber / Red Ale,7.00 %,1059,Storybook Little Red_s Rocking Ale,Storybook Brewing,Amber Ale,6 %,0
1081,American Sky Amber Salute,American Sky Brewing Co. .,American Amber / Red Ale,5.40 %,2319,Big Sky Olde Bluehair Barleywine,Big Sky Brewing Company,Barley Wine,8.75 %,0
911,Red Carpet Ale,SoCal Beer Company,American Amber / Red Ale,5.90 %,944,Plattsburgh Brewing Spitfire Red Ale,Plattsburgh Brewing Company,Amber Ale,5.20 %,0
2631,White Oaked Sunset Red,Olde Peninsula Brewpub & Restaurant,American Amber / Red Ale,5.75 %,699,Birdland Kewlerskald,Birdland Brewing Company,Amber Ale,6 %,0
759,Mosquito Red,Great Black Swamp Brewing Co. .,American Amber / Red Ale,5.00 %,1729,Badger Export Ale,Badger &#40; Hall & Woodhouse &#41;,Premium Bitter/ESB,4.80 %,0
713,Stepchild Red,Hop Valley Brewing Company,American Amber / Red Ale,6.10 %,2996,Blue & Gray Christmas Cranberry Ale,Blue & Gray Brewing Co. .,Fruit Beer,6.50 %,0
2851,United Red Ale,Two Brothers Brewing Company,American Amber / Red Ale,4.80 %,602,Andersonville Bourbon Barrel Aged Sour Gangster,Andersonville Brewing Company,Sour Red/Brown,5.50 %,0
2771,El Tormento,Red Eye Brewing Company,American Amber / Red Ale,9.00 %,800,Leavenworth Nosferatu Red Ale,Fish Brewing Company/Leavenworth Beers,English Strong Ale,5.50 %,0
1239,Barley 's Red Molly Imp,Smokehouse Brewing Co. .,American Amber / Red Ale,7.80 %,209,Brew Bus Rollin Dirty Red Ale - Cedar Aged,Cigar City Brewing,Irish Ale,5 %,0
370,Red Ale,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,5.70 %,1010,Bells Debs Red Ale,Bells Brewery,Amber Ale,7 %,0
3739,The Ginger Bear,Rare Bird Brewpub,American Amber / Red Ale,5.70 %,2041,Clifton Hill Dark Ale,Clifton Hill Brewpub,Porter,4.50 %,0
2529,Uncle Rico _ ™ s Red Ale,Scottsdale Beer Company,American Amber / Red Ale,8.80 %,471,Les Brasseurs du Petit Sault Louis XVII,Les Brasseurs du Petit Sault,Amber Ale,-,0
1151,European Street Cafe Lamp Post Ale,Bold City Brewery,American Amber / Red Ale,5.20 %,2618,Legacy Bourbon Barrel Hedonism Red,Legacy Brewing,American Strong Ale,7.10 %,0
3983,Tostada,Cerveza Milana,American Amber / Red Ale,5.40 %,1216,Railyard Fireman_s Red,Railyard Brewing Company,Irish Ale,5 %,0
234,Ipswich Harvest Ale,Ipswich Ale Brewery,American Amber / Red Ale,6.90 %,340,Essers Anniversary Ale,Sand Creek Brewing Company,Amber Ale,5.20 %,0
2501,16 | 02 Red Ale ( Amarillo Citra Simcoe ),Brew By Numbers,American Amber / Red Ale,5.40 %,1404,Burley Oak Rude Girl,Burley Oak Brewing Company,Belgian Ale,8 %,0
3915,BiÃ ¨ re Du Vercors AmbrÃ © e,BiÃ ¨ re du Vercors,American Amber / Red Ale,5.00 %,1327,BearWaters Angler_s Amber Ale,BearWaters Brewing Company,Amber Ale,6 %,0
1288,Angus MacDougal 's Amber,Cascade Lakes Brewing Co. .,American Amber / Red Ale,5.40 %,2123,1648 Ruby Mild,1648,Mild Ale,3.60 %,0
1388,Barrel Aged Odin 's Beard,Imperial Oak Brewing,American Amber / Red Ale,11.00 %,856,Dry Dock Nautilus American Red,Dry Dock Brewing Co. .,Amber Ale,5.60 %,0
1977,The Hunter,Cask & Larder,American Amber / Red Ale,-,1193,Denver Beer 545 Summit Sunrise,Denver Beer Company,Amber Ale,6.90 %,0
2884,Massey Red Ale,Hillstown Brewery,American Amber / Red Ale,5.20 %,1822,Certified Originals Check Yourself Before You Wreck Yourself,Niagara College Teaching Brewery,India Pale Ale &#40; IPA &#41;,9 %,0
4096,Old Birdbrain,Black Raven Brewing Co. .,American Barleywine,11.50 %,433,Heist American Style Red Ale,Heist Brewery,Amber Ale,4.50 %,0
2982,Red Red Wheat,Ex Novo Brewing,American Amber / Red Ale,-,1337,Wyoming State Blitz_n Holiday Ale,Wyoming State Brewing Company &#40; Wonder Bar Pub &#41;,Amber Ale,10 %,0
4259,Anabasis,Side Project Brewing,American Barleywine,14.00 %,2126,Blackjack Blackberry King of Clubs,Blackjack,Imperial Stout,7.20 %,0
1947,IronSight Amber,IronSight Brewers,American Amber / Red Ale,5.25 %,407,Pecan Street Ten Penny Nail,Pecan Street Brewing,Scottish Ale,-,0
1875,50 Shades Of Red,Twisted Rail Brewing Company,American Amber / Red Ale,5.50 %,2576,Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,0
1325,Aurora Amber,Hopvine Brewing Company,American Amber / Red Ale,5.25 %,799,Sisyphus Hoppy Amber,Sisyphus Brewing,Amber Ale,6.20 %,0
305,Dad,Rhinegeist Brewery,American Amber / Red Ale,6.00 %,870,BandWagon Ezra Red Ale,BandWagon Brewpub,Irish Ale,5 %,0
2452,Point Reyes Amber,MalmÃ ¶ Brewing Co,American Amber / Red Ale,4.90 %,1985,Forstner Das Rote,Handbrauerei Forstner,Amber Ale,5 %,0
1842,Heatwave Red Ale,La Quinta Brewing Co. .,American Amber / Red Ale,6.00 %,2030,Bressene,Brasserie Grain d_Orge,Belgian Strong Ale,8 %,0
889,Amber Ella,Eight Degrees Brewing,American Amber / Red Ale,6.80 %,113,Peak Organic Espresso Amber Ale,Shipyard Brewing Company,Amber Ale,6.80 %,0
3652,Commander Clifford _ ™ s Imperial Red Ale,The Wrecking Bar Brewpub,American Amber / Red Ale,9.00 %,646,406 Imperial Red Ale,406 Brewing Company,American Strong Ale,9.20 %,0
3534,Ol' Yelper,B2B Bistronomy,American Amber / Red Ale,6.40 %,1474,Black Royal Red,Tarricone,Amber Lager/Vienna,5.80 %,0
2506,Shirt Tail Amber,Iron Hill Brewery & Restaurant,American Amber / Red Ale,4.40 %,1242,Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,1
414,Liquid Amber,Prescott Brewing Company,American Amber / Red Ale,-,1607,Swamp Cabbage Merry Cinnamas,Swamp Cabbage Brewing Company,Amber Ale,5 %,0
3158,The Other Side Of 80 Collaboration Series : Southside Amber Lager,Turkey Hill Brewing Co. . Pub & Grille,American Amber / Red Ale,-,2045,Icicle DirtyFace Amber,Icicle Brewing Company,Amber Lager/Vienna,5 %,0
3953,Oscar Red Ale,Dobler 's Brewery and Tavern,American Amber / Red Ale,-,1140,1516 Pub & Brewery May Smoked Ale,1516 Pub & Brewery,Smoked,4.50 %,0
2937,Barkin ' Bacon,Veterans United Craft Brewery,American Amber / Red Ale,-,2342,The Brew Hub Keybilly,The Brew Hub,Amber Ale,5.40 %,0
3463,Fire Mouth,Vice District Brewing Company,American Amber / Red Ale,8.50 %,2624,Sawgrass Flat Tired Amber Ale,Sawgrass Brewing Company,Amber Ale,5.60 %,0
1183,Slap Happy,Bog Iron Brewing,American Amber / Red Ale,5.80 %,965,1565 Victory Lager,LÃ ¶ wenbrÃ $ u Munich &#40; InBev &#41;,Pale Lager,4.50 %,0
1514,Szot Amber Ale,Szot MicrocervecerÃa,American Amber / Red Ale,6.00 %,97,Three Heads Loopy Oatmeal Red Ale,Custom Brewcrafters,Amber Ale,6.60 %,0
228,Red Cockaded Ale,Southern Star Brewing Company,American Amber / Red Ale,8.50 %,509,Newmans Continental Drift Red Rye IPA,Celt Experience,India Pale Ale &#40; IPA &#41;,5.90 %,0
77,Blue Moon Rising Moon Spring Ale,Coors Brewing Company,American Amber / Red Ale,5.40 %,1843,Thr3e Wise Men Double Pagoda Pit Road Red,Thr3e Wise Men,Imperial IPA,8.50 %,0
1732,Horizon Amber,Freedom 's Edge Brewing Co. .,American Amber / Red Ale,5.00 %,417,8 Wired Barrel Aged Smoked Imperial Porter &#40; 2011 &#41;,Renaissance Brewing,Imperial Porter,11 %,0
4083,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,1654,Ambar Pale Ale 1900,La Zaragozana,English Pale Ale,4.80 %,0
3499,Parcel Of Rogues,Picaroons Brewing Co. .,American Amber / Red Ale,4.60 %,250,Assawoman Bay Coastal Edge Copper,Assawoman Bay Brewing Company,Amber Ale,6.04 %,0
2329,Lagunitas Fusion 45,Lagunitas Brewing Company,American Amber / Red Ale,5.40 %,2515,Destihl Triton Barleywine,Destihl Brewery,Barley Wine,11.50 %,0
702,The Red # 7,The Seven Barrel Brewery,American Amber / Red Ale,5.00 %,2451,Burnt Hickory / Coastal Empire March to the Sea,Burnt Hickory Brewery,Barley Wine,11 %,0
2106,Love At First Bike,Sierra Nevada Brewing Co. .,American Amber / Red Ale,5.70 %,2034,PÃ ¨ re Jakob AmbrÃ © e Bitter with Brewers Gold,PÃ ¨ re Jakob,Amber Lager/Vienna,5 %,0
534,Devil 's Head Red,Pikes Peak Brewing Company,American Amber / Red Ale,7.10 %,53,Legends Bistro Plucky Rooster Ale,Legends Bistro,Specialty Grain,5.80 %,0
1833,Copper City Ale,Old Bisbee Brewing Company,American Amber / Red Ale,4.90 %,2458,New Albanian Hoosier Daddy Crimson & Cream Ale,New Albanian Brewing Company,American Strong Ale,7 %,0
1308,Winter Soulstiz Robust Red Ale,Kannah Creek Brewing Company,American Amber / Red Ale,-,1030,Offshore Amber Ale,Offshore Ale Company,Amber Ale,5 %,0
658,Swing Span Amber,Granville Island Brewery,American Amber / Red Ale,4.50 %,1155,Franciscan Well Rebel Red Ale,Franciscan Well &#40; MolsonCoors &#41;,Irish Ale,4.30 %,0
4299,Bishops Gate,Strange Land Brewery,American Barleywine,10.90 %,671,Alcazar Windjammer IPA,Alcazar,American Pale Ale,6 %,0
2621,Angler 's Amber,Pelican Pub & Brewery,American Amber / Red Ale,6.70 %,2536,Epic Cross Fever Amber Ale,Epic Brewing Company &#40; UT/CO &#41;,Amber Ale,4.80 %,0
3816,Chiniquy,Brasserie Artisanale Albion,American Amber / Red Ale,4.00 %,702,Brentwood Project Venus Sugar & Spice,Brentwood,Golden Ale/Blond Ale,4.60 %,0
4326,Bourbon Barrel Aged Snowbeard,Wiseacre Brewing,American Barleywine,9.50 %,2629,Hi-Wire Lion Tamer Red Rye,Hi-Wire Brewing,Specialty Grain,7 %,0
4180,Sawyer 's Swap Barley Wine Ale,Cape May Brewing Company,American Barleywine,9.60 %,529,Bowen Island Sea Spray Amber Ale,Kamloops Brewery,Amber Ale,5 %,0
4091,Short 's Bourbon Barrel Aged Wizard,Short 's Brewing Company,American Barleywine,11.00 %,231,Spoonwood Cold Drip City,Spoonwood Brewery,Amber Ale,5.80 %,0
2964,Red Baron Ale,Schram Vineyards Winery & Brewery,American Amber / Red Ale,6.50 %,2829,Olde Peninsula Sunset Red,Olde Peninsula Brewpub and Restaurant,Amber Ale,5.75 %,0
894,Schoolhouse Honey Amber Ale,Latitude 42 Brewing Company,American Amber / Red Ale,5.00 %,2757,Sierra Nevada Flipside Red IPA,Sierra Nevada Brewing Company,India Pale Ale &#40; IPA &#41;,6.20 %,0
4286,Heavyweight Ticklefight Champion Of The World,Solemn Oath Brewery,American Barleywine,12.00 %,477,Quidi Vidi Mummer_s Brew Amber Ale,Quidi Vidi Brewing Company,Amber Ale,5 %,0
1413,Original Joe 's Red Ale,Big Rock Brewery,American Amber / Red Ale,5.00 %,1751,Zeroday Critical Condition,Zeroday Brewing Company,American Strong Ale,-,0
3706,Wuidsau,HoppebrÃ $ u,American Amber / Red Ale,5.60 %,1284,Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,0
977,JT Schmid 's Emil 's Amber Ale,JT Schmid 's Restaurant & Brewery,American Amber / Red Ale,5.20 %,2814,Les BiÃ ¨ res BÃ © luga Golden Ale,Brasserie GÃ © nÃ © rale,Golden Ale/Blond Ale,5 %,0
2607,Sunset Imperial Amber,The Hop Garden,American Amber / Red Ale,8.50 %,2044,Against the Grain / To _ l An Ale Fixation : BA Scotch and Rye,Against the Grain Brewery,Imperial Stout,11 %,0
1804,Northwest Red,10 Barrel Brewing Co. .,American Amber / Red Ale,6.70 %,483,Maui Brewing Island Hopper Red,Maui Brewing Company,Amber Ale,6 %,0
3778,Rooster Redred,Brau Brothers Brewing Co. . LLC,American Amber / Red Ale,-,1648,Covered Bridge Moustache SMaSH,Covered Bridge Brewing Company,American Pale Ale,5 %,0
1419,False Prophet,Monkish Brewing Co. .,American Amber / Red Ale,5.60 %,556,Black Bridge Trailblazer Brown Ale,Black Bridge Brewery &#40; AZ &#41;,Brown Ale,5.50 %,0
1687,Gangster,Andersonville Brewing,American Amber / Red Ale,5.60 %,209,Brew Bus Rollin Dirty Red Ale - Cedar Aged,Cigar City Brewing,Irish Ale,5 %,0
822,Cutt 's Ale,7 Seas Brewery and Taproom,American Amber / Red Ale,6.40 %,1827,Hops Flying Squirrel Nut Brown Ale,Hops Grillhouse & Brewery &#40; Corp HQ &#41;,Brown Ale,4.40 %,0
4139,Portsmouth Barleywine,Portsmouth Brewery,American Barleywine,11.50 %,1344,Bicycle Craft Recumbent Raspberry,Bicycle Craft Brewery,Fruit Beer,4.60 %,0
2550,Rocket Man Red Ale,Playalinda Brewing Company,American Amber / Red Ale,5.00 %,647,Breakside Hoppy Amber,Breakside Brewery,Amber Ale,4.70 %,0
3869,Jubileum Ale,Oslo Mikrobryggeri,American Amber / Red Ale,6.50 %,734,Pints Rehab Red Amber,Pints Brewery & Sports Bar on the Colorado Belle,Amber Ale,5.40 %,0
2377,BÃ ¥ lsta EklÃ ¶ ws RÃ ¶ da,BÃ ¥ lsta Bryggeri,American Amber / Red Ale,5.20 %,1955,Flat 12 Barrel Aged Moustache Ride Red,Flat 12 Bierwerks,Amber Ale,-,0
2795,1901 Red Ale ( nitro ),Bold City Brewery,American Amber / Red Ale,7.50 %,1180,Blue Skye Fire Engine Red,Blue Skye Brewery and Eats,Amber Ale,4.70 %,0
841,Baphomet,Snoqualmie Falls Brewing Company & Taproom,American Amber / Red Ale,8.30 %,580,Prism Bitto Honey IPA,Prism Brewing Company,India Pale Ale &#40; IPA &#41;,6.50 %,0
3295,City Shuffle,ShinDigger Brewing Co,American Amber / Red Ale,5.10 %,2016,Roulier Lamarieuse,Brasserie de Roulier,Amber Ale,5.40 %,0
2286,Stone Crop Maple Amber,Endless Brewing,American Amber / Red Ale,5.50 %,990,Isle of Mull The Red Monk of Iona,Oban Bay &#40; Argyll Breweries &#41;,Amber Ale,4.20 %,0
626,Vlimeuse,Micro-brasserie Saint-Arnould,American Amber / Red Ale,6.20 %,946,Amsterdam Big Wheel Deluxe Amber Beer,Amsterdam Brewing Company,Amber Ale,5 %,0
2808,Holgate Red,Truefitt Brewing Company,American Amber / Red Ale,4.40 %,2378,Columbus Bourbon Barrel Aged Uncle Rusty,Columbus Brewing Company,American Strong Ale,-,0
1113,Alamosa Amber,San Luis Valley Brewing Company,American Amber / Red Ale,4.70 %,647,Breakside Hoppy Amber,Breakside Brewery,Amber Ale,4.70 %,0
4052,Blue Point Old Howling Bastard,Blue Point Brewing Company,American Barleywine,10.00 %,2684,38 State Irish Red Ale,38 State Brewing Company,Irish Ale,5.40 %,0
296,Tornado Alley Amber Ale,Charleville Vineyard Microbrewery,American Amber / Red Ale,5.60 %,874,Little Apple Rileys Red Ale,Little Apple Brewing Co. .,Amber Ale,5.20 %,0
598,Red,Firehouse Brewing Co. .,American Amber / Red Ale,4.10 %,2628,Phillips Amber Ale,Heavy Seas Brewing Company,Amber Ale,-,0
36,Runoff Red IPA,Odell Brewing Company,American Amber / Red Ale,6.50 %,1736,5 Seasons Westside Red-Headed Stepchild,5 Seasons Westside,Saison,-,0
4145,SÃ © rie Signature Barleywine AmÃ © ricain,Les Trois Mousquetaires,American Barleywine,11.70 %,143,Big Island / Caldera Red Sea Imperial Red Gose,Big Island Brewhaus,American Strong Ale,8.80 %,0
3291,Rita Red,Back Street Brewery,American Amber / Red Ale,-,620,American Highstick,American Brewing Company,American Strong Ale,8 %,0
650,Fade To Red,Southbound Brewing Company,American Amber / Red Ale,7.60 %,961,Right Brain Northern Hawk Owl Amber,Right Brain Brewery,Amber Ale,5.80 %,0
1062,Street Fight,Angry Hank 's Microbrewery,American Amber / Red Ale,6.50 %,2036,Black Star Co-op Pub & Brewery Truffle Dee,Black Star Co-op Pub & Brewery,Belgian Ale,6 %,0
4008,Old Ruffian Barley Wine,Great Divide Brewing Company,American Barleywine,10.20 %,975,La Fabrique Salamagone,La Fabrique,American Pale Ale,5 %,0
4314,Great Lakes Barley Wine,Great Lakes Brewing Co. .,American Barleywine,10.20 %,118,4 Hands Vigilante,4 Hands Brewing Company,Amber Lager/Vienna,5 %,0
2869,Redner,Cigar City Brewing,American Amber / Red Ale,6.60 %,1072,Full Sail Amber Ale,Full Sail Brewing Company,Amber Ale,5.50 %,0
2222,Amber Dawn,Deschutes Brewery,American Amber / Red Ale,4.90 %,78,Echo Indian Red Ale,Echo Brewing Company,Irish Ale,-,0
3217,Snowy Owl,Sketchbook Brewing Company,American Amber / Red Ale,5.60 %,444,Fat Head_s Zest For Breasts,Fat Head_s Brewery & Saloon,Wheat Ale,5 %,0
1724,Hyperion Imperial Red,Cellar Brewing Company,American Amber / Red Ale,8.60 %,2381,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Hopworks Urban Brewery,Barley Wine,9.50 %,0
3062,Big Ed 's Red Rye,Liberty Steakhouse & Brewery,American Amber / Red Ale,6.00 %,756,Brodies West End Best &#40; 4.0 % &#41;,Brodies,Bitter,4 %,0
2915,Hoppy Amber Ale ( Mountain Series ),Breckenridge Brewery,American Amber / Red Ale,6.10 %,1578,Hoppers Tampa Red,Hoppers Grille & Brewery,Irish Ale,4.80 %,0
140,The Libertine,Fulton Beer,American Amber / Red Ale,8.50 %,2840,BrewDog Hello,BrewDog,Imperial IPA,8.20 %,0
164,Buffalo Bayou 1836,Buffalo Bayou Brewing Co,American Amber / Red Ale,5.90 %,1131,Seven Brides Waldo Hills IRA,Seven Brides Brewing Company,India Pale Ale &#40; IPA &#41;,5.50 %,0
1233,River Rat Amber Ale,Main St. Grille & Brewing Company,American Amber / Red Ale,5.20 %,2229,Buxton Red Point IPA,Buxton,Amber Ale,7.50 %,0
4153,Bishop 's Barrel 10,Saint Arnold Brewing Company,American Barleywine,14.00 %,2694,Rockyard Redhawk Ale,Rockyard Brewing Company,Scottish Ale,5 %,0
1252,Olmsted Amber,Park Tavern,American Amber / Red Ale,-,1813,Lake Effect Aged Red Ale,Lake Effect Brewing Company,American Strong Ale,8 %,0
4008,Old Ruffian Barley Wine,Great Divide Brewing Company,American Barleywine,10.20 %,1456,Oak Creek Amber Ale,Oak Creek Brewing Co. .,Amber Ale,5.50 %,0
781,Trail Ridge Red,Grand Lake Brewing Company,American Amber / Red Ale,7.50 %,866,Bucks County Munich Autumn,Bucks County Brewery,Oktoberfest/M Ã $ rzen,6.50 %,0
889,Amber Ella,Eight Degrees Brewing,American Amber / Red Ale,6.80 %,393,Arvada Flanagans Irish Red,Arvada Beer Company,Irish Ale,4 %,0
2543,Red Faucher,10 Barrel Brewing Co. .,American Amber / Red Ale,6.50 %,37,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,0
934,Penn 's Curse Amber,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,5.10 %,2744,BoB The Griffin Ryerish Redhead Ale,The Brew on Broadway &#40; BoB &#41;,Irish Ale,5.70 %,0
3349,Danske Squared,Solvang Brewing Company,American Amber / Red Ale,9.90 %,1373,Hearthstone Red Rye Ale,Hearthstone Brewery,Specialty Grain,5 %,0
3549,La Piautre AmbrÃ © e,La Fabrique des BiÃ ¨ res d'Anjou,American Amber / Red Ale,6.00 %,903,Alpha State Red Simcoe,Alpha State,India Pale Ale &#40; IPA &#41;,7.50 %,0
1852,Bootjes Bier,Antwerpse Brouw Compagnie N.V.,American Amber / Red Ale,7.00 %,415,House of Brews A-Frame Amber,House of Brews,Amber Ale,5.50 %,0
1593,Big Top,Magic Rock Brewing,American Amber / Red Ale,8.00 %,759,Boulder Dam Reclamation Amber,Boulder Dam Brewing Co. .,Amber Ale,-,0
2930,Big Red Hoppy Barn,Westfield River Brewing Company,American Amber / Red Ale,9.50 %,2113,Praxis Ambar,Praxis,Amber Ale,6.20 %,0
2732,Manchester Red,Franklin Street Brewing Company,American Amber / Red Ale,6.00 %,759,Boulder Dam Reclamation Amber,Boulder Dam Brewing Co. .,Amber Ale,-,0
731,Red Scare,Revolution Brewing Company,American Amber / Red Ale,7.10 %,892,Backpocket First Runnings,Backpocket Brewing,Imperial Stout,11 %,0
554,Albion Amber,Marin Brewing Company,American Amber / Red Ale,5.40 %,175,Books & Brews Shogun Soba Ale,Books & Brews,Specialty Grain,5.10 %,0
3405,Brock Street Irish Red,Brock Street Brewing Company,American Amber / Red Ale,5.50 %,1106,De Koninck TSTBRW 01 Imperial Red Ale,Brouwerij De Koninck &#40; Duvel-Moortgat &#41;,American Strong Ale,7.80 %,0
72,Big Red Coq,Brewery Vivant,American Amber / Red Ale,6.50 %,2436,Burnt Hickory Killdozer 12 Point Buck Ale,Burnt Hickory Brewery,Barley Wine,13 %,0
