tableA_id,tableA_title,tableA_starring,tableA_writer,tableA_editor,tableB_id,tableB_title,tableB_actor name,tableB_director name,tableB_year,tableB_genre,label
4145,,Junko Fuji,Sang-il Lee Daisuke Habara,,19538,Hula g?ru (2006),"Takahashi, Katsumi","Lee, Sang-il (I)",2006,Comedy,1
24175,Victoria the Great,Anna Neagle,Charles de Grandcourt,,973,Pick-up (1933),"Lawson, Eleanor","Gering, Marion",1933,Drama,0
10318,Ankur,Priya Tendulkar,Satyadev Dubey,,23068,Ankur (1974),"Meher, Sadhu","Benegal, Shyam",1974,Drama,1
2227,Who Is Killing the Great Chefs of Europe?,Philippe Noiret,Peter Stone,,4213,Who Is Killing the Great Chefs of Europe? (1978),"Chow, Michael (I)","Kotcheff, Ted",1978,Comedy,1
10061,Thoroughly Modern Millie,Mary Tyler Moore,Richard Morris,,8313,Jeg har elsket og levet (1940),"Lykkehus, Karen","Schn?evoigt, George",1940,Family,0
11814,Word Wars,Matt Graham (scrabbler),,,14702,New Waterford Girl (1999),"Donovan, Ida","Moyle, Allan",1999,Comedy,0
21563,,Keith Ross,Forrest Halsey,,3233,"Divine Lady, The (1929)","Eddy, Helen Jerome","Lloyd, Frank (I)",1929,Drama,1
18803,The Jungle Book 2,Phil Collins,Karl Geurs,,2286,Another Stakeout (1993),"Mankuma, Blu","Badham, John",1993,Comedy,0
16830,Mary of Scotland,Katharine Hepburn,Maxwell Anderson,,2709,Inserts (1974),"Dreyfuss, Richard","Byrum, John",1974,Drama,0
1209,The Bridge at Remagen,Bradford Dillman,Roger O. Hirson,,22060,"Brave Ones, The (1916)","MacLeod, Elsie","Louis, Will",1916,Short,0
11657,Beau Geste,Guy Stockwell,P. C. Wren,,2102,"Maid to Order, A (1916)","McKee, Raymond (I)","Louis, Will",1916,Short,0
7169,Confetti,Olivia Colman,Debbie Isitt,,18753,Lost and Delirious (2001),"Kirby, Luke","Pool, L?a",2001,Drama,0
22634,"They Shoot Horses, Don't They?",Lady Jayne Seymour Fonda,Robert E. Thompson,,18055,"They Shoot Horses, Don't They? (1969)","Fonda, Jane","Pollack, Sydney",1969,Drama,1
25201,,Jeni Courtney,Novel: Rosalie K. Fry Screenplay: John Sayles,,21717,Bright Lights (1916),"Jefferson, William (I)","Arbuckle, Roscoe 'Fatty'",1916,Short,0
4201,Spies Like Us,Daniel Edward Aykroyd,Dave Thomas (actor),,2449,Spies Like Us (1985),"Bilzerian, Laurence","Landis, John (I)",1985,Comedy,1
19556,,Divya Dutta,Atul Tiwari,,10308,Netaji Subhas Chandra Bose: The Forgotten Hero (2005),"Singh, Tarsem","Benegal, Shyam",2005,Drama,1
4565,Mrs. Parker and the Vicious Circle,Andrew McCarthy,Alan Rudolph,,18854,Snegithiye (2000),Tabu (I),Priyadarshan,2000,Drama,0
20587,,Keanu Charles Reeves,Ryne Douglas Pearson,,16707,"Walk to Remember, A (2002)","Davis, Frances E.","Shankman, Adam",2002,Drama,0
22274,What Lies Beneath,Harrison Ford,Sarah Kernochan,,19322,What Lies Beneath (2000),"Towne, Katharine","Zemeckis, Robert",2000,Horror,1
15163,Guardie a ladri,Ave Ninchi,Mario Monicelli,,7273,Guardie e ladri (1951),"Modugno, Paolo",Steno,1951,Comedy,1
4226,Bobby,Premnath,Khwaja Ahmad Abbas,,14240,Bobby (1973),Kamal (III),"Kapoor, Raj (I)",1973,Romance,1
19352,,Daniel John Dyer,Justin Kerrigan,,12369,Human Traffic (1999),"Bramhill, Peter","Kerrigan, Justin",1999,Comedy,1
26635,X2,"Patrick Hewes Stewart''People of Today'':  Debrett, London, 2007",Jacob Kurtzberg,,3630,X2 (2003),"Glenday, Benjamin","Singer, Bryan",2003,Thriller,1
23926,Frozen,Ma Xiaoqing,Pang Ming,,8340,Jidu hanleng (1996),"Qu, Lixin","Wang, Xiaoshuai",1996,Drama,1
11751,,Dagmar Winter,Anton Myrer,,344,Gunaah (2002),"Rana, Ashutosh","Shetge, Amol",2002,Drama,0
626,,Hema Malini,,,10746,Jugnu (1973),"Hussain, Nasir (I)","Chakravorty, Pramod",1973,Drama,1
6435,My Night with Reg,Kenneth MacDonald,Kevin Elyot,,14973,My Night with Reg (1996),"Calf, Anthony","Michell, Roger",1996,Drama,1
6838,,Geraldine McKeown,August Strindberg,,11116,"Lonely Guy, The (1984)","Spilker, Susan","Hiller, Arthur",1984,Comedy,0
13578,Long Fliv the King,Oliver Hardy,H. M. Walker,,7338,Long Fliv the King (1926),"Davidson, Max (I)","McCarey, Leo",1926,Short,1
7049,,Regina Orioli,Anne Riitta Ciccone,,10618,Benzina (2001),"Conti, Chiara","Stambrini, Monica",2001,Crime,1
17386,,Lloyd Nolan,Oliver H.P. Garrett,,5555,She Couldn't Take It (1935),"West, Billy (IV)","Garnett, Tay",1935,Comedy,1
5760,The Wrong Man,Henry DeWitt Carey II,Jack Cunningham (screenwriter),,20048,"Wrong Man, The (1917)","Billington, Francelia","Kelsey, Fred",1917,Short,1
25603,War is Hell,Baynes Barron Michael Bell,Burt Topper,,7143,War Is Hell (1963),"Chung, Kei Thin","Topper, Burt",1963,War,1
21768,Hot Stuff,Dominick DeLuise,Donald E. Westlake,,19291,Hot Stuff (1979),"DeLuise, Carol","DeLuise, Dom",1979,Comedy,1
9765,,,Comic Book: Dokuman Screenplay: Tetsuo Inoue,,13496,Naniwa yuuky?den (1995) (V),"Nakakura, Kentar?","Miike, Takashi (I)",1995,Comedy,1
23508,The Dead,Dan O'Herlihy,Tony Huston,,3699,"Dead, The (1987)","Gallagher, Patrick (VII)","Huston, John (I)",1987,Drama,1
26395,The Voice on the Wire,Ben F. Wilson,J. Grubb Alexander,,19697,"Voice on the Wire, The (1917)","Hill, Josephine","Paton, Stuart",1917,Action,1
16898,Serial (film),June Marlowe,William Presley Burt,,19780,I Was a Teenage Zombie (1987),"Rubin, Michael (I)","Michalakis, John Elias",1987,Horror,0
11853,,J. W. King,,,17276,Gold Rush Boys (1983) (V),"Scott, Steve (II)","Scott, Steve (II)",1983,,1
22751,Jabberwocky,Warren Misel,Charles Alverson,,4376,Jabberwocky (1977),"Colley, Kenneth","Gilliam, Terry",1977,Horror,1
15616,The Thing,Kurt Vogel Russell,"John W. Campbell, Jr.",,4453,"Thing, The (1982)","Masur, Richard","Carpenter, John (I)",1982,Horror,1
22627,,Donald McNichol Sutherland,Robert Dillon,,5177,Pauly Shore Is Dead (2003),"Jamieson, Timmy","Shore, Pauly",2003,Comedy,0
15407,The Killers,Angeline Brown,Gene L. Coon,,11789,"Killers, The (1964)","Roberts, Davis","Siegel, Don (I)",1964,Drama,1
10889,,Zden?k Sv?r?k,Zden?k Sv?r?k,,15536,Vratn? lahve (2007),"Smoljak, Ladislav","Sver?k, Jan",2007,Comedy,1
8538,The Plank,Thomas Frederick Cooper,Eric Sykes,,11581,"Plank, The (1967)","De Dulin, Tricia","Sykes, Eric",1967,Comedy,1
4289,Before and After,Julia Weldon,Ted Tally,,17256,Before and After (1996),"Deyle, John","Schroeder, Barbet",1996,Drama,1
6751,,Salman Khan,,,21014,Judwaa (1997),"Khan, Kader (I)","Dhawan, David",1997,Comedy,1
1079,The Rundown,The Rock (entertainer),Story: R.J. Stewart Screenplay: R.J. Stewart James Vanderbilt,,13147,"Rundown, The (2003)","Dawson, Rosario","Berg, Peter (I)",2003,Comedy,1
12652,A Dangerous Man: Lawrence After Arabia,Ralph Nathaniel Twisleton-Wykeham Fiennes,Tim Rose Price,,12081,"Dangerous Man: Lawrence After Arabia, A (1990) (TV)","Copley, Peter","Menaul, Christopher",1990,Drama,1
19865,,Jaimie Alexander,Gregg Bishop,,16096,Mambo italiano (2003),"Jutras, Richard (I)","Gaudreault, ?mile",2003,Comedy,0
24512,They Still Call Me Bruce,Mabe Appleby,Johnny Yune,,9207,They Still Call Me Bruce (1987),"Hall, Irma P.","Orr, James (I)",1987,Comedy,1
23212,The Cruel Sea,Denholm Mitchell Elliott,Eric Ambler,,4762,"Cruel Sea, The (1953)","Hawkins, Jack","Frend, Charles",1953,Drama,1
21258,Les dames du Bois de Boulogne,Paul Bernard,Robert Bresson,,4060,Jerry Maguire (1996),"Natale, Anthony (II)","Crowe, Cameron",1996,Comedy,0
9050,The Hebrew Hammer,Judy Greer,Jonathan Kesselman,,16602,Non si sevizia un paperino (1972),"Campodifiori, Antonello","Fulci, Lucio",1972,Horror,0
16098,The Lovers,Jeanne Moreau,,,3940,For the Love of Mike (1927),"Gallagher, Richard 'Skeets'","Capra, Frank",1927,Drama,0
12395,Hard Luck Hero,Sakamoto Masayuki,Sabu,,17037,Hard Luck Hero (2003),"Morita, Go","Tanaka, Hiroyuki (I)",2003,Comedy,1
7592,Private's Progress,Richard Samuel Attenborough,Alan Hackney,,5490,Private's Progress (1956),"Miles, Sally (I)","Boulting, John",1956,Comedy,1
21612,,Zeenat Aman,Dharam Pishorimal Anand,,22537,Dentist in the Chair (1960),"Mitchell, Charlotte (I)","Chaffey, Don",1960,Comedy,0
13159,Home of the Brave,William S. Burroughs,,,15211,Home of the Brave: A Film by Laurie Anderson (1986),"McDonald, Dolette","Anderson, Laurie",1986,,1
7358,Gone to Earth,Phylis Lee Isley,Michael Powell Emeric Pressburger,,13494,Sketches of Frank Gehry (2005),"Pollack, Sydney","Pollack, Sydney",2005,Documentary,0
5807,A Breath of Scandal,Sofia Villani Scicolone,Walter Bernstein (adaptation)  Sidney Howard (translation) Ferenc Molnu00E1r (play) Ring Lardner Jr. (uncredited),,18029,"Breath of Scandal, A (1960)","Gavin, John (I)","Curtiz, Michael",1960,Comedy,1
11970,Just the Way You Are,Christina Ann McNichol,Allan Burns,,11068,Bloodfist II (1990),"Rogers, Steve (I)","Blumenthal, Andy (II)",1990,Action,0
8529,,Chiara Conti,Marco Bellocchio,,19132,"Ora di religione (Il sorriso di mia madre), L' (2002)","Karakhanian, Valentina","Bellocchio, Marco",2002,Drama,1
20482,All the Little Animals,John Vincent Hurt,Eski Thomas,,4493,All the Little Animals (1998),"Bale, Christian","Thomas, Jeremy (I)",1998,Drama,1
15341,Dju00E4vulens u00F6ga,Berit Elisabeth Andersson,Ingmar Bergman,,22559,Dj?vulens ?ga (1960),"Hjortzberg, Lenn","Bergman, Ingmar",1960,Comedy,1
16564,,Edythe Marrenner,Lamar Trotti,,2284,"Four Musketeers, The (1974)","Adams, Richard (VI)","Lester, Richard (I)",1974,Comedy,0
25933,,Penne Hackforth-Jones,Christopher Weekes,,263,Go Figure (2005) (TV),"Gunadi, Tania","McDougall, Francine",2005,Comedy,0
1498,Chao ji ji hua,Yeoh Choo-Kheng,,,21297,"Uomo dalla pelle dura, L' (1972)","Borgnine, Ernest","Prosperi, Franco",1972,Drama,0
4317,,Antonio Ber Ciani,Jos? A. Ferreyra,,16932,"Cantar de mi ciudad, El (1930)","Ber Ciani, Antonio","Ferreyra, Jos? A.",1930,,1
24255,Star Trek: Insurrection,#Cast,Michael Piller,,3426,Star Trek: Insurrection (1998),"Anderson, Larry (I)","Frakes, Jonathan",1998,Romance,1
5282,,Georges Rivi?re,Giovanni Grimaldi,,180,"Paradine Case, The (1947)","Coburn, Charles","Hitchcock, Alfred (I)",1947,Drama,0
9667,,Nigel John Dermot Neill,Solveig Dommartin,,21498,Bis ans Ende der Welt (1991),"Przygodda, Peter","Wenders, Wim",1991,Drama,1
14825,Aces Go Places,Karl Maka,Wong Bak-ming Wong,,2185,Zuijia Paidang (1982),"Tsui, Hark","Tsang, Eric (I)",1982,Comedy,1
27000,Next Friday,Ice Cube,Ice Cube,,5140,Thursday (1998),"Holden, Marjean","Woods, Skip",1998,Crime,0
13697,Toute une vie,Andr? Dussollier,Pierre Uytterhoeven,,10030,Toute une vie (1974),"Edeline, Pierre","Lelouch, Claude",1974,Drama,1
26164,Razboi u00EEn bucatarie,Gheorghe Dinic?,,,4537,Razboi ?n bucatarie (2001),"Dinica, Gheorghe","Barna, Marius",2001,Drama,1
5140,,,Lynne Fernie Aerlyn Weissman,,11499,Forbidden Love: The Unashamed Stories of Lesbian Lives (1992),"Copeland, Michael","Fernie, Lynne",1992,Documentary,1
19156,,Paul William Dobson,Brett Matthews,,17789,Sunrise: A Song of Two Humans (1927),"Boland, Eddie","Murnau, F.W.",1927,Drama,0
16425,Demon Hunter,Terrence Beasor,Mitch Gould,,716,Demon Hunter (2005),"Alonzo, Robert","Ziehl, Scott",2005,Horror,1
14338,5 Card Stud,Dean Martin,Ray Gaulden,,4650,Aaltoska orkaniseeraa (1949),"L?nnberg, Uolevi","Laine, Edvin",1949,Comedy,0
10030,Stolen Harmony,Ben Bernie,,,19267,"Enfance nue, L' (1968)","Marc, Marie","Pialat, Maurice",1968,Drama,0
795,Mumford,Alfre Ette Woodard,Lawrence Kasdan,,18457,Mumford (1999),"Blanton, Arell","Kasdan, Lawrence",1999,Comedy,1
19219,,Christopher Sarandon,William Goldman,,18554,"Princess Bride, The (1987)","Falk, Peter (I)","Reiner, Rob",1987,Comedy,1
5458,Hadh Kar Di Aapne,Govinda (actor),Satish Jain,,14931,Hadh Kar Di Aapne (2000),"Shah, Kajal","Agrawal, Manoj",2000,Comedy,1
19964,Elena and Her Men,Ingrid Bergman,Jean Serge Jean Renoir,,20052,Elena et les hommes (1956),"Sylvestre, Simone","Renoir, Jean",1956,Comedy,1
4870,A Day at the Beach,Mark Burns,Roman Polanski,,19157,"Day at the Beach, A (1970)","Burns, Mark (I)","Hesera, Simon",1970,Comedy,1
22350,,Kenneth Leung,Alex Tse,,10927,Slipstream (2007),"Millen, Ken","Hopkins, Anthony",2007,,0
4270,"The 5,000 Fingers of Dr. T",Peter Lind Hayes,Alan Scott,,6379,Clean and Sober (1988),"Robinson, Claudia","Caron, Glenn Gordon",1988,Drama,0
8566,,,Marcy Marzuki,,8212,White Mischief (1987),"Pithey, Wensley","Radford, Michael",1987,Romance,0
24644,Heroes of the East,,,,9805,Zhong hua zhang fu (1979),"Chu, Norman","Liu, Chia-Liang",1979,Drama,1
22436,Shanghai Express,Marie Magdalene Dietrich,Jules Furthman,,4774,Scooby Doo 2: Monsters Unleashed (2004),"Nelson, Tim Blake","Gosnell, Raja",2004,Comedy,0
1653,Thrasin',Pamela Gidley,Paul Brown (producer),,8796,Thrashin' (1986),"Wagner, David (I)","Winters, David (I)",1986,Drama,1
22768,On Broadway,Michael Donald O'Malley,Dave McLaughlin,,7369,Cum mi-am petrecut sfarsitul lumii (2006),"Popescu, Valentin","Mitulescu, Catalin",2006,Drama,0
25265,The Ghost Inside,Liu Ye,Chau Ting,,2002,Yi shen yi gui (2005),"Zhan, Yilin","Yau, Herman",2005,Horror,1
14291,,Michel Piccoli,Lu00E9os Carax,,15929,Mauvais sang (1986),"Fretun, Philippe","Carax, Leos",1986,Drama,1
16427,The Man in the Iron Mask,Gu00E9rard Xavier Marcel Depardieu,"Alexandre Dumas, p?re",,3821,"Man in the Iron Mask, The (1998/I)","Boucher, Brigitte (I)","Wallace, Randall",1998,Drama,1
18031,Blank Check,Brian Eric Bonsall,Blake Snyder,,18293,Blank Check (1994),"Wall, Mary Chris","Wainwright, Rupert",1994,Comedy,1
15609,The Naked Maja,Massimo Serato,Norman Corwin,,19239,"Naked Maja, The (1958)","Giardina, Giuseppe","Koster, Henry",1958,Romance,1
21381,Hustling for Health,Arthur Stanley Jefferson,,,11041,"Private Function, A (1984)","Whileman, Philip","Mowbray, Malcolm",1984,Comedy,0
21058,,Nelofer Pazira,,,18160,"Giant Buddhas, The (2005)","Tarzi, Z?maryala?","Frei, Christian (I)",2005,Documentary,1
21467,Peking Express,Corinne Dibos,Jules Furthman,,8122,Peking Express (1951),"Dimitrova, Vanya","Dieterle, William",1951,Drama,1
21138,,,Tim Kelly (writer),,10253,Sugar Hill (1974),"Lawson, Richard (I)","Maslansky, Paul",1974,Horror,1
6116,,Lena Headey,Theresa Rebeck,,10813,Gossip (2000/I),"Jenkins, Noam","Guggenheim, Davis",2000,Thriller,1
3019,Lost & Found,Sophie Daniu00E8le Sylvie Maupu,J.B. Cook,,3436,Lost & Found (1999/I),"Duplaix, Daphne","Pollack, Jeff (I)",1999,Comedy,1
3330,Over the Hedge,William Shatner,Len Blum and Karey Kirkbatrick,,9518,Over the Hedge (2006),"Elias, Jeannie","Johnson, Tim (V)",2006,Comedy,1
8052,Saving Star Wars,Lee Ann Millen,Gary Wood,,20444,Saving 'Star Wars' (2004),"Stanley, Joseph Franklin","Wood, Gary (III)",2004,Comedy,1
980,,Ilyena Vasilievna Mironov,Justin Haythe,,3639,"Clearing, The (2004)","Arcuragi, Tom","Brugge, Pieter Jan",2004,Drama,1
371,Academy Award for Documentary Feature,Emperor Penguin,Michel Fessler,,7033,"Marche de l'empereur, La (2005)",Fiorello,"Jacquet, Luc",2005,Documentary,1
7847,The Blue Bird,Olive Walter,Maurice Maeterlinck,,8408,"Blue Bird, The (1910)","Addison, Carlotta",,1910,,1
21004,Susan and God,Rose Kefer,Corinne Anita Loos,,1784,Vice Squad (1982),"Turner, Arnold F.","Sherman, Gary (I)",1982,Thriller,0
18952,,Nick Votto,Michael Votto,,11870,Jab Jab Phool Khile (1965),"Kapoor, Kamal","Prakash, Suraj (I)",1965,Romance,0
17428,The Gore Gore Girls,Amy Farrell,Alan J. Dachman,,2825,"Gore Gore Girls, The (1972)","Killen, Jim","Lewis, Herschell Gordon",1972,Horror,1
7200,De Gru00F8nne slagtere,Line Kruse,Anders Thomas Jensen,,22798,"Gr?nne slagtere, De (2003)","Bendix, Camilla","Jensen, Anders Thomas",2003,Comedy,1
27509,Saw,Michael Emerson,James Wan,,20443,Saw (2004),"Garbi, Avner","Wan, James",2004,Horror,1
5046,,<BR>,Muharrem Sk?nderi,,6684,Nj?siti guerril (1969),"Kumbaro, Saimir","Hakani, Hysen",1969,Drama,1
19668,,Vanessa Redgrave,Timothy Francis Robbins,,2186,Tales of Manhattan (1942),"Vanderveer, Ellinor","Duvivier, Julien",1942,Comedy,0
23371,Fatal Attraction,Michael Kirk Douglas,James Dearden,,19048,Fatal Attraction (1987),"Nussbaum, Mike","Lyne, Adrian",1987,Thriller,1
26605,Juana la Loca,Daniel Liotti,Vicente Aranda Ezguerra,,541,Cecil B. DeMented (2000),"Morgan, Dan (II)","Waters, John (I)",2000,Comedy,0
15167,Army of Darkness,Marcus Gilbert,Ivan Raimi,,996,Army of Darkness (1992),"Campbell, Bruce (I)","Raimi, Sam",1992,Horror,1
19033,Bloodline,Biagio Anthony Gazzara,Laird Koenig,,21669,Gumrah (1963),Moolchand (I),"Chopra, B.R.",1963,Drama,0
23796,,Eunice M. Quedens,Edna Ferber,,11266,Mi nismo andjeli (1992),"Trivalic, Vesna","Dragojevic, Srdjan",1992,Comedy,0
26466,Baddegama,Joe Abeywickrama,,,9053,Baddegama (1980),"Clarke, Arthur C.","Peries, Lester James",1980,,1
5895,,John Stephen Goodman,Jill Franklyn,,16076,Ticket to Heaven (1981),"Zelniker, Michael","Thomas, Ralph L.",1981,Drama,0
2047,Suburbia,Chris Pedersen,Penelope Spheeris,,22137,Suburbia (1984),"Ehrig, Maggie","Spheeris, Penelope",1984,Thriller,1
20893,,"Ermeline, Putli, Jilloo, Bhagwati Mishra, Yusuf, Ghori, Asooji and Rustom Irani",,,2493,Ek Abla (1928),,"Mishra, Bhagwati Prasad",1928,,1
25259,Spanking the Monkey,Benjamin Hendrickson,David O. Russell,,9210,Spanking the Monkey (1994),"Newett, Elizabeth","Russell, David O.",1994,Comedy,1
13856,Aera! Aera! Aera!,Giannis Gionakis,Dinos Dimopoulos,,5498,Aera! aera! aera! (1972),"Negas, Christos","Andritsos, Kostas",1972,War,1
22197,,Irene Boyle,,,14515,"Face at the Window, The (1913)","Boyle, Irene",,1913,Thriller,1
15249,Night of the Ghouls,Duke Moore,"Ed Wood, Jr.",,645,"Fan, The (1981)","Schultz, Dwight","Bianchi, Edward",1981,Thriller,0
23416,Chicken Little,Zach Braff,Ron J. Friedman,,15202,Chicken Little (2005),"Hahn, Archie","Dindal, Mark",2005,Comedy,1
20654,The Blue Dahlia,Alan Ladd,Raymond Chandler,,14453,"Blue Dahlia, The (1946)","Caruso, Anthony (I)","Marshall, George (I)",1946,Mystery,1
3692,Soylent Green,Leigh Taylor-Young,Stanley R. Greenberg,,19118,"Lusty Men, The (1952)","Carey, Mary Jane","Ray, Nicholas",1952,Drama,0
8083,In the Shadow of the Moon,,,,19963,"Three Lives of Thomasina, The (1964)","Brambell, Wilfrid","Chaffey, Don",1964,Drama,0
17183,Slipstream,Ivana Milicevic,Louis Morneau,,18074,Slipstream (2005),"Jones, Vinnie","van Eyssen, David",2005,Sci-Fi,1
21214,,Lew Davis,Ewart Adamson,,1401,Back from the Front (1943),"Howard, Curly","White, Jules",1943,Short,1
17714,Super Size Me,Morgan Valentine Spurlock,Morgan Valentine Spurlock,,17303,Under My Skin (1950),"Charlot, Andr?","Negulesco, Jean",1950,Drama,0
26653,,Lorenzo Terzon,Jean Brism?e,,22483,"Plus longue nuit du diable, La (1971)","Blanc, Erika","Brism?e, Jean",1971,Horror,1
9425,Without Evidence,Anna Gunn,Phil Stanford,,6125,Without Evidence (1995),"Corbett, Gretchen","Dennis, Gill (I)",1995,Thriller,1
6516,Godzilla vs. the Sea Monster,Chotaro Togin,Shinichi Sekizawa,,15140,"Truth About Cats & Dogs, The (1996)","Garofalo, Janeane","Lehmann, Michael (I)",1996,Comedy,0
15386,Fantasia,Deems Taylor,Fantasia (film)#Credits,,16307,Fantasia (1940),"Burton, Corey","Satterfield, Paul (I)",1940,Music,1
1201,The Boy Who Could Fly,Lucy Deakins,Nicholas Charles Castle Jr.,,9178,Tian shi xing dong (1987),"Fong, Alex (I)","Leung, Raymond",1987,Thriller,0
18171,,Robert Peter Cohon,Joan Sekler,,19411,Unprecedented: The 2000 Presidential Election (2002),"Lichtman, Charles","Perez, Richard Ray",2002,Documentary,1
17663,Jennifer Eight,Andy Garcia,Bruce Robinson,,9155,Jennifer Eight (1992),"Garcia, Andy (I)","Robinson, Bruce (I)",1992,Thriller,1
14842,The Buffalo Creek Flood: An Act of Man,,,,16604,"Buffalo Creek Flood: An Act of Man, The (1975)",,"Pickering, Mimi",1975,Short,1
25252,West Is Best,Hoot Gibson,Harvey Gates,,11990,West Is Best (1920),"Hill, Josephine","Rosen, Phil",1920,Short,1
4762,The Maggie,Paul Douglas (actor),William Rose,,10970,"Schreckliche M?dchen, Das (1990)","Peschek, Maria","Verhoeven, Michael",1990,Comedy,0
20501,Reno 911!: Miami,Cedric Yarbrough,Thomas Lennon,,15082,Derailed (2005/I),"LoRusso, Alexandra","H?fstr?m, Mikael",2005,Thriller,0
11114,Boom Town,William Clark Gable,John Lee Mahin,,15662,Boom Town (1940),"Gable, Clark","Conway, Jack",1940,Romance,1
17492,,Brian Thompson,Jean-Claude Camille Franu00E7ois Van Varenberg,,15581,"Order, The (2001)","Gabai, Sasson","Lettich, Sheldon",2001,Drama,1
13065,Star Wars: Revelations,Gina Hernandez Karen Hammang Holland Gedney Frank Hernandez Shane Felux,Dawn Cowings Sarah Yaworsky,,6140,"Last Boy Scout, The (1991)","Onate, Erik","Scott, Tony (I)",1991,Thriller,0
2680,,Sean Martin Michael Maguire,Doug Palau,,15966,City by the Sea (2002),"Cohen, Leslie (II)","Caton-Jones, Michael",2002,Drama,0
19752,Possessed,Arthur Christopher Orme Plummer,Michael Lazarou,,14153,Possessed (2000) (TV),"Waugh, Richard","de Souza, Steven E.",2000,Horror,1
22514,,Cecil Parker,Frank Harvey Jr.,,21657,Heavens Above! (1963),"Woodford, Josephine","Boulting, Roy",1963,Comedy,1
21514,,Bob Dylan,Bob Dylan,,7216,Masked and Anonymous (2003),"Campbell, Larry (III)","Charles, Larry",2003,Comedy,1
19106,Antoine and Colette,Jean-Pierre L?aud,Franu00E7ois Roland Truffaut,,12516,Dracula (2002) (TV),"Baumeister, Muriel","Young, Roger (I)",2002,Horror,0
21963,When the Clouds Roll by,Douglas Elton Thomas Ullman,Thomas J. Geraghty,,445,When the Clouds Roll by (1919),"McGann, William C.","Fleming, Victor",1919,Comedy,1
402,Strange Days,Ralph Nathaniel Twisleton-Wykeham Fiennes,Jay Cocks,,10241,Fluke (1995),"Prichett, Harry","Carlei, Carlo",1995,Drama,0
4971,General Motors 50th Anniversary Show,,Arne Sultan,,5969,General Motors 50th Anniversary Show (1957) (TV),"Borgnine, Ernest",,1957,,1
18479,,Issur Danielovitch,Lewis Meltzer,,20402,12 + 1 (1969),"Colzi, Alfredo","Gessner, Nicolas",1969,Comedy,0
11130,,Soleil Moon Frye,Robin Swicord,,8180,You Ruined My Life (1987) (TV),"Bass, Tammy","Ashwell, David",1987,Comedy,1
