tableA_id,tableA_title,tableA_authors,tableA_venue,tableA_year,tableB_id,tableB_title,tableB_authors,tableB_venue,tableB_year,label
2360,Scientist's Called Upon to Take Actions,Xiaolei Qian,SIGMOD Record,1996,2232,Toward network data independence,Joseph M. Hellerstein,ACM SIGMOD Record,2003.0,0
2337,A Unified Framework for Enforcing Multiple Access Control Policies,"V. S. Subrahmanian, Elisa Bertino, Pierangela Samarati, Sushil Jajodia",SIGMOD Conference,1997,1830,A unified framework for enforcing multiple access control policies,"Sushil Jajodia, Pierangela Samarati, V. S. Subrahmanian, Eliza Bertino",International Conference on Management of Data,1997.0,1
1706,Formal Query Languages for Secure Relational Databases,"Marianne Winslett, Kenneth Smith, Xiaolei Qian",ACM Trans. Database Syst.,1994,1843,SEMCOG: an object-based image retrieval system and its visual query interface,"Wen-Syan Li, K. Sel&#231;uk Candan, Kyoji Hirata, Yoshinori Hara",International Conference on Management of Data,1997.0,0
1813,A mapping mechanism to support bitmap index and other auxiliary structures on tables stored as primary B+-trees,"Mahesh Jagannath, Eugene Inseok Chong, Aravind Yalamanchi, Chuck Freiwald, Souripriya Das, Anh-Tuan Tran, Jagannathan Srinivasan, Richard Jiang, Ramkumar Krishnan",SIGMOD Record,2003,2098,Active rules for XML: A new paradigm for E-services,"Angela Bonifati, Stefano Ceri, Stefano Paraboschi",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2001.0,0
585,S-ToPSS: Semantic Toronto Publish/Subscribe System,"Ioana Burcea, Milenko Petrovic, Hans-Arno Jacobsen",VLDB,2003,1877,On the cost of monitoring and reorganization of object bases for clustering,"Carsten A. Gerlhof, Alfons Kemper, Guido Moerkotte",ACM SIGMOD Record,1996.0,0
998,PSoup: a system for streaming queries over streaming data,"Sirish Chandrasekaran, Michael J. Franklin",VLDB J.,2003,1111,High-Concurrency Locking in R-Trees,"Marcel Kornacker, Douglas Banks",Very Large Data Bases,1995.0,0
985,Mining Frequent Itemsets Using Support Constraints,"Jiawei Han, Ke Wang, Yu He",VLDB,2000,1936,"Pattern matching and pattern discovery in scientific, program, and document databases","Jason T. L. Wang, Kaizhong Zhang, Dennis Shasha",International Conference on Management of Data,1995.0,0
1566,Advanced Database Technologies in a Diabetic Healthcare System,"Chenyi Xia, Wynne Hsu, Keng Lik Teo, Mong-Li Lee, Beng Chin Ooi, Pranab Kumar Mohanty",VLDB,2002,357,RETINA: a real-time traffic navigation system,"Kam-Yiu Lam, Edward Chan, Tei-Wei Kuo, S. W. Ng, Dick Hung",International Conference on Management of Data,2001.0,0
1784,Materialized View Maintenance and Integrity Constraint Checking: Trading Space for Time,"Divesh Srivastava, S. Sudarshan, Kenneth A. Ross",SIGMOD Conference,1996,1989,Materialized view maintenance and integrity constraint checking: trading space for time,"Kenneth A. Ross, Divesh Srivastava, S. Sudarshan",International Conference on Management of Data,1996.0,1
2155,Knowledge Discovery in Data Warehouses,Themistoklis Palpanas,SIGMOD Record,2000,1784,Efficiently mining long patterns from databases,"Roberto J. Bayardo, Jr.",International Conference on Management of Data,1998.0,0
376,On Applying Hash Filters to Improving the Execution of Multi-Join Queries,"Philip S. Yu, Ming-Syan Chen, Hui-I Hsiao",VLDB J.,1997,1165,On applying hash filters to improving the execution of multi-join queries,"Ming-Syan Chen, Hui-I Hsiao, Philip S. Yu",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,1997.0,1
1524,A TSQL2 Tutorial,"James Clifford, Ramez Elmasri, Michael D. Soo, Wolfgang K?fer, Nick Kline, Arie Segev, Suryanarayana M. Sripada, Fabio Grandi, John F. Roddick, Richard T. Snodgrass, Christian S. Jensen, Nikos A. Lorentzos, Ilsoo Ahn, Gad Ariav, Don S. Batory, T. Y. Cliff Leung, Curtis E. Dyreson, Krishna G. Kulkarni",SIGMOD Record,1994,511,A model for compound type changes encountered in schema evolution,Barbara Staudt Lerner,ACM Transactions on Database Systems (TODS),2000.0,0
1310,Describing Semistructured Data,Luca Cardelli,SIGMOD Record,2001,1908,New programs at DARPA and NSF,Xiolai Qian,ACM SIGMOD Record,1996.0,0
2443,Efficiently Mining Long Patterns from Databases,Roberto J. Bayardo Jr.,SIGMOD Conference,1998,1445,BigSur: A System For the Management of Earth Science Data,"Paul Brown, Michael Stonebraker",Very Large Data Bases,1995.0,0
372,Database Research at the University of Oklahoma,"Sirirut Vanichayobon, Leonard Brown, Ravi A. Dirckze, Sylvain Guinepain, Carlos S?nchez, Le Gruenwald, Brian Summers",SIGMOD Record,1999,1404,"Et tu, XML? The downfall of the relational empire (abstract)",Philip Wadler,Very Large Data Bases,2001.0,0
1842,Dynamic Pipeline Scheduling for Improving Interactive Query Performance,"Tolga Urhan, Michael J. Franklin",VLDB,2001,629,The software information base: a server for reuse,"Panos Constantopoulos, Matthias Jarke, John Mylopoulos, Yannis Vassiliou",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,1995.0,0
2237,Managing uncertainty in sensor database,"Sunil Prabhakar, Reynold Cheng",SIGMOD Record,2003,2218,Managing uncertainty in sensor database,"Reynold Cheng, Sunil Prabhakar",ACM SIGMOD Record,2003.0,1
2277,Dynamic Sample Selection for Approximate Query Processing,"Gautam Das, Surajit Chaudhuri, Brian Babcock",SIGMOD Conference,2003,2071,Career forum,Alexandros Labrinidis,ACM SIGMOD Record,2003.0,0
2559,Privacy-Enhanced Data Management for Next-Generation e-Commerce,"Irini Fundulaki, Daniel F. Lieuwen, Bharat Kumar, Richard Hull, Chris Clifton, Arnaud Sahuguet",VLDB,2003,922,Distinguished database profiles,Marianne Winslett,ACM SIGMOD Record,2003.0,0
260,IrisNet: Internet-scale Resource-Intensive Sensor Services,"Amol Deshpande, Suman Kumar Nath, Phillip B. Gibbons, Srinivasan Seshan",SIGMOD Conference,2003,2080,Spreadsheets in RDBMS for OLAP,"Andrew Witkowski, Srikanth Bellamkonda, Tolga Bozkaya, Gregory Dorman, Nathan Folkert, Abhinav Gupta, Lei Shen, Sankar Subramanian",International Conference on Management of Data,2003.0,0
497,LockX: A System for Efficiently Querying Secure XML,"SungRan Cho, Laks V. S. Lakshmanan, Divesh Srivastava, Sihem Amer-Yahia",SIGMOD Conference,2003,464,SQL and management of external data,"Jim Melton, Jan-Eike Michels, Vanja Josifovski, Krishna Kulkarni, Peter Schwarz, Kathy Zeidenstein",ACM SIGMOD Record,2001.0,0
2208,An Adaptive Data Replication Algorithm,"Ouri Wolfson, Yixiu Huang, Sushil Jajodia",ACM Trans. Database Syst.,1997,232,Safe query languages for constraint databases,Peter Z. Revesz,ACM Transactions on Database Systems (TODS),1998.0,0
1318,Maintenance of Data Cubes and Summary Tables in a Warehouse,"Inderpal Singh Mumick, Dallan Quass, Barinderpal Singh Mumick",SIGMOD Conference,1997,929,1-Safe Algorithms for Symmetric Site Configurations,"Rune Humborstad, Maitrayi Sabaratnam, Svein-Olaf Hvasshovd, &#216;ystein Torbj&#248;rnsen",Very Large Data Bases,1997.0,0
1802,DECLARE and SDS: Early Efforts to Commercialize Deductive Database Technology,"Werner Strau?, Gerhard D?nzinger, Werner Kie?ling, Helmut Schmidt",VLDB J.,1994,1725,Managing memory for real-time queries,"Hwee Hwa Pang, Michael J. Carey, Miron Livny",International Conference on Management of Data,1994.0,0
1065,NonStop SQL/MX Publish/Subscribe: Continuous Data Streams in Transaction Processing,Hansj?rg Zeller,SIGMOD Conference,2003,1137,"TPC-D: The Challenges, Issues and Results",Ramesh Bhashyam,Very Large Data Bases,1996.0,0
656,Extracting Schema from Semistructured Data,"Serge Abiteboul, Rajeev Motwani, Svetlozar Nestorov",SIGMOD Conference,1998,1043,How System 11 SQL Server Became Fast,T. K. Rengarajan,Very Large Data Bases,1996.0,0
1020,Database Research at Arizona State University,"Suzanne W. Dietrich, Forouzan Golshani, Susan Darling Urban",SIGMOD Record,1996,271,Reconciling schemas of disparate data sources: a machine-learning approach,"AnHai Doan, Pedro Domingos, Alon Y. Halevy",International Conference on Management of Data,2001.0,0
1690,Partial results for online query processing,"Joseph M. Hellerstein, Vijayshankar Raman",SIGMOD Conference,2002,1714,Combinatorial pattern discovery for scientific data: some preliminary results,"Jason Tsong-Li Wang, Gung-Wei Chirn, Thomas G. Marr, Bruce Shapiro, Dennis Shasha, Kaizhong Zhang",International Conference on Management of Data,1994.0,0
494,High Availability of Commercial Applications,Kestutis Ivinskis,SIGMOD Conference,1995,1492,High availability of commercial applications,Kestutis Ivinskis,International Conference on Management of Data,1995.0,1
1762,Microsoft.com: A High-Scale Data Management and Transaction Processing Solution,Sherri Kennamer,SIGMOD Conference,1998,21,Versions and workspaces in Microsoft repository,"Thomas Bergstraesser, Philip A. Bernstein, Shankar Pal, David Shutt",International Conference on Management of Data,1999.0,0
1392,XL: a platform for web services,"Andreas Gr?nhagen, Steffen Rost, Donald Kossmann, Daniela Florescu",SIGMOD Conference,2002,1046,Querying Multiple Features of Groups in Relational Databases,"Damianos Chatziantoniou, Kenneth A. Ross",Very Large Data Bases,1996.0,0
1709,SIGMOD 2001 Industry Sessions,"C?sar A. Galindo-Legaria, Michael J. Franklin, Leonard J. Seligman, Guy M. Lohman",SIGMOD Record,2001,1363,Hierarchical Compact Cube for Range-Max Queries,"Sin Yeung Lee, Tok Wang Ling, Hua-Gang Li",Very Large Data Bases,2000.0,0
1057,AlphaSort: A Cache-Sensitive Parallel External Sort,"Jim Gray, Zarka Cvetanovic, Tom Barclay, Chris Nyberg, David B. Lomet",VLDB J.,1995,1264,HMAP- A temporal data model managing intervals with different granularities and indeterminacy from natural language sentences,"Carlo Combi, Giuseppe Pozzi",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2001.0,0
713,Approximate Query Processing: Taming the TeraBytes,"Minos N. Garofalakis, Phillip B. Gibbons",VLDB,2001,2241,Data Compression Support in Databases,"Balakrishna R. Iyer, David Wilhite",Very Large Data Bases,1994.0,0
2452,Temporal Conditions and Integrity Constraints in Active Database Systems,"Ouri Wolfson, A. Prasad Sistla",SIGMOD Conference,1995,1435,Towards a Cooperative Transaction Model - The Cooperative Activity Model,"Marek Rusinkiewicz, Wolfgang Klas, Thomas Tesch, J&#252;rgen W&#228;sch, Peter Muth",Very Large Data Bases,1995.0,0
2550,Guest editorial,Malcolm P. Atkinson,VLDB J.,2000,2192,Composing Web services on the Semantic Web,"Brahim Medjahed, Athman Bouguettaya, Ahmed K. Elmagarmid",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003.0,0
1105,Pixel-oriented Database Visualizations,Daniel A. Keim,SIGMOD Record,1996,1896,Report from the NSF workshop on workflow and process automation in information systems,"Amit Sheth, Dimitrios Georgakopoulos, Stef M. M. Joosten, Marek Rusinkiewicz, Walt Scacchi, Jack Wileden, Alexander L. Wolf",ACM SIGMOD Record,1996.0,0
2612,SASH: A Self-Adaptive Histogram Set for Dynamically Changing Workloads,"Lipyeow Lim, Min Wang, Jeffrey Scott Vitter",VLDB,2003,168,The PointCast network (abstract),"Satish Ramakrishnan, Vibha Dayal",International Conference on Management of Data,1998.0,0
2608,ADAM: A Testbed for Exploring the Use of Data Mining in Intrusion Detection,"Daniel Barbar?, Sushil Jajodia, Ningning Wu, Julia Couto",SIGMOD Record,2001,1958,Optimizing queries over multimedia repositories,"Surajit Chaudhuri, Luis Gravano",International Conference on Management of Data,1996.0,0
1744,Global Optimization of Histograms,"H. V. Jagadish, Kian-Lee Tan, Hui Jin, Beng Chin Ooi",SIGMOD Conference,2001,1751,Inferring structure in semistructured data,"Svetlozer Nestorov, Serge Abiteboul, Rajeev Motwani",ACM SIGMOD Record,1997.0,0
386,Book Review Column,Karl Aberer,SIGMOD Record,2002,78,Closest pair queries in spatial databases,"Antonio Corral, Yannis Manolopoulos, Yannis Theodoridis, Michael Vassilakopoulos",International Conference on Management of Data,2000.0,0
1108,Semantics for Update Rule Programs and Implementations in a Relational Database Management System,"Louiqa Raschid, Jorge Lobo",ACM Trans. Database Syst.,1996,1347,Update Propagation Strategies for Improving the Quality of Data on the Web,"Alexandros Labrinidis, Nick Roussopoulos",Very Large Data Bases,2001.0,0
1165,"TPC-D: The Challenges, Issues and Results",Ramesh Bhashyam,VLDB,1996,1137,"TPC-D: The Challenges, Issues and Results",Ramesh Bhashyam,Very Large Data Bases,1996.0,1
916,Information Sharing Across Private Databases,"Ramakrishnan Srikant, Rakesh Agrawal, Alexandre V. Evfimievski",SIGMOD Conference,2003,664,Business data management for business-to-business electronic commerce,"Christoph Quix, Mareike Schoop, Manfred Jeusfeld",ACM SIGMOD Record,2002.0,0
2000,Retrieval of Composite Multimedia Objects,"Surajit Chaudhuri, Shahram Ghandeharizadeh, Cyrus Shahabi",VLDB,1995,1163,A database model for object dynamics,"M. P. Papazoglou, B. J. Kr&#228;mer",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,1997.0,0
62,PicoDMBS: Scaling Down Database Techniques for the Smartcard,"Luc Bouganim, Patrick Valduriez, Philippe Pucheral, Christophe Bobineau",VLDB,2000,1240,PicoDMBS: Scaling Down Database Techniques for the Smartcard,"Christophe Bobineau, Luc Bouganim, Philippe Pucheral, Patrick Valduriez",Very Large Data Bases,2000.0,1
434,Mining long sequential patterns in a noisy environment,"Wei Wang, Philip S. Yu, Jiong Yang, Jiawei Han",SIGMOD Conference,2002,1277,Checking the temporal integrity of interactive multimedia documents,"I. Mirbel, B. Pernici, T. Sellis, S. Tserkezoglou, M. Vazirgiannis",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2000.0,0
1628,TODS Perceptions and Misconceptions,Richard T. Snodgrass,SIGMOD Record,2002,797,An Adaptive Hybrid Server Architecture for Client Caching ODBMSs,"Kaladhar Voruganti, M. Tamer &#214;zsu, Ronald C. Unrau",Very Large Data Bases,1999.0,0
2126,Active Views for Electronic Commerce,"Laurent Mignet, Serge Abiteboul, Tova Milo, Adi Eyal, Bernd Amann, Sophie Cluet",VLDB,1999,1371,Optimizing Multi-Feature Queries for Image Databases,"Ulrich G&#252;ntzer, Wolf-Tilo Balke, Werner Kie&#223;ling",Very Large Data Bases,2000.0,0
2517,GENESYS: A System for Efficient Spatial Query Processing,"Thomas Brinkhoff, Hans-Peter Kriegel, Ralf Schneider, Bernhard Seeger",SIGMOD Conference,1994,762,Tutorial: application servers and associated technologies,C. Mohan,International Conference on Management of Data,2002.0,0
1179,Mapping Extended Entity Relationship Model to Object Modeling Technique,Joseph Fong,SIGMOD Record,1995,1998,Accessing relational databases from the World Wide Web,"Tam Nguyen, V. Srinivasan",International Conference on Management of Data,1996.0,0
2552,Discovery of Multiple-Level Association Rules from Large Databases,"Jiawei Han, Yongjian Fu",VLDB,1995,1043,How System 11 SQL Server Became Fast,T. K. Rengarajan,Very Large Data Bases,1996.0,0
1684,"Social, Educational, and Governmental Change Enabled through Information Technology","Michael Eitan, Valerie Gregg, Carlo Batini, D. B. Phatak, Yeha El Atfi, Krithi Ramamritham",VLDB,2000,1889,Information visualization,"Tiziana Catarci, Isabel F. Cruz",ACM SIGMOD Record,1996.0,0
1757,Using Formal Methods to Reason about Semantics-Based Decompositions of Transactions,"Paul Ammann, Indrakshi Ray, Sushil Jajodia",VLDB,1995,1472,Managing Intra-operator Parallelism in Parallel Database Systems,"Manish Mehta, David J. DeWitt",Very Large Data Bases,1995.0,0
1673,The Denodo Data Integration Platform,"Anastasio Molano, Alberto Pan, Paula Montoto, Juan Raposo, Luc?a Ardao, Manuel ?lvarez, Vicente Orjales, ?ngel Vi?a, Justo Hidalgo",VLDB,2002,1439,Similarity based Retrieval of Pictures Using Indices on Spatial Relationships,"A. Prasad Sistla, Clement T. Yu, Chengwen Liu, King Liu",Very Large Data Bases,1995.0,0
1365,Report on First International Workshop on Real-Time Database Systems,"Sang Hyuk Son, Kwei-Jay Lin, Azer Bestavros",SIGMOD Record,1996,985,Technology and the Future of Commerce and Finance (Abstract),David Elliot Shaw,Very Large Data Bases,1998.0,0
2380,Interview with Pat Selinger,Marianne Winslett,SIGMOD Record,2003,1685,Announcement-the temporal query language TSQL2 final language definition,"Richard Thomas Snodgrass, Ilsoo Ahn, Gad Ariav, Don Batory, James Clifford, Curtis E. Dyreson, Ramez Elmasri, Fabio Grandi, Christian S. Jensen, Wolfgang K&#228;fer, Nick Kline, Krishna Kulkarni, T. Y. Cliff Leung, Nikos Lorentzos, John F. Roddick, Arie Segev, Michael D. Soo, Suryanarayana M. Sripada",ACM SIGMOD Record,1994.0,0
