tableA_id,tableA_http://www.okkam.org/ontology_restaurant1.owl#name,tableA_http://www.okkam.org/ontology_restaurant1.owl#phone_number,tableA_http://www.okkam.org/ontology_restaurant1.owl#street,tableB_id,tableB_http://www.okkam.org/ontology_restaurant2.owl#name,tableB_http://www.okkam.org/ontology_restaurant2.owl#phone_number,tableB_http://www.okkam.org/ontology_restaurant2.owl#street,label
73,campton place,415/955-5555,,2157,wu kong,415/957-9300,,0
264,,,405 e. 58th st.,1600,joe allen,212/581-6464,,0
301,buckhead diner,404/262-3336,,503,evergreen cafe,212/744-3266,,0
75,,,2245 e. flamingo rd.,1764,spago (los angeles),310-652-4025,,0
258,dining room  ritz-carlton  buckhead,404/237-2700,,54,vietnamese,,,0
279,indigo coastal grill,404/876-0676,,1477,,,32 spring st.,0
50,,,57 jane st.  off hudson st.,2128,,,221 w. 57th st.,0
284,aquavit,212/307-7311,,400,harold's barbecue,404-627-9268,,0
320,,,3393 peachtree rd.  lenox square mall  near neiman marcus,1010,orleans,310/479-4187,,0
195,,,243 e. 58th st.,1332,,,3555 las vegas blvd. s,0
61,matsuhisa,310/659-9639,,136,,,40  buckhead crossing mall on the sidney marcus blvd.,0
74,hollywood,,,144,peacock alley,212/872-4895,,0
34,hotel bel-air,310/472-1211,,1926,,,160 mercer st.  between houston and prince sts.,0
65,granita,310/456-0488,,2060,,,125 mulberry st.  between canal and hester sts.,0
11,los angeles,,,84,,,3713 w. sahara ave.,0
279,indigo coastal grill,404/876-0676,,1705,barney greengrass,310/777-5877,,0
324,la folie,415/776-5577,,318,sterling brunch,702-739-4651,,0
322,daniel,212/288-0033,,126,ebisu,415-566-1770,,0
23,ciboulette,404/874-7600,,48,,,54 irving pl. at 17th st.,0
288,,,200 e. fremont st.,2200,,,400 e. sahara ave.,0
288,,,200 e. fremont st.,124,duke's,310-652-3100,,0
183,march,212/754-6272,,1781,march,212-754-6272,,1
188,,,41 14th st.,677,parkway grill,818-795-1001,,0
33,delectables,404/681-2909,,786,,,555 peachtree st.  at linden ave.,0
168,sherman oaks,,,2183,camille's,404/872-7203,,0
108,,,239 w. broadway  between walker and white sts.,1287,,,2182 broadway  between 77th and 78th sts.,0
336,locanda veneta,310/274-1893,,634,,,948 1st ave.  between 52nd and 53rd sts.,0
115,bacchanalia,404/365-0410,,1610,ocean star,818-308-2128,,0
155,,,201 w. 83rd st.,1141,,,24 e. 81st st.,0
297,postrio,415/776-7825,,1684,,,11288 ventura blvd.,0
115,bacchanalia,404/365-0410,,1391,rainbow room,212-632-5000,,0
336,locanda veneta,310/274-1893,,120,,,458 6th ave. at 11th st.,0
246,philippe's the original,213/628-3781,,1786,,,5975 roswell rd.,0
30,,,13 w. 54th st.,1303,belvedere  the,310-788-2306,,0
172,beverly hills,,,769,trois jean,212/988-4858,,0
111,,,617 s. olive st.,1416,rose of india,212-533-5011,,0
24,,,6703 melrose ave.,732,,,423 columbus ave.,0
33,delectables,404/681-2909,,320,sundown cafe,404/321-1118,,0
38,,,152 w. 44th st.,1812,,,8 sixth st.,0
242,mesa grill,212/807-7400,,98,thailand restaurant,212-349-3132,,0
303,,,35 w. 64th st.,532,noodle shops,,,0
144,,,129 n. la cienega blvd.,1487,,,308 e. sixth st.,0
42,las vegas,,,1308,vince & eddie's,212/721-0068,,0
306,mi cocina,212/627-8273,,54,vietnamese,,,0
309,pinot bistro,818/990-0500,,679,post house,212/935-2888,,0
92,cafe bizou,818/788-3536,,853,bobby & june's kountry kitchen,404-876-3872,,0
190,pano's and paul's,404/261-3662,,343,caffe dante,212/982-5275,,0
299,,,595 piedmont ave.  rio shopping mall,765,,,8638 w. third st.,0
222,,,33 w. 55th st.,153,rosa mexicano,212/753-7407,,0
8,aureole,212/ 319-1660,,814,les halles,212/679-4111,,0
17,island spice,212/765-1737,,1151,nuova cucina italian,,,0
50,,,57 jane st.  off hudson st.,766,,,2316 polk st.,0
240,,,182 w. 58th st.,195,,,774 ponce de leon ave. ne,0
176,,,2290 peachtree rd.  peachtree square shopping center,1456,,,1030 3rd ave. at 61st st.,0
311,,,252 california st.,1477,,,32 spring st.,0
39,,,1737 post st.,1534,,,28 1/2 bowery at bayard st.,0
23,ciboulette,404/874-7600,,680,rumpus,415/421-2300,,0
271,,,1232 w. paces ferry rd.,1209,palio d'asti,415/395-9800,,0
37,oceana,212/759-5941,,1453,oceana,212-759-5941,,1
195,,,243 e. 58th st.,908,,,200 e. 54th st.,0
27,rose pistola,415/399-0499,,2232,verbena,212/260-5454,,0
171,uncle nick's,212/315-1726,,165,sylvia's,212-996-0660,,0
169,,,600 stockton st.,2203,cafe luxembourg,212/873-7411,,0
11,los angeles,,,2,,,368 bleecker st.,0
279,indigo coastal grill,404/876-0676,,1149,,,37a union sq. w  between 16th and 17th sts.,0
134,chez michel,415/775-7036,,883,capsouto freres,212/966-4900,,0
216,chinois on main,310/392-9025,,340,la reserve,212/247-2993,,0
162,,,545 post st.,1324,benny's burritos,212-254-2054,,0
15,,,160 central park s,2111,broadway deli,310/451-0616,,0
85,,,8358 sunset blvd. west,1816,caffe vivaldi,212/691-7538,,0
310,art's delicatessen,818/762-1221,,1879,pinot hollywood,213/461-8800,,0
172,beverly hills,,,1837,pinot bistro,818-990-0500,,0
131,,,210 e. 58th st.,407,thai,,,0
42,las vegas,,,792,carey's,770-422-8042,,0
144,,,129 n. la cienega blvd.,766,,,2316 polk st.,0
234,plumpjack cafe,415/563-4755,,1224,yaya cuisine,415/566-6966,,0
270,steak house,702/734-0410,,462,fat matt's rib shack,404/607-1622,,0
216,chinois on main,310/392-9025,,1832,,,600 montgomery st.,0
319,sign of the dove,212/861-8080,,2190,cucina della fontana,212-242-0636,,0
147,palace court,702/731-7547,,1265,,,1 main st.,0
91,georgia grille,404/352-3517,,293,,,19 w. 49th st.,0
143,la caravelle,212/586-4252,,54,vietnamese,,,0
158,campanile,213/938-1447,,100,,,2100 van ness ave.,0
261,,,3130 piedmont road,230,vida,213/660-4446,,0
112,,,1 margaret mitchell sq.,1090,and 212/614-9345 asian,,,0
305,ritz-carlton restaurant and dining room,415/296-7465,,1863,,,35 w. 64th st.,0
10,cafe claude,415/392-3505,,1403,coyote cafe (las vegas),702-891-7349,,0
336,locanda veneta,310/274-1893,,178,big cup,212/206-0059,,0
109,masa's,415/989-7154,,2024,,,252 california st.,0
50,,,57 jane st.  off hudson st.,1510,silver skillet  the,404-874-1388,,0
239,,,624 s. la brea ave.,1385,,,155 w. 51st st.,0
3,,,570 4th st.,1960,aja,212/473-8388,,0
111,,,617 s. olive st.,282,,,642 broadway,0
71,cafe lalo,212/496-6031,,479,,,3000 paradise rd.,0
168,sherman oaks,,,2238,,,63rd street steakhouse 44 w. 63rd st.,0
261,,,3130 piedmont road,1013,brasserie le coze,404-266-1440,,0
32,rex il ristorante,213/627-2300,,633,andre's french restaurant,702-385-5016,,0
85,,,8358 sunset blvd. west,246,monte carlo,702-733-4524,,0
320,,,3393 peachtree rd.  lenox square mall  near neiman marcus,971,,,57 e. 57th st.,0
148,,,224 ponce de leon ave.,563,cajun/creole,,,0
35,,,1 mission st.,622,sushisay,212-755-1780,,0
194,second avenue deli,212/677-0606,,299,,,816 folsom st.,0
240,,,182 w. 58th st.,1683,stars cafe,415/861-4344,,0
71,cafe lalo,212/496-6031,,683,,,2901 pico blvd.,0
303,,,35 w. 64th st.,706,,,545 post st.,0
65,granita,310/456-0488,,1967,billy's,212/753-1870,,0
11,los angeles,,,671,langer's,213-483-8050,,0
252,,,747 9th ave.  between 50th and 51st sts.,273,slanted door,415-861-8032,,0
289,,,2930 beverly glen circle,138,,,22800 pch,0
331,,,3434 peachtree rd.,229,,,20 mott st.  between bowery and pell st.,0
265,khan toke thai house,415/668-6654,,1853,,,60 w. 55th st.,0
105,,,1529 piedmont ave.,1665,,,515 valencia st.,0
194,second avenue deli,212/677-0606,,722,baker's cajun cafe,404-223-5039,,0
243,,,67 n. raymond ave.,2175,,,202 e. fremont st.,0
205,second street grille,702/385-3232,,1954,pano's & paul's,404-261-3662,,0
132,cafe des artistes,212/877-3500,,1203,,,152 w. 52nd st.,0
176,,,2290 peachtree rd.  peachtree square shopping center,2139,,,1517 polk st.,0
176,,,2290 peachtree rd.  peachtree square shopping center,1201,sally's cafe & bakery,415-626-6006,,0
107,felidia,212/758-1479,,2011,uncle bill's pancake house,310-545-5177,,0
155,,,201 w. 83rd st.,1980,cambodian,,,0
324,la folie,415/776-5577,,274,,,1191 1st ave.  between 64th and 65th sts.,0
207,santa monica,,,2060,,,125 mulberry st.  between canal and hester sts.,0
107,felidia,212/758-1479,,184,,,247 buckhead ave.  east village sq.,0
162,,,545 post st.,1443,grand ticino,212/777-5922,,0
233,,,1972 n. hillhurst ave.,2081,tadich grill,415/391-2373,,0
96,,,3201 fillmore st.,58,,,730 n. la cienega blvd.,0
69,river cafe,718/522-5200,,2203,cafe luxembourg,212/873-7411,,0
131,,,210 e. 58th st.,1054,,,3172 peachtree rd. ne,0
101,veni vidi vici,404/875-8424,,674,,,13329 washington blvd.,0
147,palace court,702/731-7547,,374,rose pistola,415-399-0499,,0
221,21 club,212/582-7200,,1782,montien,212/421-4433,,0
224,aqua,415/956-9662,,2038,r.j.'s uptown kitchen & wine bar,404/875-7775,,0
232,gotham bar & grill,212/620-4020,,652,frico bar,212/564-7272,,0
168,sherman oaks,,,274,,,1191 1st ave.  between 64th and 65th sts.,0
263,chanterelle,212/966-6960,,698,,,41 14th st.,0
271,,,1232 w. paces ferry rd.,333,,,3570 las vegas blvd. s,0
274,,,156 2nd ave. at 10th st.,689,,,405 atlantic ave.,0
286,boulevard,415/543-6084,,226,,,105 hudson st.,0
27,rose pistola,415/399-0499,,39,philippe the original,213-628-3781,,0
187,patina,213/467-1108,,226,,,105 hudson st.,0
39,,,1737 post st.,1969,,,615 sacramento st.,0
71,cafe lalo,212/496-6031,,1076,,,1423 2nd ave.  between 74th and 75th sts.,0
71,cafe lalo,212/496-6031,,794,cafe michelle,702/735-8686,,0
240,,,182 w. 58th st.,623,,,2637 peachtree rd. ne,0
181,,,100 e. 63rd st.,73,virgil's real bbq,212-921-9494,,0
255,,,99 e. 52nd st.,849,,,310 n. larchmont blvd.,0
74,hollywood,,,407,thai,,,0
59,lutece,212/752-2225,,34,f. ille ponte ristorante,212/226-4621,,0
56,abruzzi,404/261-8186,,2138,lanza restaurant,212/674-7014,,0
171,uncle nick's,212/315-1726,,1534,,,28 1/2 bowery at bayard st.,0
255,,,99 e. 52nd st.,2128,,,221 w. 57th st.,0
4,,,43 w. 65th st.,1003,,,138 lafayette st.  between canal and howard sts.,0
15,,,160 central park s,1688,yank sing,415/541-4949,,0
280,citrus,213/857-0034,,2192,harry's bar & american grill,310/277-2333,,0
324,la folie,415/776-5577,,815,southwestern,,,0
24,,,6703 melrose ave.,166,international,,,0
15,,,160 central park s,1456,,,1030 3rd ave. at 61st st.,0
234,plumpjack cafe,415/563-4755,,495,,,435 s. la cienega blvd.,0
233,,,1972 n. hillhurst ave.,59,la salsa (la),310-456-6299,,0
319,sign of the dove,212/861-8080,,616,,,3rd st.,0
310,art's delicatessen,818/762-1221,,302,tse yang,212/688-5447,,0
62,,,181 peachtree st.,319,,,500 pharr rd.,0
4,,,43 w. 65th st.,958,,,451 washington st.  near watts st.,0
305,ritz-carlton restaurant and dining room,415/296-7465,,1007,,,central park west,0
46,smith & wollensky,212/753-1530,,2196,lillie langtry's,702/385-7111,,0
243,,,67 n. raymond ave.,1760,,,1022 madison ave.  near 79th st.,0
108,,,239 w. broadway  between walker and white sts.,235,,,126 clement st.,0
74,hollywood,,,173,,,106 bayard st.,0
10,cafe claude,415/392-3505,,1561,cafe claude,415-392-3505,,1
188,,,41 14th st.,1820,,,161 sutter st.,0
184,,,3115 pico blvd.,1611,,,1065 1st ave.  at 58th st.,0
176,,,2290 peachtree rd.  peachtree square shopping center,2037,,,1931 peachtree rd.,0
125,nikolai's roof,404/221-6362,,1171,,,holiday inn/crowne plaza at ravinia  dunwoody,0
7,,,2 harrison st.  near hudson st.,1108,nicky blair's,702-792-9900,,0
167,alain rondelli,415/387-0408,,1099,,,228 8th ave.  between 21st and 22nd sts.,0
273,les celebrites,212/484-5113,,1471,ocean avenue,310/394-5669,,0
180,,,14016 ventura blvd.,449,,,500 e. 30th st.,0
136,,,2355 peachtree rd.  peachtree battle shopping center,969,nava,404-240-1984,,0
34,hotel bel-air,310/472-1211,,1474,bone's restaurant,404-237-2663,,0
215,heera of india,404/876-4408,,2219,dix et sept,212/645-8023,,0
104,tavern on the green,212/873-3200,,747,,,1870 fillmore st.,0
322,daniel,212/288-0033,,2058,kelly's on trinity,415-362-4454,,0
116,,,701 stone canyon rd.,661,hudson river club,212/786-1500,,0
2,fenix,213/848-6677,,1802,,,2469 cobb pkwy.,0
172,beverly hills,,,2174,,,26025 pacific coast hwy.,0
152,,,1 water st. at the east river,908,,,200 e. 54th st.,0
49,dawat,212/355-7555,,1807,monsoon (ny),212-580-8686,,0
102,bel air,,,247,,,6301 roswell rd.  sandy springs plaza  sandy springs,0
291,virgil's,212/ 921-9494,,874,cafe botanica,212/484-5120,,0
210,,,240 central park s,2182,,,9500 wilshire blvd.,0
284,aquavit,212/307-7311,,2166,aquavit,212-307-7311,,1
210,,,240 central park s,317,hot dogs,,,0
155,,,201 w. 83rd st.,1839,,,3345 kimber dr.,0
32,rex il ristorante,213/627-2300,,294,stingray,212/501-7515,,0
243,,,67 n. raymond ave.,1049,,,6 w. 24th st.,0
81,jo jo,212/223-5656,,165,sylvia's,212-996-0660,,0
167,alain rondelli,415/387-0408,,694,alain rondelli,415-387-0408,,1
132,cafe des artistes,212/877-3500,,935,,,1087 green st.,0
14,chin's,702/733-8899,,226,,,105 hudson st.,0
202,,,9001 santa monica blvd.,1020,,,7313 melrose ave.,0
66,,,22 hawthorne st.,562,ambassador grill,212/702-5014,,0
116,,,701 stone canyon rd.,1985,,,18 e. broadway at catherine st.,0
279,indigo coastal grill,404/876-0676,,1732,,,82 e. 3rd st.  between 1st and 2nd aves.,0
209,,,9560 dayton way,1975,,,303 peachtree st. ne,0
162,,,545 post st.,76,,,86 w. third st.,0
187,patina,213/467-1108,,468,,,331 w. fourth st.,0
181,,,100 e. 63rd st.,115,,,1611 post st.,0
273,les celebrites,212/484-5113,,1714,cassis,404/365-8100,,0
212,l'orangerie,310/652-9770,,837,,,3115 pico blvd.,0
74,hollywood,,,156,nobu,212-219-0500,,0
311,,,252 california st.,677,parkway grill,818-795-1001,,0
57,,,12224 ventura blvd.,1674,,,25 cleveland pl.  near spring st.,0
248,,,126 clement st.,495,,,435 s. la cienega blvd.,0
247,arnie morton's of chicago,310/246-1501,,284,french (classic),,,0
232,gotham bar & grill,212/620-4020,,1509,,,1248 clairmont rd.,0
126,,,201 e. 49th st.,435,,,2257 chestnut st.,0
42,las vegas,,,685,georgia grille,404-352-3517,,0
44,studio city,,,171,,,market and new montgomery sts.,0
86,,,30 rockefeller plaza,53,marquet patisserie,212/229-9313,,0
73,campton place,415/955-5555,,2004,pink's famous chili dogs,213-931-4223,,0
196,carmine's,212/362-2200,,1814,,,2 e. 61st st.,0
108,,,239 w. broadway  between walker and white sts.,1896,,,161 steuart st.,0
119,manhattan ocean club,212/ 371-7777,,696,tapika,212/ 397-3737,,0
284,aquavit,212/307-7311,,1829,,,633 3rd ave. at 40th st.,0
171,uncle nick's,212/315-1726,,2006,red tulip,212/734-4893,,0
34,hotel bel-air,310/472-1211,,1601,,,10516 w. pico blvd.,0
86,,,30 rockefeller plaza,1383,matthew's,212/838-4343,,0
81,jo jo,212/223-5656,,942,marnie's noodle shop,212-741-3214,,0
46,smith & wollensky,212/753-1530,,767,,,950 8th ave. at 56th st.,0
1,la grotta,404/231-1368,,2117,taste of new orleans,404/874-5535,,0
49,dawat,212/355-7555,,742,,,227 e. 67th st.,0
280,citrus,213/857-0034,,59,la salsa (la),310-456-6299,,0
224,aqua,415/956-9662,,232,aqua,415-956-9662,,1
65,granita,310/456-0488,,268,,,122 e. 27th st.  between lexington and park aves.,0
4,,,43 w. 65th st.,904,chanterelle,212-966-6960,,0
82,,,3rd st.,346,,,149 e. 57th st.,0
122,the palm,310/550-8811,,573,l'orangerie,310-652-9770,,0
71,cafe lalo,212/496-6031,,695,,,57 w. 48th st.,0
123,,,b peachtree rd.,1329,gilliland's,310/392-3901,,0
179,bone's,404/237-2663,,215,indian,,,0
30,,,13 w. 54th st.,788,,,33 w. 55th st.,0
71,cafe lalo,212/496-6031,,2157,wu kong,415/957-9300,,0
194,second avenue deli,212/677-0606,,781,bistro garden,310/550-3900,,0
99,,,402 w. 44th st.,406,,,2970 cobb pkwy.,0
95,park avenue cafe,212/644-1900,,1870,,,1655 mclendon ave.,0
322,daniel,212/288-0033,,2037,,,1931 peachtree rd.,0
119,manhattan ocean club,212/ 371-7777,,781,bistro garden,310/550-3900,,0
131,,,210 e. 58th st.,1746,,,500 post st.,0
302,,,2709 main st.,1482,swingers,213/653-5858,,0
98,valentino,310/829-4313,,449,,,500 e. 30th st.,0
6,rainbow room,212/632-5000,,1616,sushi nozawa,818-508-7017,,0
99,,,402 w. 44th st.,1977,,,1652 stockton st.,0
105,,,1529 piedmont ave.,1564,yama,212-475-0969,,0
215,heera of india,404/876-4408,,491,,,500 jackson st.,0
191,,,2316 polk st.,1001,uncle nick's,212-245-7992,,0
184,,,3115 pico blvd.,2070,,,10509 w. pico blvd.,0
119,manhattan ocean club,212/ 371-7777,,1141,,,24 e. 81st st.,0
53,,,12969 ventura blvd.,1679,rubin's red hots,818-905-6515,,0
53,,,12969 ventura blvd.,1535,pamir,212/644-9258,,0
220,,,3000 w. paradise rd.,2050,zab-e-lee,404-768-2705,,0
205,second street grille,702/385-3232,,1511,,,3131 webster st.,0
157,hedgerose heights inn,404/233-7673,,435,,,2257 chestnut st.,0
291,virgil's,212/ 921-9494,,910,annie's thai castle,404/264-9546,,0
198,,,3125 piedmont rd.  near peachtree rd.,931,,,192 peachtree center ave.  at international blvd.,0
238,brasserie le coze,404/266-1440,,861,gladstone's,310/454-3474,,0
330,,,435 s. la cienega blv.,2116,,,870 n. highland ave.,0
8,aureole,212/ 319-1660,,440,,,2420 broadway at 89th st.,0
56,abruzzi,404/261-8186,,1820,,,161 sutter st.,0
165,,,160 e. 64th st.,408,,,3400 las vegas blvd. s,0
274,,,156 2nd ave. at 10th st.,1606,le jardin,212/343-9599,,0
222,,,33 w. 55th st.,1251,,,160 e. 64th st.,0
176,,,2290 peachtree rd.  peachtree square shopping center,1515,gallagher's,212/245-5336,,0
85,,,8358 sunset blvd. west,815,southwestern,,,0
191,,,2316 polk st.,2112,,,4100 cahuenga blvd.,0
263,chanterelle,212/966-6960,,1527,or 212/941-0772 american,,,0
190,pano's and paul's,404/261-3662,,1494,,,501 geary st.,0
130,san domenico,212/265-5959,,614,moustache,718-852-5555,,0
7,,,2 harrison st.  near hudson st.,136,,,40  buckhead crossing mall on the sidney marcus blvd.,0
254,seryna,212/980-9393,,1438,bistro 45,818-795-2478,,0
46,smith & wollensky,212/753-1530,,1754,docks,212/ 986-8080,,0
232,gotham bar & grill,212/620-4020,,1889,tra di noi,310/456-0169,,0
271,,,1232 w. paces ferry rd.,205,mario's bohemian cigar store cafe,415-776-8226,,0
206,,,255 courtland st.  at harris st.,1516,,,45 s. mentor ave.,0
89,,,34 e. 61st st.,1663,internet cafe,212/ 614-0747,,0
11,los angeles,,,1465,,,68 e. 56th st.,0
75,,,2245 e. flamingo rd.,1805,viva mercado's,702/871-8826,,0
1,la grotta,404/231-1368,,701,,,200-250 vesey st. world financial center,0
181,,,100 e. 63rd st.,742,,,227 e. 67th st.,0
313,,,21 e. 16th st.,834,yujean kang's,818-585-0855,,0
122,the palm,310/550-8811,,1125,home,212/243-9579,,0
312,,,648 bush st.,1635,lulu restaurant-bis-cafe,415-495-5775,,0
81,jo jo,212/223-5656,,1586,bertolini's,702/735-4663,,0
229,union square cafe,212/243-4020,,1737,tu lan,415-626-0927,,0
168,sherman oaks,,,1847,,,1020 n. san vicente blvd.,0
95,park avenue cafe,212/644-1900,,1623,,,643 park ave. at 66th st.,0
74,hollywood,,,2056,,,1805 haight st.,0
164,yujean kang's gourmet chinese cuisine,818/585-0855,,556,,,3835 cross creek rd.,0
95,park avenue cafe,212/644-1900,,1112,cafe bianco,212/988-2655,,0
64,mary mac's tea room,404/876-1800,,1591,,,228 w. 52nd st.,0
286,boulevard,415/543-6084,,1919,falafel king,310-208-4444,,0
105,,,1529 piedmont ave.,330,,,151 w. 54th st.  in the rihga royal hotel,0
154,restaurant katsu,213/665-1891,,360,,,601 hayes st.,0
154,restaurant katsu,213/665-1891,,924,dynasty room,310/208-8765,,0
39,,,1737 post st.,2226,,,101 spear st.,0
310,art's delicatessen,818/762-1221,,827,vivande ristorante,415/673-9245,,0
62,,,181 peachtree st.,1200,,,288 noe st.,0
219,picholine,212/724-8585,,2096,,,400 w. 119th st.  between amsterdam and morningside aves.,0
161,petrossian,212/245-2214,,920,,,1100 peachtree st.,0
155,,,201 w. 83rd st.,25,,,150 wooster st.  between houston and prince sts.,0
23,ciboulette,404/874-7600,,534,,,1811 piedmont ave.  near cheshire bridge rd.,0
288,,,200 e. fremont st.,2086,ritz-carlton restaurant,404-659-0400,,0
158,campanile,213/938-1447,,1474,bone's restaurant,404-237-2663,,0
78,,,2 e. 55th st.,2058,kelly's on trinity,415-362-4454,,0
194,second avenue deli,212/677-0606,,476,,,308 w. sahara ave.,0
29,montrachet,212/ 219-2777,,614,moustache,718-852-5555,,0
330,,,435 s. la cienega blv.,273,slanted door,415-861-8032,,0
157,hedgerose heights inn,404/233-7673,,1716,,,10250 santa monica blvd.,0
232,gotham bar & grill,212/620-4020,,1739,,,361 w. 46th st.,0
295,,,903 n. la cienega blvd.,340,la reserve,212/247-2993,,0
57,,,12224 ventura blvd.,1207,,,3108 16th st.,0
159,,,340 stockton st.,2110,,,2450 broadway,0
184,,,3115 pico blvd.,800,,,2880 las vegas blvd. s,0
44,studio city,,,1137,,,22nd street grill 25 22nd,0
295,,,903 n. la cienega blvd.,2104,carnegie deli,212-757-2245,,0
310,art's delicatessen,818/762-1221,,1485,,,800 greenwich st.,0
15,,,160 central park s,1634,two two two,212/799-0400,,0
127,grill on the alley,310/276-0615,,445,cassell's,213-480-8668,,0
217,,,804 northpoint,1582,,,3226 mission st.,0
320,,,3393 peachtree rd.  lenox square mall  near neiman marcus,957,greens,415/771-6222,,0
2,fenix,213/848-6677,,406,,,2970 cobb pkwy.,0
265,khan toke thai house,415/668-6654,,104,el teddy's,212/941-7070,,0
240,,,182 w. 58th st.,2001,,,8474 w. third st.,0
178,brooklyn,,,263,halcyon,212/468-8888,,0
