tableA_id,tableA_title,tableA_authors,tableA_venue,tableA_year,tableB_id,tableB_title,tableB_authors,tableB_venue,tableB_year,label
2049,Rainbow: Multi-XQuery Optimization Using Materialized XML Views,"Brian Murphy, Elke A. Rundensteiner, Bradford Pielech, Maged El-Sayed, Mukesh Mulchandani, Luping Ding, Katica Dimitrova, Ling Wang, Xin Zhang",SIGMOD Conference,2003,22526,Standards in Social Studies: Curriculum Concerns.,"LM Handley, S Adler","Social Studies and the Young Learner,",1994.0,0
391,A Framework for Providing Consistent and Recoverable Agent-Based Access to Heterogeneous in Mobile Databases,"Bharat K. Bhargava, Evaggelia Pitoura",SIGMOD Record,1995,13083,A New Gravity Anomaly Separation Approach: Differential Markov Random Field (DMRF),"ON Ucan, B Sen, AM Albora, A ??zmen","Electronic Geosciences,",,0
2124,Maintenance of Implication Integrity Constraints Under Updates to Constraints,"Naci Ishakbeyoglu, Z. Meral ?zsoyoglu",VLDB J.,1998,1452,Maintenance of implication integrity constraints under updates to constraints,"NS Ishakbeyoglu, ZM Ozsoyoglu","The VLDB Journal The International Journal on Very Large  &hellip;,",1998.0,1
2008,A Scalable and Highly Available Networked Database Architecture,"Angelo Pruscino, Rafiul Ahad, Roger Bamford",VLDB,1999,8921,Higher Education Communication and Information Systems Policy,DL Eisler,"New Directions for Higher Education,",2001.0,0
1034,Adaptive Data Broadcast in Hybrid Networks,"Konstantinos Stathatos, John S. Baras, Nick Roussopoulos",VLDB,1997,51865,Social class and mental illness,"AB Hollingshead, FC Redlich",1958,,0
547,Tavant System Architecture for Sell-side Channel Management,"Subbu N. Subramanian, Srinivasa Narayanan",VLDB,2001,7106,Neuronal discrimination capacity,"J Feng, P Williams",2002,,0
811,The A-tree: An Index Structure for High-Dimensional Spaces Using Relative Approximation,"Masatoshi Yoshikawa, Shunsuke Uemura, Yasushi Sakurai, Haruhiko Kojima",VLDB,2000,16408,Using Technology to Enhance Students' Skills,"A Deden, VK Carter","NEW DIRECTIONS FOR HIGHER EDUCATION,",1996.0,0
2392,SELF-SERV: A Platform for Rapid Composition of Web Services in a Peer-to-Peer Environment,"Eileen Oi-Yan Mak, Quan Z. Sheng, Boualem Benatallah, Marlon Dumas",VLDB,2002,31548,Conscious and Unconscious Retrieval in Picture Recognition: A Framework for Exploring Gender,"LJ Anooshian, PS Seibert","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1996.0,0
318,Approximate Computation of Multidimensional Aggregates of Sparse Data Using Wavelets,"Min Wang, Jeffrey Scott Vitter",SIGMOD Conference,1999,58916,Problems of basic and applied research in database systems,"WT Hardgrave, EH Sibley","ACM SIGMOD Record,",1976.0,0
482,Groupwise Processing of Relational Queries,"Kenneth A. Ross, Damianos Chatziantoniou",VLDB,1997,25735,Optimal allocation of a divisible good to strategic buyers. 2004,"S Sanghavi, B Hajek",,,0
1905,Infosphere Project: System Support for Information Flow Applications,"Calton Pu, Jonathan Walpole, Karsten Schwan",SIGMOD Record,2001,34618,Combined measurement of silicon microbeams by grating interferometry and digital holography,"W J??ptner, M Kujawinska, W Osten, L Salbut, S","Proc. SPIE,",1998.0,0
1427,Estimating the Selectivity of XML Path Expressions for Internet Scale Applications,"Ashraf Aboulnaga, Jeffrey F. Naughton, Alaa R. Alameldeen",VLDB,2001,55179,"Estimating the selectivity of XML path expressions for internet scale applications, in ???VLDB 2001","A Aboulnaga, AR Alameldeen, JF Naughton","Proceedings of 27th International Conference on Very Large  &hellip;,",,1
347,A Database Index to Large Biological Sequences,"Robert W. Irving, Ela Hunt, Malcolm P. Atkinson",VLDB,2001,31358,and MODSIM II: a brief introduction,"EC Russell, II SIMSCRIPT","Proceedings of the 23rd conference on Winter simulation,",,0
64,Expiring Data in a Warehouse,"Wilburt Labio, Jun Yang, Hector Garcia-Molina",VLDB,1998,27408,GoDiS and the Dialogue Move Engine Toolkit,"P Bohlin, S Larsson",,,0
2310,The History of Histograms (abridged),Yannis E. Ioannidis,VLDB,2003,2043,Dynamic Iternset counting and impficalion rules for market basket data,"S Brin, R Motwani, JD Ullman, S Tsur","ACM SIGMOD International Conference On the Management of  &hellip;,",,0
1575,Are the Terms Version and Variant Orthogonal to One Another? A Critical Assessment of the STEP Standardization,Hartmut Wedekind,SIGMOD Record,1994,44666,Techniques for database recovery in distributed environments.,"SH Son, KM Choe","Information and Software Technology,",1988.0,0
1775,On the Academic Interview Circuit: An End-to-End Discussion,Ugur ?etintemel,SIGMOD Record,2001,43609,On the Academic Interview Circuit: An End-to-End Discussion,U Cetintemel,"SIGMOD Record,",2001.0,1
1392,The MYRIAD Federated Database Prototype,"K. Mediratta, Ee-Peng Lim, J. Stenoien, S. Musukula, Jaideep Srivastava, H.-R. Yang, D. Clements, M. Ganesh, San-Yih Hwang",SIGMOD Conference,1994,7473,Integrity Constraints Checking In Deductive Databases,vldb.org,"VLDB,",1991.0,0
1089,Locating Data Sources in Large Distributed Systems,"David J. DeWitt, Leonidas Galanis, Shawn R. Jeffery, Yuan Wang",VLDB,2003,23484,Examination of Fission Frag m ent Tracks with an Electron Microscope,"ECH Silk, RS Barnes",1959,,0
209,Semantic integrity support in SQL: 1999 and commercial (object-)relational database management systems,"Michael Gertz, Can T?rker",VLDB J.,2001,14047,Modular Specification of Hybrid Systems in CHARON,"R Alur, R Grosu, Y Hur, V Kumar, I Lee","LECTURE NOTES IN COMPUTER SCIENCE,",2000.0,0
71,The ORES Temporal Database Management System,"Babis Theodoulidis, George Karvelis, Jayant Chaudhary, Aziz Ait-Braham, Simon Sou, George Andrianopoulos",SIGMOD Conference,1994,37696,Once daily versus multiple daily dosing with intravenous aminoglycosides for cystic fibrosis (,"K Tan, H Bunn","Cochrane Database Syst Rev,",,0
1539,Focused Crawling Using Context Graphs,"Frans Coetzee, Steve Lawrence, Michelangelo Diligenti, Marco Gori, C. Lee Giles",VLDB,2000,53159,Focused Crawling Using Context Graphs,"M Diligenti, F Coetzee, S Lawrence, CL Giles, M","VLDB,",2000.0,1
1908,WATCHMAN : A Data Warehouse Intelligent Cache Manager,"Peter Scheuermann, Radek Vingralek, Junho Shim",VLDB,1996,142,A Data warehouse Intelligent Cache Manager [C],P Schenermann??¦,"Proc Of the 22nd VLDB Conf,",,1
935,Ensuring Consistency in Multidatabases by Preserving Two-Level Serializability,Sharad Mehrotra,ACM Trans. Database Syst.,1998,34518,Selective enumeration based heuristic for rule allocation,"MK Mohania, NL Sarda","Information and Software Technology,",1994.0,0
618,Continuous Nearest Neighbor Search,"Dimitris Papadias, Yufei Tao, Qiongmao Shen",VLDB,2002,21714,"Weak scattering in random media, with applications to remote probing","RW Lee, JC Harp","Proc. IEEE,",,0
713,The Araneus Web-Base Management System,"Giansalvatore Mecca, Paolo Merialdo, Alessandro Masci, Paolo Atzeni, Giuseppe Sindoni",SIGMOD Conference,1998,58101,"P/arming Natural-Language Utterances to Satisfy Multiple Goals,(Ph. D. thesis)",DE Appelt,1982,,0
2318,The Asilomar Report on Database Research,"Gerald Held, Hector Garcia-Molina, Michael Lesk, Jim Gray, Philip A. Bernstein, David Maier, H. V. Jagadish, Michael Stonebraker, Stefano Ceri, Joseph M. Hellerstein, David J. DeWitt, Jeffrey D. Ullman, Michael L. Brodie, Jeffrey F. Naughton, Michael J. Franklin, Hamid Pirahesh",SIGMOD Record,1998,6558,The Asilomar Report on Database Research,"P Bernstein, M Brodie, S Ceri, D DeWitt, MJ","SIGMOD Record,",1998.0,1
2214,Two Techniques for On-Line Index Modification in Shared Nothing Parallel Databases,"Shamkant B. Navathe, Kiran J. Achyutuni, Edward Omiecinski",SIGMOD Conference,1996,51431,THE EVALUATION OF COMPREHENSIVE COMMUNITY SERVICES,TL Simonson,2000,,0
1619,Tutorial: Data Access,"Anand Deshpande, Jos? A. Blakeley",SIGMOD Conference,2000,2810,Data access (tutorial session),"JA Blakeley, A Deshpande","ACM SIGMOD Record,",2000.0,1
1405,Highly Concurrent Cache Consistency for Indices in Client-Server Database Systems,"Michael J. Carey, Markos Zaharioudakis",SIGMOD Conference,1997,27136,Multi-Agent Dependence by Dependence Graphs,"R Conte, J Sichman",Procs. of,,0
1042,Joining Ranked Inputs in Practice,"Walid G. Aref, Ihab F. Ilyas, Ahmed K. Elmagarmid",VLDB,2002,55878,Vascular endothelial growth factor and interleukin-6 in paracrine tumor-stromal cell interactions in,"B Dankbar, T Padro, R Leo, B Feldmann, M Kropff,","BLOOD-NEW YORK-,",2000.0,0
1562,Hot Block Clustering for Disk Arrays with Dynamic Striping,"Kazuhiko Mogi, Masaru Kitsuregawa",VLDB,1995,20638,Dynamic Configuration of Resource-Aware Services,V Polandian??¦,"Proc. 26th Int. Conf. on Software Engineering (ICSE???04),  &hellip;,",,0
1227,Indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,"Xiaoyang Sean Wang, Changzhou Wang",VLDB J.,2001,4331,Balanced allocations: the heavily loaded case,"P Berenbrink, A Czumaj, A Steger, B Vocking",,,0
1756,Observations on the ODMG-93 Proposal,Won Kim,SIGMOD Record,1994,52726,The effect of multiple parasitoid species on the gall-forming midge Rhopalomya californica,CJ Briggs,1993,,0
2059,User-cognizant multidimensional analysis,Sunita Sarawagi,VLDB J.,2001,41864,"K., Ottmann, Th., Wood, D.: Dense multiway trees",II Culik,"ACM Trans. Database Syst,",,0
653,Spatial queries in dynamic environments,"Yufei Tao, Dimitris Papadias",ACM Trans. Database Syst.,2003,44142,Changes in adrenal and testicular activity monitored by salivary sampling in males throughout,"NJ Cook, GF Read, RF Walker, B Harris, D Riad-","European Journal of Applied Physiology,",1986.0,0
1670,"Preference SQL - Design, Implementation, Experiences","Gerhard K?stler, Werner Kie?ling",VLDB,2002,3411,A Temporal Framework for Database Specifications,"JMV Castilho, MA Casanova, AL Furtado","VLDB,",,0
887,DISIMA: A Distributed and Interoperable Image Database System,"Vincent Oria, Benjamin Bin Yao, Shu Lin, Paul Iglinski, M. Tamer ?zsu",SIGMOD Conference,2000,47278,An evaluation of financial globalization under fund-manager capitalism: the case of the UK unit,CC Williams,"Area,",2001.0,0
2465,TIP: A Temporal Extension to Informix,"Huacheng C. Ying, Jennifer Widom, Jun Yang",SIGMOD Conference,2000,12661,UbiNet: The Ubiquitous Internet Will Be Wireless,T Lewis,,,0
1077,Integrating a Structured-Text Retrieval System with an Object-Oriented Database System,"Jurgen Annevelink, Tak W. Yan",VLDB,1994,15915,MultivaluedDependencieswithNullValuesinRelationalDatabases,E Lien,"Proc. 5th Int. Conf. Very Large Data Bases,",,0
2353,Efficiently Mining Long Patterns from Databases,Roberto J. Bayardo Jr.,SIGMOD Conference,1998,26072,Ideologically Structured Action: An Enlarged Agenda for Social Movement Research,MN Zald,"MOBILIZATION-SAN DIEGO-,",2000.0,0
2480,The OASIS Multidatabase Prototype,"John Murphy, Mark Roantree, Wilhelm Hasselbring",SIGMOD Record,1999,24416,"EFI Working Paper No17, Joensuu Finland",FPT Flows,,,0
709,Toward Learning Based Web Query Processing,"Yanlei Diao, Hongjun Lu, Zengping Tian, Songting Chen",VLDB,2000,34836,ATPG for Ultra-Large Structured Designs,"JA Waicukauski, PA Shupe, DJ Giramma, A Matin","Proc. Int. Test Conf,",1990.0,0
162,Metadata for Digital Media: Introduction to the Special Issue,"Amit P. Sheth, Wolfgang Klas",SIGMOD Record,1994,38374,Using unknowns to prevent discovery of association rules,"Y Saygin, VS Verykios, C Clifton","ACM SIGMOD Record,",2001.0,0
654,Learning Response Time for WebSources Using Query Feedback and Application in Query Optimization,"Jean-Robert Gruser, Vladimir Zadorozhny, Louiqa Raschid, Tao Zhan",VLDB J.,2000,20304,Incremental Computation of Time-Varying Query Expressions,"L Baekgaard, L Mark",,,0
131,Query Optimization by Predicate Move-Around,"Inderpal Singh Mumick, Alon Y. Levy, Yehoshua Sagiv",VLDB,1994,33553,Parallel Algorithms for Execution of Relations Database Operations,"D Bitten, H Boral, D DeWitt, WK Wilkinson","ACM Trans. Database Systems,",,0
2054,Improving Data Access of J2EE Applications by Exploiting Asynchronous Messaging and Caching Services,"Samuel Kounev, Alejandro P. Buchmann",VLDB,2002,16875,Capturing and Querying Multiple Aspects of Semistructured Data,"CE Dyreson, MH Bohlen, CS Jensen","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1999.0,0
894,Monitoring Streams - A New Class of Data Management Applications,"Mitch Cherniack, Stanley B. Zdonik, Nesime Tatbul, Ugur ?etintemel, Greg Seidman, Michael Stonebraker, Christian Convey, Donald Carney, Sangdon Lee",VLDB,2002,17068,A note on the Portevin--Le Chatelier effect,AH Cottrell,"Phil. Mag,",,0
2473,A Research Status Report on Adaptation for Mobile Data Access,"Brian Noble, Mahadev Satyanarayanan",SIGMOD Record,1995,44903,DISEASE RATE MAPPING VIA CLUSTER MODELS,RE Gangnon,1998,,0
691,"Advanced Data Processing in KRISYS: Modeling Concepts, Implementation Techniques, and Client/Server Issues","Nelson Mendon?a Mattos, Joachim Thomas, Theo H?rder, Stefan De?loch, Bernhard Mitschang",VLDB J.,1998,56085,Lectures at Winter School on Binaries in Astrophysics',EPJ Van den Heuvel,"Tata Institute of Fundamental Research, Bombay, India,",,0
1164,Issues in Network Management in the Next Millennium,"Michael L. Brodie, Surajit Chaudhuri",VLDB,1999,15893,Issues in Network Management in the Next Millennium,"ML Brodie, S Chaudhuri","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1999.0,1
480,Reusing Invariants: A New Strategy for Correlated Queries,"Jun Rao, Kenneth A. Ross",SIGMOD Conference,1998,35990,A New Strategy for Correlated Queries,"J Rao, KA Ross",Proceedings of the ACM SIGMOD,,1
964,Ontology-based Support for Digital Government,"Ahmed K. Elmagarmid, Athman Bouguettaya, Mourad Ouzzani, Brahim Medjahed",VLDB,2001,3428,Ontology-based Support for Digital Government,"A Bouguettaya, AK Elmagarmid, B Medjahed, M","Proceedings of the 27th International Conference on Very  &hellip;,",2001.0,1
1703,The Database Group at National Technical University of Athens (NTUA),"Timos K. Sellis, Yannis Vassiliou",SIGMOD Record,1995,24434,"PRIMA-A DBMS Prototype Supporting Engineering Applications, PM Stocker, W. Kent","T H?¤rder, K Meyer-Wegener, B Mitschang, A Sikeler","Proc. 13th VLDB Conf., Brighton, UK, Morgan Kaufmann  &hellip;,",,0
857,A Case-Based Approach to Information Integration,"Maurizio Panti, Alberto Giretti, Luca Spalazzi",VLDB,2000,23220,New TPC Benchmarks for Decision Support and Web Commerce,"M Poess, C Floyd","ACM SIGMOD Record,",2000.0,0
881,Design and Management of Data Warehouses: Report on the DMDW'99 Workshop,"Martin Staudt, Yannis Vassiliou, Manfred A. Jeusfeld, Stella Gatziu",SIGMOD Record,1999,25027,R-trees: a dynamical index structure for spatial searching,A Guttman,"Proc. of ACM SIGMOD Int???l Conference,",,0
2102,Dal?: A High Performance Main Memory Storage Manager,"S. Sudarshan, H. V. Jagadish, Rajeev Rastogi, Abraham Silberschatz, Daniel F. Lieuwen",VLDB,1994,3849,"The Motivation to Teach: Meanings, Messages, and Morals",JL Bess,"New Directions for teaching and Learning.&quot; Motivating  &hellip;,",,0
2070,Mixed Mode XML Query Processing,"Stratis Viglas, Josef Burger, Leonidas Galanis, Jeffrey F. Naughton, Alan Halverson, Rajasekar Krishnamurthy, David J. DeWitt, Feng Tian, Ameet Kini, Yuan Wang, Ajith Nagaraja Rao",VLDB,2003,48721,Mixed Mode XML Query Processing,"A Halverson, J Burger, L Galanis, A Kini, R","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2003.0,1
353,Procedures in Object-Oriented Query Languages,"Kazimierz Subieta, Jacek Leszczylowski, Yahiko Kambayashi",VLDB,1995,16786,Forecasting Pacific herring (Clupea harengus pallasi) recruitment from spawner abundance and,"JF Schweigert, DJ Noakes","Proc. Int. Herring Symposium, Oct,",,0
1218,Parallelism and its Price: A Case Study of NonStop SQL/MP,"Susanne Englert, Ray Glasstone, Waqar Hasan",SIGMOD Record,1995,19721,An elliptic system modelling the propagation of a multidimensional flame,"H Berestycki, B Larrouturou, PL Lions, JM",Unpublished,,0
2200,OminiSearch: A Method for Searching Dynamic Content on the Web,"Henrique Paques, Ling Liu, David Buttler, Calton Pu",SIGMOD Conference,2001,40885,OminiSearch: A method for searching dynamic content on the Web,"D Buttler, L Liu, C Pu, H Paques, W Han, W Tang","SIGMOD Conference,",2001.0,1
716,Enhanced Hypertext Categorization Using Hyperlinks,"Byron Dom, Piotr Indyk, Soumen Chakrabarti",SIGMOD Conference,1998,56405,Where Is Computing Headed?,TG Lewis,,,0
388,Effective Memory Use in a Media Server,"Edward Y. Chang, Hector Garcia-Molina",VLDB,1997,6123,The importance of phase in signals,"AV Oppenheim, JS Lim","IEEE Proceedings,",1981.0,0
1808,A Flexible and Recoverable Client/Server Database Event Notification System,"Chun Xu, Eric N. Hanson, Roxana Dastur, I.-Cheng Chen, Vijay Ramaswamy, Wendy Tan, Kurt Engel",VLDB J.,1998,23070,Detection of Human Immunodeficiency Virus Type 1 (HIV-1) Antibody by Western Blotting and HIV-1 DNA,"JB JACKSON, JS PARSONS, LS NICHOLS, N KNOBLE, S",,,0
1864,From Nested-Loop to Join Queries in OODB,"Peter M. G. Apers, Hennie J. Steenhagen, Henk M. Blanken, Rolf A. de By",VLDB,1994,12508,Evolution of the Frameworks Quagmire,SA Sheard,,,0
184,COUGAR: the network is the database,"Wai Fu Fung, David Sun, Johannes Gehrke",SIGMOD Conference,2002,19421,"Programming the Microsoft Windows Driver Model, 2?? Edi?§?£o",W Oney,2003,,0
2233,Semantic Assumptions and Query Evaluation in Temporal Databases,"Sushil Jajodia, Xiaoyang Sean Wang, Elisa Bertino, Claudio Bettini",SIGMOD Conference,1995,1192,Generation of neo-tendon using synthetic polymers seeded with tenocytes,"Y Cao, JP Vacanti, X Ma, KT Paige","TRANSPLANTATION PROCEEDINGS,",1994.0,0
