tableA_id,tableA_https://www.scads.de/movieBenchmark/ontology/title,tableA_https://www.scads.de/movieBenchmark/ontology/name,tableA_http://dbpedia.org/ontology/episodeNumber,tableA_http://dbpedia.org/ontology/seasonNumber,tableA_http://dbpedia.org/ontology/deathYear,tableA_http://dbpedia.org/ontology/birthYear,tableA_https://www.scads.de/movieBenchmark/ontology/endYear,tableA_https://www.scads.de/movieBenchmark/ontology/startYear,tableA_https://www.scads.de/movieBenchmark/ontology/genre_list,tableA_https://www.scads.de/movieBenchmark/ontology/primaryProfessions,tableA_https://www.scads.de/movieBenchmark/ontology/runtimeMinutes,tableB_id,tableB_https://www.scads.de/movieBenchmark/ontology/title,tableB_https://www.scads.de/movieBenchmark/ontology/name,tableB_http://dbpedia.org/ontology/abstract,tableB_http://dbpedia.org/ontology/episodeNumber,tableB_http://dbpedia.org/ontology/seasonNumber,tableB_http://dbpedia.org/ontology/numberOfSeasons,tableB_http://dbpedia.org/ontology/numberOfEpisodes,tableB_http://dbpedia.org/ontology/birthDate,tableB_http://dbpedia.org/ontology/releaseDate,tableB_https://www.scads.de/movieBenchmark/ontology/last_air_date,tableB_https://www.scads.de/movieBenchmark/ontology/release_year,tableB_http://dbpedia.org/ontology/runtime,tableB_https://www.scads.de/movieBenchmark/ontology/genre_list,tableB_https://www.scads.de/movieBenchmark/ontology/origin_country,label
2097,,Gemma Harvey,,,,,,,,"actress,writer,producer",,4203,Queen Nefertiti,,,18.0,4.0,,,,1957-01-06,,1957-01-01,,,,0
36,,Margie Liszt,,,1992-01-01,1909-01-01,,,,actress,,3899,Episode 1,,,1.0,1.0,,,,2007-10-12,,2007-01-01,,,,0
925,Dizzy Heights Hotel,,,,,,1992-01-01,1990-01-01,Comedy,,,1093,Dizzy Heights,,"'Dizzy Heights was a BBC television series about a disastrous partnership of two managers trying to run a seaside hotel. The show was about Mr Heap and Mr Wall's many adventures and regularly featured a Spitting Image style family of puppets called the Gristles who lived, and caused chaos in, the hotel. The show ran for three years, from 1990 to 1993 and was shown on BBC1 as part of Children's BBC.The Gristle family appeared in a series of their own called The House Of Gristle in 1994.",,,4.0,27.0,,1990-02-15,1993-04-01,1990-01-01,25,,GB,1
2621,,Helli Servi,,,1990-01-01,1923-01-01,,,,actress,,1381,,Elbey Rzaguliyev,,,,,,,,,,,,,0
5019,,Frances Hyland,,,2004-01-01,1927-01-01,,,,actress,,5846,Blast from the Past,,,2.0,1.0,,,,,,,,,,0
4155,Folge 3,,3.0,1.0,,,,1972-01-01,"Comedy,War",,,3806,,George Bruns,,,,,,,,,,,,,0
2567,,Russ Bender,,,1969-01-01,1910-01-01,,,,"actor,writer,soundtrack",,4612,THE H-U-S-- HUSTLE,,"Maya and Jimmy get pulled into a school fundraiser where Maya makes a new friend and Jimmy discovers the benefits of being tall. Ray, tired of being the responsible sibling, explores his reckless side with JJ and Dylan; and Kenneth tries to win over a crowd with his DJ skills.",12.0,2.0,,,,2018-01-10,,2018-01-01,,,,0
1111,,Raymond Bagatsing,,,,,,,,"actor,soundtrack",,976,,Else Reval,,,,,,,,,,,,,0
3965,,Scott Brady,,,1985-01-01,1924-01-01,,,,"actor,soundtrack",,1256,,Michael Sinterniklaas,,,,,,,,,,,,,0
3201,Strictly Personal,,28.0,6.0,,,,1959-01-01,Drama,,30.0,2684,Strictly Personal,,,28.0,6.0,,,,1959-04-19,,1959-01-01,,,,1
3853,,Reis Fernando,,,,,,,,actor,,3189,Conditional Surrender,,,10.0,8.0,,,,1960-11-20,,1960-01-01,,,,0
535,,Alex Babic,,,,,,,,actor,,4205,,Y?ji Yamada,,,,,,,,,,,,,0
1110,,Mariya Zvereva,,,,,,,,writer,,3368,,Joe Ely,,,,,,,,,,,,,0
843,Daughter of Illusion,,10.0,2.0,,,,1960-01-01,Adventure,,60.0,3628,Daughter of Illusion,,,10.0,2.0,,,,1960-12-12,,1960-01-01,,,,1
1655,Hill of Ghosts,,30.0,2.0,,,,1961-01-01,Adventure,,60.0,3965,Hill of Ghosts,,,30.0,2.0,,,,1961-05-15,,1961-01-01,,,,1
3331,,Lowell S. Hawley,,,2003-01-01,1908-01-01,,,,"writer,miscellaneous,music_department",,4245,,Vernon L. Walker,,,,,,,,,,,,,0
2679,,Earl Robie,,,2010-01-01,1946-01-01,,,,actor,,1100,The Penthouse,,,11.0,7.0,,,,1959-12-06,,1959-01-01,,,,0
4808,The Complaint,,3.0,1.0,,,,2005-01-01,Comedy,,,5062,,Aladdin Ullah,,,,,,,,,,,,,0
2798,,Sam Ross,,,1998-01-01,1911-01-01,,,,writer,,3052,The Wild Unknown,,"The tragic Greek myth of Actaeon, the Celtic Otherworld, the Kraken and the woods of Brothers Grimm.",2.0,1.0,,,,2017-12-23,,2017-01-01,,,,0
825,,Leora Dana,,,1983-01-01,1923-01-01,,,,actress,,2837,,Ollie Green,,,,,,,,,,,,,0
3060,The Secret,,22.0,3.0,,,,1956-01-01,Drama,,30.0,4895,The Secret,,,22.0,3.0,,,,1956-01-29,,1956-01-01,,,,1
2789,The Unknown,,,,,,,1927-01-01,"Drama,Horror,Romance",,63.0,2646,[49] Koimonogatari [1] Hitagi End - Part 1,,"On January 1st, Hitagi Senjyogahara makes a phone call to Deishu Kaiki, her supposed archnemesis. It was a tough decision made on her part, in order to save herself and Koyomi Araragi from their “death sentence.”",18.0,3.0,,,,2013-11-24,,2013-01-01,,,,0
3237,Woodlot,,23.0,8.0,,,,1961-01-01,Drama,,30.0,2378,,Yuka Iguchi,,,,,,,,,,,,,0
3727,Rummage Sale,,28.0,4.0,,,,1957-01-01,Drama,,30.0,5904,,Osnir Beloli,,,,,,,,,,,,,0
3900,,Bibiane Zeller,,,,1928-01-01,,,,actress,,1898,,Constance Zimmer,,,,,,,,,,,,,0
1295,,Alan Heap,,,,,,,,"actor,writer",,3223,Comfort Kitchen,,"Jacques has gone foraging for mushrooms since childhood, but in Mushroom Velout? with Almonds, Instant Beef Tenderloin Stew, and Mushroom and Raisin Chutney he uses older, store-bought, white button mushrooms with great results. He also creates a starter of Red Beets in Sour Cream and a finish of Apple, Pecan, and Apricot Crumble in no time.",9.0,1.0,,,,,,,,,,0
826,,Hugh Fraser,,,,1945-01-01,,,,actor,,3719,,Fernando Rey,,,,,,,,,,,,,0
2354,,Don Dickinson,,,,1947-01-01,,,,"actor,writer",,5471,,Regal Entertainment,,,,,,,,,,,,PH,0
5071,,Michael David,,,1999-01-01,1930-01-01,,,,actor,,4300,Careers in Science,,"The Venture family must travel to space to repair an orbiting space station that Dr. Venture's father built in the 1970s, but a mysterious space phantom could be haunting the station! Things get even more intense as Brock's presence adds heat to an already tense romantic relationship between the station's two officers.",2.0,1.0,,,,2004-08-14,,2004-01-01,,,,0
3267,,Trish Soodik,,,2009-01-01,1947-01-01,,,,"producer,writer,actress",,1988,,Jun Fukuyama,,,,,,,,,,,,,0
4705,Zen and the Art of Murder,,17.0,7.0,,,,1999-01-01,"Crime,Drama,Mystery",,,1209,Thank You for Your Service,,"Larry commits a faux pas with Sammi’s fianc?, and tries to start over with his mail carrier and golf club security guard.",5.0,9.0,,,,2017-10-29,,2017-01-01,,,,0
28,,H? Xuy?n,,,,,,,,actress,,328,The City That Bleeds (1),,"Bolander, Munch, Howard and Felton all meet to serve a warrant, but Bolander, Howard and Felton are shot in an ambush. Pembleton becomes the primary in the investigation and is partnered with a detective who specializes in the psychology of their prime suspect: a pedophile. Stan's ex-partner Mitch Drummond offers his help. Kay's father and Beau's wife and the kids come to the hospital. A clerical error is discovered to be the cause of why the detectives went to the door marked 201, instead of 210.",12.0,3.0,,,,1995-01-27,,1995-01-01,,,,0
3873,,Evan Elliott,,,,,,,,actor,,2769,,John La Valley,,,,,,,,,,,,,0
1737,The Raffle,,1.0,1.0,,,,1960-01-01,"Adventure,Drama,Family",,30.0,5530,The Raffle,,,1.0,1.0,,,,1960-09-18,,1960-01-01,,,,1
770,,Michael Baseleon,,,1986-01-01,1925-01-01,,,,actor,,1020,Chapter 5,,A feud starts between Francis and Marty Spinella. Russo goes into depression about the job losses at the shipyards.,5.0,1.0,,,,2013-02-01,,2013-01-01,,,,0
235,Zashchitnik Sedov,,,,,,,1988-01-01,"Drama,Short",,42.0,6053,Defence Counsel Sedov,,"Late one evening in Moscow in 1937, Defence Counsel Sedov hears a knock at the door. Three women whose agronomist husbands have been sentenced to death for alleged sabotage beg him to take on the seemingly hopeless task of saving them. Sedov embarks upon a succession of encounters with increasingly powerful officials, gradually persuading them to look at the case anew. But the highest authorities are not so easily outmanoeuvered, and Sedov becomes canonised as a Stalinist zealot, with the film building inexorably to its chilling triple climax.",,,,,,1988-01-02,,1988-01-01,,Drama,,1
2972,,Werner Preuss,,,,,,,,"editor,production_manager,producer",,341,?????????,,,27.0,1.0,,,,,,,,,,0
1468,,Ted Stanhope,,,1977-01-01,1902-01-01,,,,actor,,5933,,Nick Allder,,,,,,,,,,,,,0
2627,,Mark Middis,,,,,,,,"editor,writer,editorial_department",,4616,,Renee Montemayor,,,,,,,,,,,,,0
4205,,Ira Goldman,,,,,,,,"actor,producer",,4201,,Gummuluri Sastry,,,,,,,,,,,,,0
3543,Officer Krupke,,8.0,7.0,,,,2009-01-01,Comedy,,29.0,3653,No Return,,,6.0,1.0,,,,1957-10-31,,1957-01-01,,,,0
1223,,Whitney Ransick,,,,,,,,"director,producer,writer",,2504,,Whitney Ransick,,,,,,,,,,,,,1
2876,,Rebecca Hall,,,,1982-01-01,,,,"actress,director,writer",,434,,Anthony Eden,,,,,,,,,,,,,0
4853,,Wolfgang Randel,,,,,,,,"cinematographer,writer,camera_department",,4794,T-TR– TRAINING D-A– DAY,,"Jimmy takes JJ camping to give him “the talk,” Maya trains a ragtag group of new aides, and sparks fly between Dylan and Ray’s bully.",4.0,2.0,,,,2017-10-18,,2017-01-01,,,,0
767,,Rachel McAdams,,,,1978-01-01,,,,"actress,soundtrack",,1298,,Hideaki Shimada,,,,,,,,,,,,,0
4762,,Robert L. Camina,,,,,,,,"producer,miscellaneous,director",,6044,The Enemy Unknown,,,8.0,1.0,,,,1957-11-14,,1957-01-01,,,,0
3017,,Robert Bice,,,1968-01-01,1914-01-01,,,,"actor,miscellaneous,writer",,1812,,Jimmy McGovern,,,,,,,,,,,,,0
1142,Please Believe Me,,18.0,3.0,,,,1962-01-01,Adventure,,60.0,2782,Please Believe Me,,,18.0,3.0,,,,1962-02-04,,1962-01-01,,,,1
1367,,James Baker,,,,,,,,,,2252,,Simon Schwarz,,,,,,,,,,,,,0
2563,,Peggy Ashcroft,,,1991-01-01,1907-01-01,,,,actress,,1231,,Michael Jaffe,,,,,,,,,,,,,0
1007,,Gabriel Curtiz,,,1985-01-01,1903-01-01,,,,actor,,208,Episode 6,,,6.0,1.0,,,,2016-12-10,,2016-01-01,,,,0
2683,If You Have Ghosts,,5.0,3.0,,,,2019-01-01,"Crime,Drama,Mystery",,59.0,2091,,Dzhahon Saidmuradov,,,,,,,,,,,,,0
2349,,Stanley Baker,,,1976-01-01,1928-01-01,,,,"actor,producer",,5137,,Charles H. Joffe,,,,,,,,,,,,,0
533,,Paul Guimard,,,2004-01-01,1921-01-01,,,,writer,,3230,,Young-sook Lee,,,,,,,,,,,,,0
2266,,Anna Campeau,,,,,,,,"producer,miscellaneous,actress",,2457,,Scott Nicholas Amendolare,,,,,,,,,,,,,0
343,,Mark Chapman,,,,1955-01-01,,,,actor,,5672,,Kazuhiko Kat?,,,,,,,,,,,,,0
4287,,Will Kuluva,,,1990-01-01,1917-01-01,,,,actor,,1478,The Revenge Society,,"'The Guild of Calamitous Intent comes under attack by an insane Phantom Limb, who now goes by the name ''Revenge''. Meanwhile, Hank and Sergeant Hatred must protect the compound from the Guild's agents. We also learn something very interesting about Dean's birthright.",5.0,4.0,,,,2009-11-15,,2009-01-01,,,,0
1884,Errand of Mercy,,32.0,2.0,,,,1961-01-01,Adventure,,60.0,5113,,Keith St. Aubin,,,,,,,,,,,,,0
459,,Danielle Cormack,,,,1970-01-01,,,,"actress,costume_designer,producer",,3619,[67] [EP4] Sodachi Riddle - Part Two,,"Having rediscovered the room on the second floor of the ruined house, Koyomi tells Ougi of the events that happened there five years earlier.",3.0,4.0,,,,2015-10-18,,2015-01-01,,,,0
2587,True Detective,,,,,,,2014-01-01,"Crime,Drama,Mystery",,55.0,5514,True Detective,,"An American anthology police detective series utilizing multiple timelines in which investigations seem to unearth personal and professional secrets of those involved, both within or outside the law.",,,3.0,24.0,,2014-01-12,2019-02-24,2014-01-01,60,Drama,US,1
2509,Map of the Heart,,19.0,4.0,,,,1996-01-01,"Crime,Drama,Mystery",,,603,Map of the Heart,,"'A prominent attorney is murdered and the murderer presents himself to Pembleton and Bayliss with a videotape that implicates him. Brodie works on increasing his self-image. Kellerman is determined to find out who's the ''''lunch bandit.'''' The NSA steps in on Pembleton's murder investigation and provides him with a guilty party, even though they know he didn't do it. Bayliss' disgust with the interference doesn't sit well with Gaffney who wants to charge him with insubordination.",19.0,4.0,,,,1996-04-26,,1996-01-01,,,,1
4902,,Richard Travis,,,1989-01-01,1913-01-01,,,,"actor,soundtrack",,4921,Episode 11,,"Jandi starts a part time job as a model on the cover of textbook, only to find out that she’s been deceived. In the dangerous moment, a mysterious man comes to the rescue of Jandi, and soon vanishes. The man turns out to be Jeha, a freshman at Shinhwa High School. Jandi and her purported fan, Jeha become friends. Unhappy with Jandi, who spends all her time working at her part-time job, Junpyo finally explodes at seeing Jandi on the magazine cover with model Haje. And Jandi finds the second “Red Card” in her locker.",11.0,1.0,,,,2009-02-09,,2009-01-01,,,,0
3460,,Claudia Riegel,,,,,,,,,,2305,Gackt Live Tour 2000 MARS ~Visitor from the Sky: La r?miniscence~,,"Gackt Live Tour 2000 MARS ~Visitor from the Sky: La r?miniscence~ was the first live tour of Gackt, and it was released on VHS on October 4, 2000, and DVD on November 11, 2000.  The video recording of the final concert was filmed on June 1, 2000 at the Yokohama Arena.",,,,,,2000-10-04,,2000-01-01,84,Music,,0
419,Little League,,4.0,4.0,,,,1956-01-01,Drama,,30.0,10,,The Weinstein Company,,,,,,,,,,,,US,0
3565,,Bridge Waldrop,,,,,,,,,,1288,,Joseph Farnham,,,,,,,,,,,,,0
1041,,Elizabeth Harrower,,,2003-01-01,1918-01-01,,,,"writer,actress",,4409,,Janty Yates,,,,,,,,,,,,,0
3562,,Joe Berlinger,,,,1961-01-01,,,,"producer,director,camera_department",,1148,.357 Magnum,,"After losing to a widow in a high stakes casino game, Fujiko has to take on her reuqest. She wants the gun of the man who killed her husband, so Fujiko finds herself going after the infamous gunman Daisuke Jigen.",2.0,1.0,,,,2012-04-12,,2012-01-01,,,,0
1639,,Hugh O'Brian,,,2016-01-01,1925-01-01,,,,"actor,soundtrack,miscellaneous",,5429,H-E-R– HERO,,"In order to get on the good side of their insurance agent to get everything JJ needs, the DiMeos have Dylan make a tough sacrifice at her track meet. Meanwhile, Ray wants to use his brother for inspiration while writing for an essay contest at school, but JJ rejects his plan. But when another student lies using the same plan, Ray and JJ team together to outdo the other student.",12.0,1.0,,,,2017-01-11,,2017-01-01,,,,0
2777,,Y?ji Yamada,,,,1931-01-01,,,,"writer,director,assistant_director",,282,,Ra?l Prieto,,,,,,,,,,,,,0
1205,"Oh, My Aching Heart",,33.0,1.0,,,,1954-01-01,Drama,,30.0,3971,"Oh, My Aching Heart",,,33.0,1.0,,,,1954-05-09,,1954-01-01,,,,1
1884,Errand of Mercy,,32.0,2.0,,,,1961-01-01,Adventure,,60.0,5105,Episode 12,,,12.0,2.0,,,,2015-06-24,,2015-01-01,,,,0
2472,,Neill Fearnley,,,,,,,,"director,producer,actor",,1364,,Yoon Ji-ryeon,,,,,,,,,,,,,0
1274,,Joy Kecken,,,,,,,,"miscellaneous,writer,producer",,1315,Journey To Croc Country,,"Mike journeys down the Adelaide River to capture one of Australia's most deadly creatures: the crocodile. Then, after wrestling the wild crocs into the boat, he helps a scientist pump their stomachs and study their vomit.",3.0,9.0,,,,2012-09-05,,2012-01-01,,,,0
3160,,Cameron Mitchell,,,1994-01-01,1918-01-01,,,,"actor,soundtrack,director",,2320,,Mary Roberts Rinehart,,,,,,,,,,,,,0
1087,Showdown at Cremation Creek: Part 2,,13.0,2.0,,,,2006-01-01,"Action,Adventure,Animation",,22.0,4430,Chapter 7,,"Frank helps Peter get ready for his governor race, but Peter is starting to have second thoughts. Doug tries to help a young hooker in trouble.",7.0,1.0,,,,2013-02-01,,2013-01-01,,,,0
3812,,John R. Pepper,,,,1958-01-01,,,,"assistant_director,actor,director",,5459,The Last of the Watermen,,"After uncovering the fact that an elderly woman's tongue was cut out, Kay decides it is time to take a vacation. She returns home and while she is there she looks into the murder of an environmentalist. The suspects include her brother, an ex-beau and their co-worker. Pembleton reluctantly becomes Felton's partner and they finish investigating the murder of the elderly woman. Munch is against having a television put in their bar.",7.0,3.0,,,,1994-12-09,,1994-01-01,,,,0
2598,Extreme Archaeology,,,,,,,2004-01-01,Documentary,,50.0,6020,Extreme Archaeology,,"'A new Channel 4 series takes archaeology to the edge this summer as a team of experts tackles sites across the country that are beyond the reach of normal investigations. In Extreme Archaeology, an eight-part series starting on 20 June, a team of archaeologists with help from top climbers, cavers and divers investigates amazing and unique archaeological sites throughout the UK.Many archaeological locations are beyond the reach of your average archaeologist. They are found in inaccessible caves, on treacherous cliffs, deep under water, or in locations simply too remote or dangerous for normal investigation. Their remoteness often means that their secrets are unique, but they can also be under threat from erosion or other factors and this adds a rescue element to any investigation.Using some of the most advanced scientific equipment available, and high-tech miniature cameras and communication systems to record the action, Extreme Archaeology's experts are dropped into extreme and inaccessible environments under time and other pressures that test their personal and professional skills to the limit.",,,1.0,8.0,,2004-06-20,2004-08-08,2004-01-01,45,Documentary,GB,1
45,,Collin O'Neal,,,,,,,,"actor,director,producer",,2168,,Collin O'Neal,,,,,,,,,,,,,1
3223,,Coulter Irwin,,,1998-01-01,1918-01-01,,,,actor,,158,Soo Locks Technician,,Mike goes to Michigan to join up with the 12 maintenance crew.,4.0,6.0,,,,2010-01-26,,2010-01-01,,,,0
2082,,Pearl Richman,,,,,,,,actor,,169,[52] Koimonogatari [4] Hitagi End - Part 4,,"Kaiki heads to North Shirahebi Shrine daily in order to deceive Nadeko the snake god but finds himself being followed on his way home. Furthermore, he gets a mysterious threat telling him to “pull out of this case.”",21.0,3.0,,,,2013-12-15,,2013-01-01,,,,0
6,,Wallace Bosco,,,1973-01-01,1880-01-01,,,,"actor,writer,producer",,2044,,Nerys Hughes,,,,,,,,,,,,,0
4987,,Matt Reeves,,,,1966-01-01,,,,"producer,writer,director",,1340,,Matt Reeves,,,,,,,,,,,,,1
4955,,Ilya Rutberg,,,2014-01-01,1932-01-01,,,,actor,,2129,,Ilya Rutberg,,,,,,,,,,,,,1
1504,,Iwan Rheon,,,,1985-01-01,,,,actor,,1553,Chapter 47,,"Formidable as ever, both Underwoods have their eyes on the big picture as they manipulate a potential running mate and push the gun bill.",8.0,4.0,,,,2016-03-04,,2016-01-01,,,,0
460,,Ralph Moody,,,1971-01-01,1886-01-01,,,,actor,,793,The Predator: Leonard John Fraser.,,"Serial killer Leonard Fraser was suspected of killing at least five women over a 17 year period but took the complete truth about his life of crime to his grave. Fraser was convicted of the murders of three people, including a 9 year old girl and the manslaughter of another woman.",9.0,2.0,,,,2007-10-30,,2007-01-01,,,,0
849,,Annie Fargue,,,2011-01-01,1934-01-01,,,,"actress,producer",,320,,Frank Lanning,,,,,,,,,,,,,0
133,,John Allegra,,,,,,,,actor,,5377,Isaac Newton,,"'He was a scientist who thought he could turn lead into gold. He wasan obsessive with a secret Swiss boyfriend. And, in the world of TheMark Steel Lectures, he likes Alphabetti Spaghetti and theCommunards.The contradictions of this fascinating character, half-scientist,half-magician, take us from Newton’s childhood penchant for arsonto the Houses of Parliament via Old Compton Street, discovering onthe way why God can’t draw circles and what Cliff Richard will bedoing in the year 3150. Mark Steel explores the world and the discoveries of Isaac Newton –surely one of Britain’s finest scientific alchemical gayfraud-busting genius MPs.",2.0,1.0,,,,2003-10-14,,2003-01-01,,,,0
3157,,Robert F. Simon,,,1992-01-01,1908-01-01,,,,actor,,4217,,Walter Newman,,,,,,,,,,,,,0
2627,,Mark Middis,,,,,,,,"editor,writer,editorial_department",,1682,,Kevin Westley,,,,,,,,,,,,,0
2434,,Merritt B. Gerstad,,,1974-01-01,1900-01-01,,,,"cinematographer,camera_department",,396,,Merritt B. Gerstad,,,,,,,,,,,,,1
2541,,Julie London,,,2000-01-01,1926-01-01,,,,"actress,soundtrack",,1229,,Ulli Kinalzik,,,,,,,,,,,,,0
4469,Sharon Sharalike,,1.0,3.0,,,,1999-01-01,"Animation,Comedy,Fantasy",,21.0,2981,Sharon Sharalike,,"Selfish Shauna, unwlling to share even her most neglected toys with he younger sister Katie, spitefully hides Sharon Sharalike, the new doll that they've just recieved.  But Shauna learns a lesson when she hears Sharon crying in the dead of night and comes to disover that the doll has mysteriously come to life.",1.0,3.0,,,,1999-09-09,,1999-01-01,,,,1
340,Chapter 11,,11.0,1.0,,,,2013-01-01,Drama,,55.0,5159,,Ravi Chitturi,,,,,,,,,,,,,0
4138,,Harriet Frank Jr.,,,2020-01-01,1923-01-01,,,,"writer,producer",,312,,Mikhail Gluzskiy,,,,,,,,,,,,,0
4119,,Joanne Shortt Butler,,,,,,,,,,1872,,Ricky Koole,,,,,,,,,,,,,0
3454,,Carla Romanelli,,,,1949-01-01,,,,actress,,5747,,Istituto Luce,,,,,,,,,,,,IT,0
4634,,Marlene Marcos,,,,,,,,actress,,4599,Katy,,,9.0,3.0,,,,1955-10-23,,1955-01-01,,,,0
4475,,Lory Patrick,,,,1938-01-01,,,,"actress,soundtrack,miscellaneous",,735,,Suranne Jones,,,,,,,,,,,,,0
3183,,Don Beddoe,,,1991-01-01,1903-01-01,,,,actor,,2012,,Kerry Shawcross,,,,,,,,,,,,,0
3262,A Mother's Day Surprise,,3.0,1.0,,,,2018-01-01,,,42.0,853,[74] [EP11] Shinobu Mail - Part Four,,The group relocates to the North Shirahebi Shrine where Izuko Gaen tells them the story behind the location and the effect Shinobu's first minion had on it.,10.0,4.0,,,,2015-12-06,,2015-01-01,,,,0
1962,The Pants Tent,,1.0,1.0,,,,2000-01-01,Comedy,,29.0,3010,Twin Brothers,,"Strange was happing to Ace Cooper has some troubles, from Paparazzo's throw-a-pie-on-Ace's-face to Vega upset Ace Cooper doing unappreticed stuff at the DNA Club. The biggest surprise was when Ace childhood frine Mona was with an other man. When the man reveal his idenity, it was man who looks just like Ace Cooper! The fake Ace threw a poison dart at him and trouble was just getting started. The fake Ace pretended to be the real Ace and started ruining Ace's life. Mona realizes what's going on and knows who's the real Ace. When she founds out that the doctor told Ace is poisoned, Ace gets cured. But now Ace vs. Ace? Will the real Ace stop fake Ace before time runs out?",10.0,1.0,,,,1999-05-01,,1999-01-01,,,,0
