tableA_id,tableA_Song_Name,tableA_Artist_Name,tableA_Album_Name,tableA_Genre,tableA_Price,tableA_CopyRight,tableA_Time,tableA_Released,tableB_id,tableB_Song_Name,tableB_Artist_Name,tableB_Album_Name,tableB_Genre,tableB_Price,tableB_CopyRight,tableB_Time,tableB_Released,label
5068,Love Is Gone ( Fred Rister & Joachim Garraud Radio Edit Remix ),David Guetta & Chris Willis,Pop Life ( Extended Version ) [ Bonus Version ],"Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative",$ 1.29,‰ ãÑ 2007 Gum Records,3:21,18-Sep-07,43323,Love is Just Around the Corner,Hippie Sabotage,Sunny Day Jazz,"Electronica , Dance & Electronic",$ 0.99,( C ) 2014 iHipHop Distribution,1:46,,0
2011,Safe and Sound ( NOW What 's Next Bonus Track ),Capital Cities,Now 45,"Pop , Music",Album Only,"Compilation 2013 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",3:12,5-Feb-13,47983,Gangsta Grillz Education [ Explicit ],"David Banner , DJ Drama",The Hustler 's Guide To The Game - Gangsta Grillz Special Edition [ Explicit ],"Rap & Hip-Hop , Pop Rap",$ 0.99,( c ) 2006 Aphilliates ( BCD Music Group ),2:05,"September 26 , 2006",0
3333,Young Boy Talk,Wiz Khalifa,Deal Or No Deal,"Hip-Hop , Music,Hip-Hop / Rap , Hardcore Rap",$ 1.29,Rostrum Records 2009,3:23,24-Nov-09,17958,He 's In Dallas,Reba McEntire,For My Broken Heart,Country,$ 0.99,( C ) 1991 MCA Records Inc.,3:05,"October 1 , 1991",0
6656,Lego House,Ed Sheeran,2014 GRAMMYå ¨ Nominees,"Pop , Music",Album Only,‰ ãÑ 2014 The Recording Academy . Manufactured and Distributed by Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . All Rights Reserved .,3:05,17-Jan-14,8029,Jailhouse Rock,Elvis Presley,Bossa Nova Baby : The Ultimate Elvis Presley Party Album,Pop,$ 0.99,( C ) 2014 So Bleeped AB Under exclusive license to Universal Music AB,2:26,"May 19 , 2014",0
2256,Rainy Night In Georgia,Chris Young,The Man I Want to Be,"Country , Music , Contemporary Country",$ 0.99,2009 Sony Music Entertainment,4:13,27-Aug-09,36658,Built For This,Becky G,Play It Again,Pop,$ 1.29,"2013 What A Music Ltd , Licence exclusive Parlophone Music France",3:09,"July 16 , 2013",0
2432,O Little Town of Bethlehem,Kenny Chesney,All I Want for Christmas Is a Real Good Tan,"Holiday , Music , Country , Honky Tonk , Contemporary Country , Christmas",$ 0.99,2003 BMG Music,4:18,4-Oct-03,1189,35 mph Town,Toby Keith,35 mph Town,Country,$ 1.29,"( C ) 2015 Show Dog , LLC",3:40,"October 9 , 2015",0
3242,G.U.Y. ( KDrew Remix ),Lady Gaga,G.U.Y. ( Remixes ) - EP,"Pop , Music , Rock",$ 1.29,2014 Interscope Records,4:45,29-Apr-14,21213,Sweet Lil ' Gal ( 23rd/1st ),Ryan Adams,Heartbreaker,"Alternative Rock,Singer-Songwriters , Rock",$ 0.99,2013 Pax Am Records,3:39,"September 5 , 2000",0
3161,Cowboy Casanova ( Karaoke Version ),Carrie Underwood,Cowboy Casanova ( Karaoke Version ) - Single,"Karaoke , Music , Country",$ 0.99,"2009 19 Recordings Limited , under exclusive license to Arista Nashville",3:57,25-Jan-10,14716,Legacy,Crookers,EDM for Cardio [ Explicit ],Dance & Electronic,$ 1.29,2008 Mad Decent,6:26,,0
3933,Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ],Jason Derulo,Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] - Single,"Pop , Music , Dance , R&B / Soul , Contemporary R&B , Rock",$ 1.29,2014 Warner Bros. . Records Inc.,4:07,5-May-14,31894,Movement In Still Life,BT,Movement In Still Life,"Dance & Electronic , Trance , House",$ 1.29,2000 Nettwerk Productions,4:30,"September 28 , 2010",0
4602,You 're Not My God,Keith Urban,Golden Road,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2002 Capitol Records Nashville,8:31,4-Oct-02,50135,Bug a Boo ( H-Town Screwed Mix ),Destiny 's Child,The Writing 's On The Wall,Pop,$ 0.99,2001 Ashmont Records,3:32,"March 1 , 2007",0
6577,22 ( Instrumental With Background Vocals ),Taylor Swift,Taylor Swift Karaoke : Red,"Country , Music , Honky Tonk , Pop , Teen Pop , Contemporary Country , Rock",$ 1.29,"‰ ãÑ 2013 Big Machine Records , LLC .",3:53,5-Feb-13,17230,"Credici ( feat . Namas , Fais ) [ Explicit ]",Elle U,Fiero di me [ Explicit ],Rap & Hip-Hop,$ 0.69,Double King Records,2:37,"December 1 , 2014",0
53,Video Games ( Omid 16B Instrumental Reprise ),Lana Del Rey,Blue Jeans Omid 16B Remixes,"Dance , Music , Rock , Adult Alternative",$ 1.29,2013 Alola Records,2:35,21-Jan-13,25089,Year 3000,Jonas Brothers,It 's About Time,"Pop , Rock",$ 0.99,2014 Jonas Enterprises,3:21,"August 8 , 2006",0
5039,Jailbirds,Cold War Kids,Dear Miss Lonelyhearts,"Alternative , Music , Rock , Adult Alternative , Indie Rock",$ 1.29,"‰ ãÑ 2013 Downtown Music , LLC .",2:43,2-Apr-13,48683,Steppin ' Out ( Kaskade Chill Out Mix Edit ),Kaskade,The Om Remixes,"Electronica , Dance & Electronic , House",$ 0.99,( c ) 2008 Om Records,3:30,"October 7 , 2008",0
5306,Drunk ( Doctor P Remix ),Ed Sheeran,UKF Bass Culture 2,"Dance , Music , Electronic",Album Only,‰ ãÑ 2012 UKF Music,3:46,2-Sep-12,18901,See You Again ( feat . Charlie Puth ),Various artists,Furious 7 : Original Motion Picture Soundtrack [ Explicit ],Soundtracks,$ 1.29,2015 Back Lot Music,3:49,"March 17 , 2015",0
6097,Lucky Ones,Lana Del Rey,Born To Die - The Paradise Edition,"Alternative , Music , Rock , Adult Alternative",$ 1.29,‰ ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,3:45,13-Nov-12,41241,Hopeless Opus,Imagine Dragons,Smoke + Mirrors,Alternative Rock,$ 1.29,( C ) 2014 KIDinaKORNER/Interscope Records,3:58,"February 17 , 2015",0
1932,God Is a DJ ( Electroheadz Remix ),P!NK,God Is a DJ - EP,"Dance , Music , Pop",$ 1.29,"2003 Arista Records , Inc.",7:50,25-Dec-03,27519,Fly From The Inside,Shinedown,Leave A Whisper,Rock,$ 1.29,2015 Mad Decent,3:55,"May 27 , 2003",0
701,Thriller ( Live From Hammersmith Palais ),Fall Out Boy,Infinity On High - Deluxe Bonus - EP,"Alternative , Music , Punk , Rock , Adult Alternative",$ 0.99,2007 The Island Def Jam Music Group,3:32,20-Nov-07,45113,Even Better Than The Real Thing,U2,The Best Of 1990-2000,Rock,$ 1.29,( C ) 2002 Universal International Music B.V.,3:41,"November 11 , 2002",0
2706,Spaceship ( feat . Nikosi & North Maine ),Fetty Wap,Spaceship ( feat . Nikosi & North Maine ) - Single,"R&B / Soul,Music,Hip-Hop / Rap",$ 0.99,2015 Seegold Entertainment,4:25,23-Feb-15,48220,Carta A Un Amigo ( Live ),Don Omar,The Last Don Live,"International , Latin Music , Latin Hip-Hop",$ 1.29,( C ) 2009 VI Music,3:54,"April 28 , 2009",0
693,Thnks Fr Th Mmrs ( Lenny B Long Term Memory ),Fall Out Boy,Thnks Fr Th Mmrs Remix - EP,"Dance , Music , Alternative , Punk , Electronic",$ 1.29,2007 The Island Def Jam Music Group,6:36,17-Jul-07,27035,La La Land Accapella,Joey Negro & Tara McDonald,La La Land,"Electronica , Dance & Electronic , House",$ 0.89,2010 Vendetta Records 2010,4:33,"January 1 , 2010",0
960,Teardrops On My Guitar ( Pop Version ),Taylor Swift,Taylor Swift ( Bonus Track Version ),"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",2:59,24-Oct-06,55553,Number Two,Pernice Brothers,"Yours , Mine And Ours","Alternative Rock , Indie & Lo-Fi",$ 0.89,"( c ) 2003 One Little Indian Records Ltd. . Under license from Ashmont Records , Inc.",5:39,,0
1640,Some Day,Shinedown,Us and Them,"Rock , Music , Metal , Alternative , Hard Rock",$ 1.29,2005 Atlantic Recording Corp. . For the United States and WEA International Inc. for the world outside of the United States .,3:14,4-Oct-05,52751,Coming with You ( Remixed Sound Version ) ( Remixed Sound Version ),Various artists,"Up Hits 2015 : Remix Cover to Olly Murs , Demi Lovato , Madonna , Avicii ... [ Explicit ]","Dance & Electronic , Pop , Dance Pop",$ 0.99,Start records,4:24,"January 20 , 2015",0
1179,Who 's That Chick ? ( feat . Rihanna ) [ Instrumental ],David Guetta,Who 's That Chick ( feat . Rihanna ) - EP,"Rock , Music , Dance , House , Electronic",$ 0.99,2010 Gum Prod licence exclusive Parlophone Music France,3:18,7-Jan-11,42572,Intro [ Explicit ],CMW - Compton 's Most Wanted,Straight Checkn ' Em [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop",$ 0.99,"( C ) 1994 Mercury Records , a Division of UMG Recordings , Inc.",1:03,"July 16 , 1991",0
3559,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ]",Flo Rida,"Turn Around ( 5,4,3,2,1 ) [ Remixes ]","Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:09,19-Apr-11,4121,I Do n't Hurt Anymore,Johnny Cash,American VI : Ai n't No Grave,"Country , Country Rock , Rock",$ 1.29,"( C ) 2010 American Recordings , LLC & The Island Def Jam Music Group",2:45,"February 23 , 2010",0
2567,Mellow Out,Nathaniel Rateliff & The Night Sweats,Nathaniel Rateliff & The Night Sweats,"Rock , Music , R&B / Soul , Roots Rock",$ 1.29,"2015 Bottleneck Music Limited under exclusive license to Concord Music Group , Inc.",3:32,21-Aug-15,1812,The Easy Winners ( Scott Joplin ),Ragtime Music Unlimited,"50 Ragtime Piano Classics ( Best Of Scott Joplin , Joseph Lamb & James Scott )","Jazz , Traditional Jazz & Ragtime",$ 0.99,( c ) 2011 Amathus Music,3:03,"May 3 , 2011",0
365,From Then Until Now ( Continuous Mix ),Crookers,From Then Until Now,"Dance , Music , Electronic",Album Only,2012 Southern Fried Records,1:19:48,29-Oct-12,11264,Reprise,Jon Hopkins,Contact Note,"Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",$ 0.99,2004 Just Music,3:14,"June 20 , 2010",0
1917,Is It Love,P!NK,Ca n't Take Me Home,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Contemporary R&B",$ 0.99,"1999 , 2000 LaFace Records LLC",3:38,5-May-97,29349,All Is Right,The Icicle Works,"Lost Icicles , Volume 1","Pop , Rock",$ 0.99,2009 Fairfield Records,4:36,"May 4 , 2009",0
1246,The Alphabeat,David Guetta,Nothing But the Beat 2.0,"Dance , Music , Electronic , Rock , House",$ 0.99,"2012 What A Music Ltd. , licence exclusive Parlophone Music France",4:29,26-Aug-11,11840,Without Me ( Album Version ) [ Explicit ],Eminem,Curtain Call [ Explicit ] ( Deluxe ),"Gangsta & Hardcore , Rap & Hip-Hop",$ 1.29,( C ) 2005 Aftermath Entertainment/Interscope Records,4:51,"December 6 , 2005",0
1141,Goner,twenty one pilots,Blurryface,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",$ 1.29,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,15-May-15,31159,TiK ToK,THE GHOST OF A SABER TOOTH TIGER,Miley Cyrus and More,Alternative Rock,$ 1.29,2014 Chimera Music,3:19,,0
6171,No Church In the Wild ( feat . Frank Ocean & The-Dream ),JAY Z & Kanye West,The Great Gatsby ( Music from Baz Luhrmann 's Film ) [ Deluxe Edition ],"Soundtrack , Music , Classical , Soundtrack",Album Only,‰ ãÑ 2013 Interscope Records,4:32,7-May-13,44813,The Wonder Of You,Elvis Presley,The 50 Greatest Love Songs,Pop,$ 0.99,2014 SoSerious Music Corp,2:34,"November 12 , 2001",0
567,She,Ed Sheeran,Songs I Wrote With Amy - EP,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",$ 1.29,2010 Paw Print Records under exclusive license to Warner Music UK Limited,4:04,9-Dec-11,1550,Summertime,deadmau5,50 Great Summer Songs,Dance & Electronic,$ 1.29,( C ) 2015 Chrome Dreams,4:29,,0
5211,"YM Salute ( feat . Lil ' Twist , Lil Chuckee , Gudda Gudda , Jae Millz & Nicki Minaj )","Lil Wayne , Lil ' Twist , Lil Chuckee , Gudda Gudda , Jae Millz & Nicki Minaj",I Am Not a Human Being,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , Dirty South",$ 1.29,‰ ãÑ 2010 Cash Money Records Inc.,5:14,15-Nov-10,23928,Nocturnal Transmission,B.T.,Ima,"Dance & Electronic , Trance , Pop , House",$ 0.99,1995 Warner Music UK Ltd,8:36,"March 1 , 1995",0
2364,I Might Get Over You,Kenny Chesney,Everywhere We Go,"Country , Music , Contemporary Country , Urban Cowboy",$ 0.99,1999 BMG Entertainemnt,3:23,26-Feb-99,53031,Unsteady,X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,3:13,"June 30 , 2015",0
4850,Celebrate ( Tommy Trash Remix ),Empire of the Sun & Tommy Trash,"Dance ( RED ) Save Lives , Vol . 2","Dance , Music",Album Only,‰ ãÑ 2013 Priority Records,3:22,25-Nov-13,54443,Rx Queen,Deftones,White Pony ( U.S. Version ),"Hard Rock & Metal , Rock",$ 1.29,2014 Chris Young,4:28,"May 16 , 2000",0
6252,Harvest Time,Luke Bryan,Tailgates & Tanlines,"Country , Music , Contemporary Country",$ 1.29,"‰ ãÑ 2011 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",3:27,5-Aug-11,11021,Come Fly Away ( Original Album Version Instrumental ),Benny Benassi,Come Fly Away ( feat . Channing ),Dance & Electronic,$ 1.29,( C ) 2011 FADER Label,4:57,"July 25 , 2013",0
4193,Starry Eyed ( Live ),Ellie Goulding,iTunes Festival : London 2013 Š -- -- EP,"Pop , Music",$ 1.29,2013 Polydor Ltd. ( UK ),3:43,22-Oct-13,47356,Raceway Trespass,Brian Tyler,The Final Destination ( Original Motion Picture Soundtrack ),Soundtracks,$ 1.29,"( C ) 2009 New Line Productions , Inc.",1:39,"October 24 , 2014",0
168,Rise,Selena Gomez,Revival,"Pop , Music , Rock",Album Only,2015 Interscope Records,3:03,,5626,Jesus Cristo Bom,Banda GerD,"Banda GerD , Vol . 6","Christian , Latin Christian , Christian Contemporary Music , Latin Music , International , Banda",$ 0.89,2015 Musile Records,3:19,"January 1 , 1999",0
3751,We Know,Fifth Harmony,Reflection,"Pop , Music , R&B / Soul , Teen Pop , Dance , Rock",$ 1.29,"2014 , 2015 Simco Ltd. under exclusive license to Epic Records , a division of Sony Music Entertainment",2:57,30-Jan-15,28213,My Winding Wheel ( Live in Malmo ),Ryan Adams,Live After Deaf ( Collection ),"Folk , Rock",$ 0.99,2012 PAXAM RECORDS,3:41,"July 2 , 2012",0
5646,Nabbed,Danny Elfman,Nightmare Before Christmas ( Special Edition ),"Soundtrack , Music",$ 1.29,‰ ãÑ 2006 Walt Disney Records,3:04,24-Oct-06,37453,Shamen,Cinematic Symphonic Orchestra,Pure Music for Video and Film - Rock Music,"New Age , International",$ 0.99,2010 Tobacco Music ( Gema ),1:44,"September 15 , 2010",0
5212,I Do n't Like the Look of It ( feat . Gudda Gudda ),Lil Wayne,I Am Not a Human Being,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , Dirty South",$ 1.29,‰ ãÑ 2010 Cash Money Records Inc.,3:18,15-Nov-10,30982,Por Quien Me Dejas,Fabian Malverde,Mi Pasado Y Mi Presente,"International , Latin Music",$ 0.99,2014 MAYEYO PRODUCTIONS,3:03,,0
3979,Marry Me,Jason Derulo,Talk Dirty,"Pop , Music , Dance , R&B / Soul , Contemporary R&B , Rock",$ 1.29,"2013 , 2014 Warner Bros. . Records Inc.",3:45,15-Apr-14,31716,Our Lips Are Sealed,Hilary Duff,Most Wanted,Pop,$ 1.29,"( C ) 2005 Hollywood Records , Inc.",2:38,"August 16 , 2005",0
2774,Let 's Go All the Way ( feat . Ashley Hamilton & Robbie Williams ),The Wondergirls,Iron Man 3 : Heroes Fall ( Music Inspired By the Motion Picture ),"Soundtrack , Music",$ 1.29,"2013 Hollywood Records , Inc.",4:28,22-Apr-13,5253,Neon Light,Blake Shelton,BRINGING BACK THE SUNSHINE,Country,$ 1.29,2005 Maverick Recording Company,3:41,"September 30 , 2014",0
4907,Just a Dream,Carrie Underwood,Carnival Ride,"Country , Music , Rock , Pop , Contemporary Country",$ 1.29,‰ ãÑ 2007 19 Recordings Limited,4:47,22-Oct-07,2698,Pegasus ( Radio Edit ),Armin van Buuren,A State Of Trance 2015 ( Mixed by Armin van Buuren ),"Electronica , Dance & Electronic , Trance",$ 0.99,Armada Music B.V.,2:44,"March 27 , 2015",0
4113,Twenty Eight,The Weeknd,House of Balloons,"R&B / Soul , Music , Contemporary R&B , Rock",$ 1.29,"2015 The Weeknd XO , Inc.",4:18,17-Feb-15,30067,Iå $ ll Be The Past,Various artists,Luxury lounge 9.0,Dance & Electronic,$ 0.89,( C ) 2012 Luxury House,3:02,"August 17 , 2012",0
2175,The Drugs Not Working,Ryan Adams,Rock N Roll,"Rock , Music , Adult Alternative",$ 1.29,"2014 UMG Recordings , Inc.",5:32,4-Nov-03,53907,My Eyes,Nero,Welcome Reality +,"Electronica , Dance & Electronic , Dubstep",$ 1.29,( C ) 2012 MTA Records LLP under exclusive license to Mercury Records Limited,4:49,"October 22 , 2012",0
2635,Four Leaf Clover,Little Big Town,A Place to Land,"Contemporary Singer/Songwriter , Music , Singer/Songwriter , Country , Rock , Southern Rock , Urban Cowboy , Contemporary Country,Folk-Rock",$ 1.29,"2007 , 2008 Little Big Town , LLC under exclusive license to Capitol Records Nashville",3:22,14-Oct-08,48527,Survival [ Explicit ],Eminem,The Marshall Mathers LP2 ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,( C ) 2013 Aftermath Records,4:32,"November 5 , 2013",0
201,Come & Get It ( Dave Aud ' © Club Remix ),Selena Gomez,Come & Get It Remixes,"Dance , Music , Electronic , Rock",$ 1.29,"2013 Hollywood Records , Inc.",6:11,28-May-13,49933,The Town,Macklemore,The Unplanned Mixtape,"Rap & Hip-Hop , West Coast",$ 0.99,2010 Macklemore,5:36,"January 5 , 2010",0
5637,This Is Halloween,The Citizens of Halloween,Nightmare Before Christmas ( Special Edition ),"Soundtrack , Music",$ 1.29,‰ ãÑ 2006 Walt Disney Records,3:16,24-Oct-06,679,Drinking From the Bottle,Calvin Harris,18 Months [ Explicit ],Dance & Electronic,$ 1.29,( C ) 1995 Mercury Records Limited,4:00,"October 30 , 2012",0
1027,Boiling ( Medlar Remix ),Disclosure,Control,"Electronic , Music , Dance",$ 1.29,2013 Greco-Roman Ltd,5:52,2-Apr-13,46125,Two Feet of Topsoil,Brad Paisley,The Collection,Country,$ 0.99,( C ) 2014 Essential Media Group LLC,2:46,"December 16 , 2014",0
6743,Kiss Land,The Weeknd,Kiss Land,"R&B / Soul , Music , Rock , Contemporary R&B",$ 1.29,"‰ ãÑ 2013 The Weeknd XO , Inc. . Marketed by Universal Republic Records , a Division of UMG Recordings , Inc.",7:35,10-Sep-13,36527,Bang Bang,Various artists,Pitch Perfect 2 - Special Edition ( Original Motion Picture Soundtrack ),Soundtracks,$ 1.29,"( C ) 2015 Universal Music Enterprises , a Division of UMG Recordings , Inc.",3:19,"August 28 , 2015",0
5705,Sugar ( feat . Wynter ),Flo Rida,R.O.O.T.S. ( Deluxe Version ),"Hip-Hop/Rap , Music",$ 1.29,‰ ãÑ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:12,30-Mar-09,8912,Pressure ( Alesso Remix ),Caribou Vibration Ensemble,Caffeine for Your Ears,Dance & Electronic,$ 0.99,Caribou Vibration Ensemble,6:06,,0
1255,The Alphabeat,David Guetta,Nothing But the Beat 2.0,"Dance , Music , Electronic , Rock , House",$ 0.99,"2012 What A Music Ltd. , licence exclusive Parlophone Music France",4:29,26-Aug-11,20531,STD Na Local Ho,"Daya Raj , Khushboo Tiwari",Hai Saman Danger Ha,"India & Pakistan , International , Far East & Asia",$ 0.69,Vhunt Digital Media Private Ltd,5:02,"March 27 , 2015",0
3278,The Edge of Glory ( Live from `` A Very Gaga Thanksgiving '' ),Lady Gaga,A Very Gaga Holiday ( Live ) - EP,"Pop , Music , Dance , Rock , Pop/Rock , R&B / Soul , Holiday",$ 1.29,2011 Interscope Records,4:52,22-Nov-11,54533,For the Love of You,Whitney Houston,Whitney,Pop,$ 0.99,2014 Chris Young,5:31,"April 28 , 1987",0
936,Teardrops On My Guitar ( Pop Version ),Taylor Swift,Taylor Swift ( Bonus Track Version ),"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",2:59,24-Oct-06,23046,I Did n't Know My Own Strength ( Peter Rauhofer Radio Edit ),Whitney Houston,I Did n't Know My Own Strength Remixes,Pop,$ 1.29,2002 Defected Records Ltd,3:04,"November 6 , 2009",0
23,This Is What Makes Us Girls,Lana Del Rey,Born To Die,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,4:00,6-Aug-13,51050,Sing You Sinners ( From '' Honey '' ),Tony Bennett,Tony Bennett At Carnegie Hall - The Complete Concert,Pop,$ 0.69,2010 - Southern Fried Records,2:01,"October 14 , 1997",0
5218,Yeah Yeah You Would ( feat . Grace Jones ),Diddy - Dirty Money & Grace Jones,Last Train to Paris,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",$ 1.29,‰ ãÑ 2010 Bad Boy/Interscope Records,3:42,14-Dec-10,27276,No Sensitive Man,Haley Bonar,Last War,Rock,$ 0.99,( c ) 2014 Graveface Records LLC,2:22,"May 20 , 2014",0
