tableA_id,tableA_title,tableA_name,tableA_episodeNumber,tableA_seasonNumber,tableA_deathYear,tableA_birthYear,tableA_endYear,tableA_startYear,tableA_genre_list,tableA_primaryProfessions,tableA_runtimeMinutes,tableB_id,tableB_title,tableB_name,tableB_abstract,tableB_episodeNumber,tableB_seasonNumber,tableB_releaseDate,tableB_job,label
3440,,Mark Pellington,,,,1962-01-01,,,,"producer,director,miscellaneous",,6793,Fallen Heroes (2),,"The search for Georgia Rae and the war against her organization begin. Stivers, uncomfortable with the whole situation tells Gee about the Luther Mahoney shooting. Ballard and Gharty begin to deal with their recovery. A lead on Georgia Rae's whereabouts is uncovered. During the assault on the building, Georgia Rae's body is found and Bayliss takes a bullet that would have hit Pembleton. Gee asks Pembleton to get to heart of the Luther Mahoney shooting that started it all. Pembleton and Falsone start with Lewis and then they move onto Kellerman. The truth about the shooting comes out and Kellerman claims sole responsibility, Pembleton asks him for his badge. To protect Stivers and Lewis from prosecution, Kellerman resigns. Feeling remorse for the hesitation that caused Bayliss to take a bullet for him and with Gee's plans to cover-up the truth about the Luther Mahoney shooting, Pembleton decides it is time to resign.",23.0,6.0,1998-05-08,,0
3544,,Al Breneman,,,,1940-01-01,,,,actor,,7216,The Goodbye,,"Young Jin leaves Hiroshi saying goodbye, however, when he goes after her as she leaves the house, Won Bong shoots him in the arm. When he goes to the hospital to get treated, Hiroshi finds out that Dr. Ishida had told Matsuura and Fukuda about the poison he found in the bottle. Meanwhile, Won Bong, Nam Ok, and Majar scout out the Jongno Police Station, and Hiroshi asks to see Matsuura.",34.0,1.0,2019-06-29,,0
2784,,Philip Hersh,,,,,,,,"actor,miscellaneous,sound_department",,1811,,Arnold Belgard,,,,,writers,0
41,The Shark Affair,,2.0,1.0,,,,1962-01-01,Adventure,,,1903,,Chris Eigeman,,,,,guestStars,0
3011,,BarBara Luna,,,,1937-01-01,,,,"actress,producer,soundtrack",,7437,And the Rockets Dead Glare,,"A Chinese political refugee is murdered. Bolander and Munch investigate a murder of a man whose body is found in the park. Lewis and Crosetti go to the Chinese Embassy in Washington while looking into the murder of the Chinese political refugee. After they leave, a U.S. government official tells them to back off. Gee is looking for Pembleton because Pembleton may be up for a promotion. Howard nearly botches her testimony against the drug dealer. Pembleton is up for a promotion that he may not want.",7.0,1.0,1993-03-17,,0
3938,,Andy Simon,,,,,,,,,,7591,,Martyn Friend,,,,,director,0
1058,,Albert Carrier,,,2002-01-01,1919-01-01,,,,actor,,3262,,Bryan Gordon,,,,,directors,0
2898,The Hot Towel,,4.0,7.0,,,,2009-01-01,Comedy,,29.0,3531,The Hot Towel,,"Larry makes an enemy of Christian Slater at Ted and Mary's anniversary party, but gets his payback while at a restaurant with an old flame. Meanwhile, Larry's doctor gives him his personal number and soon regrets it.",4.0,7.0,2009-10-11,,1
2613,,Marcel Hillaire,,,1988-01-01,1908-01-01,,,,actor,,3627,,Marcel Hillaire,,,,,actor,1
1031,Jeopardy,,21.0,2.0,,,,1962-01-01,"Adventure,Drama,Family",,30.0,873,,David Attenborough,,,,,actor,0
3071,The Two-Sided Triangle,,36.0,1.0,,,,1962-01-01,Adventure,,30.0,2910,"Towards the Present, 1934-1984",,"Energy and alienation in Dylan Thomas, Robert Lowell, Philip Larkin, and Ted Hughes. Featured performers: Julian Glover, Anthony Hopkins, and Stacy Keach.",16.0,1.0,1984-12-09,,0
1404,House of Cards,,,,,,2018-01-01,2013-01-01,Drama,,51.0,5809,,Neal Moran,,,,,guestStars,0
1450,,Hy Hazell,,,1970-01-01,1919-01-01,,,,"actress,soundtrack",,1277,,Jorge Zamacona,,,,,director,0
855,,Joan Chambers,,,,,,,,actress,,3404,Adam San,,,29.0,2.0,1961-05-08,,0
3143,,Eric Luke,,,,,,,,"writer,director,visual_effects",,5941,,Councilmen 2 8 9,,,,,guestStars,0
4356,The Trial of Adam Troy,,11.0,3.0,,,,1961-01-01,Adventure,,60.0,2282,,Abhi Trivedi,,,,,guestStars,0
646,,Claudette Colbert,,,1996-01-01,1903-01-01,,,,"actress,soundtrack",,4300,Bot Seeks Bot,,"Brock goes undercover to rescue a volunteer undercover operative helping the OSI track down the Council of 13, and ends up in a night club... of doom!",7.0,5.0,2013-07-14,,0
1466,,Virginia Field,,,1992-01-01,1917-01-01,,,,"actress,soundtrack",,2069,,Moses Gunn,,,,,guestStars,0
1261,,Mila Kopp,,,1973-01-01,1904-01-01,,,,actress,,1090,,Boris McGiver,,,,,actor,0
4588,Dead End,,13.0,3.0,,,,1995-01-01,"Crime,Drama,Mystery",,,1921,,Alik Sakharov,,,,,director,0
4997,Beachhead,,34.0,2.0,,,,1961-01-01,Adventure,,60.0,5185,,Joey Hiott,,,,,guestStars,0
784,,Mitsutoshi Kubota,,,,,,,,"producer,miscellaneous,animation_department",,4610,Chapter 23,,"With a military stand-off overseas and potential violence at home, Francis wants to finish off Tusk for good. Claire and Jackie Sharp collide.",10.0,2.0,2014-02-14,,0
3701,Valentine's Day,,16.0,5.0,,,,1997-01-01,"Crime,Drama,Mystery",,,7662,"Cold Blood, Warm Hearts",,"'The Vaultkeeper and the Old Witch meet at the beach and swap stories. In ''Cold Blood, Warm Heart,'' the Old Witch tells the tales of two lakes that are haunted by monsters.",2.0,2.0,1994-09-17,,0
393,Survival,,15.0,1.0,,,,1958-01-01,Adventure,,30.0,5721,,Nancy G. Robinette,,,,,guestStars,0
255,The Velvet Trap,,16.0,3.0,,,,1962-01-01,Adventure,,48.0,3404,Adam San,,,29.0,2.0,1961-05-08,,0
2118,The Amazon,,23.0,1.0,,,,1960-01-01,Adventure,,,5766,,Mike Bonanno,,,,,writers,0
1858,,Horst Hennicke,,,,,,,,"production_designer,director,art_director",,1869,,Tom Cherones,,,,,director,0
3914,,Harald Zusanek,,,1989-01-01,1922-01-01,,,,"writer,director,actor",,5703,,Michael Whalley,,,,,guestStars,0
1208,,Megan Follows,,,,1968-01-01,,,,"actress,director,soundtrack",,966,Tinderbox,,"Hiroshi dies on the operating table. With his death, Madam Yu passes on the letter he had written to Fukuda with earnest words imploring him to protect Young Jin. Meanwhile, Daiki puts a tail on Majar that leads Matsuura right to the Heroic Corps.",35.0,1.0,2019-07-06,,0
3078,Oscar Zia g?star,,7.0,3.0,,,,2019-01-01,Comedy,,,4188,The Best Tests: Part 2,,,3.0,0.0,2019-05-03,,0
431,Lines of Fire,,20.0,7.0,,,,1999-01-01,"Crime,Drama,Mystery",,,1258,Rumpole and the Reform of Joby Jonson,,"Rumpole defends a teenager charged with stealing from old people. Curiously, Rumpole's own apartment is promptly broken into and documents are stolen. Erskine-Brown is in the running again to 'take silk' (become a Queen's Counsel) but the word around the Inns of Court is that he does not have enough 'bottom' and will not make the grade. Phyllida launches a campaign in support of Claude, but can she pull it off?",4.0,7.0,1992-11-19,,0
603,,Earl Numkina,,,,,,,,actor,,5699,,,,4.0,1.0,1980-05-13,,0
2766,,David Simon,,,,1960-01-01,,,,"writer,producer,miscellaneous",,4415,,Justin Louis,,,,,guestStars,0
1217,,Bernie Gozier,,,1979-01-01,1917-01-01,,,,"actor,stunts,soundtrack",,4896,,Murray Rubin,,,,,guestStars,0
1213,,Ga?l Faye,,,,1982-01-01,,,,"actor,writer,music_department",,577,,Michael Sinterniklaas,,,,,guestStars,0
1610,,Edwin Hodgeman,,,,1935-01-01,,,,actor,,1091,,Tamika Katon-Donega,,,,,guestStars,0
3490,,Albert Finney,,,2019-01-01,1936-01-01,,,,"actor,producer,soundtrack",,2182,,Mikko Salasuo,,,,,guestStars,0
1735,The Smoking Jacket,,6.0,5.0,,,,2005-01-01,Comedy,,30.0,3831,,Steve Buscemi,,,,,director,0
2204,Vexcon,,5.0,1.0,,,,2005-01-01,Reality-TV,,44.0,2916,,Woody Harrelson,,,,,actor,0
1196,Too Cool for School,,13.0,3.0,,,,1999-01-01,"Animation,Comedy,Fantasy",,21.0,7692,,John McLiam,,,,,guestStars,0
4432,The Girl Scout Story,,9.0,2.0,,,,1954-01-01,Drama,,30.0,4072,Nature,,"After two brothers torment ants at a picnic, they are shrunk by a mysterious ray and are forced to face the trials and tribulations of the insect world.",2.0,1.0,1993-09-25,,0
3312,,Christopher Menaul,,,,1944-01-01,,,,"director,writer,script_department",,4703,,Ilona Dulaski,,,,,guestStars,0
5031,Power Play,,9.0,5.0,,,,1957-01-01,Drama,,30.0,5153,,Sara Anne,,,,,guestStars,0
3177,,Sivamani,,,,,,,,"actor,music_department",,3556,,Sharon Ziman,,,,,guestStars,0
419,Little League,,4.0,4.0,,,,1956-01-01,Drama,,30.0,4883,,Antonio D. Charity,,,,,guestStars,0
4758,,Phil Chambers,,,1993-01-01,1916-01-01,,,,actor,,4912,,Teemu Laajasalo,,,,,guestStars,0
4672,,Jonathan Bourne,,,,1971-01-01,,,,"producer,writer,miscellaneous",,4379,,Jack Heller,,,,,guestStars,0
2716,,Natalie Schafer,,,1991-01-01,1900-01-01,,,,"actress,soundtrack,writer",,4618,,Kevin Conway,,,,,guestStars,0
2900,,Fumihiko Tachiki,,,,1961-01-01,,,,"actor,soundtrack",,5861,,Rick Cleveland,,,,,writers,0
782,,Charles Pattinson,,,,,,,,"producer,writer,miscellaneous",,4275,Ougi Dark - Part 3,,"After being exposed, Ougi is about to be engulfed by the darkness, but Koyomi refuses to give up on her and Meme reappears in the nick of time to save them.",7.0,5.0,2017-08-13,,0
2826,We Survived A Year... Barely,,1.0,2.0,,,,2019-01-01,"Drama,Family,Reality-TV",,42.0,7007,Extreme Unction,,"The church asks that the public know the details of the murders. Pembleton has an interesting time in the box with a witness who has multiple personalities and is shown to be the killer, but before he can get a confession, her lawyer arrives and later she confesses on television. Pembleton begins to question his faith. Bayliss becomes a not-so-silent partner. Beau spends some time with his family and decides to end his relationship with Megan.",3.0,3.0,1994-10-28,,0
925,Dizzy Heights Hotel,,,,,,1992-01-01,1990-01-01,Comedy,,,1218,,Radovan Lukavsk?,,,,,actor,0
832,,Oliver McGowan,,,1971-01-01,1907-01-01,,,,actor,,5693,The Lady and the Samurai,,"The king of Austrian's grandchildren board a train carrying highly valued artworks, to get to her target Fujiko impersonates herself as Maria, their tutor. While on board, she runs into a mysterious samurai from the East - Goemon Ishikawa.",3.0,1.0,2012-04-18,,0
514,,Miriam Goldina,,,1979-01-01,1898-01-01,,,,"actress,miscellaneous",,4748,,Noah Beery Jr.,,,,,guestStars,0
1818,,Victoria Thaine,,,,,,,,"actress,director,writer",,1456,The Voice in the Dark,,"When Detective Moo Jin Hyuk's wife is brutally murdered, Kang Kwon Joo, an officer with superior auditory abilities, listens on the other end of the 911 call. Three years later, Jin Hyuk and Kwon Joo find themselves working together.",1.0,1.0,2017-01-14,,0
3508,Chapter 64,,12.0,5.0,,,,2017-01-01,Drama,,54.0,1757,Chapter 64,,"Frank attempts to stop Cathy from testifying. With Hammerschmidt sniffing out the truth, the Underwoods throw someone close to them under the bus.",12.0,5.0,2017-05-30,,1
3366,The Quest of Ambrose Feather,,19.0,3.0,,,,1962-01-01,Adventure,,60.0,363,,Jack Gwaltney,,,,,guestStars,0
3856,,Jack Behr,,,,,,,,"actor,writer,producer",,6427,"Different Paths, Same Dream",,"Kim Gu meets with Young Jin and Won Bong in Gyeongseong and shares information regarding an assassination attempt. Matsuura interrogates people from Namdaemun street to find Kim Seung Jin. Meanwhile, Oda gets word that Kim Gu may be secretly in Gyeongseong, and a correspondent from the Eastern Daily newspaper arrives.",23.0,1.0,2019-06-15,,0
4513,Narcissus,,20.0,5.0,,,,1997-01-01,"Crime,Drama,Mystery",,,7691,,Steffen Vala,,,,,guestStars,0
5076,,Lizabeth Scott,,,2015-01-01,1922-01-01,,,,"actress,soundtrack",,1123,,Rachel Snow,,,,,guestStars,0
4015,Police Story,,,,,,,1985-01-01,"Action,Comedy,Crime",,100.0,5512,,Andrew Merrifield,,,,,director,0
3756,,Richard Coogan,,,2014-01-01,1914-01-01,,,,actor,,62,,Michael Jaffe,,,,,directors,0
2549,,Michael Morris,,,,,,,,"producer,director",,5453,,Michael Morris,,,,,director,1
2877,,Martin Ragaway,,,1989-01-01,1923-01-01,,,,"writer,miscellaneous,director",,4073,,Holly Kaplan,,,,,guestStars,0
2302,Understanding Heart,,4.0,5.0,,,,1957-01-01,Drama,,30.0,548,Nakama ~ Super Rider III,,,51.0,1.0,2008-02-03,,0
1962,The Pants Tent,,1.0,1.0,,,,2000-01-01,Comedy,,29.0,260,The Pants Tent,,"Larry goes to the movies with one of Cheryl's friends and his pants have an unusual bulge in them, making him look like he's having an erection.",1.0,1.0,2000-10-15,,1
4560,Beautiful People,,,,,,2009-01-01,2008-01-01,Comedy,,,489,Tsubasa Tiger - Part 3,,"Following her question, Hitagi points out to Tsubasa that despite being similar at willing to help others, she and Koyomi are too different in everything else, including how Tsubasa is too innocent to realize if someone could approach her with malice. On the same day, Tsubasa meets Suruga at the school and learns from her that Koyomi had sent a message to her, and from the message she deduces that he wants to meet her later that night at the abandoned cram school. Upon returning to Hitagi's house, where she meets her father, Tsubasa relays to her what she learned from Suruga, and both agree to not meddle in Koyomi's affairs this time. They are later visited by Karen and Tsukihi who offer their house for Tsubasa to take shelter. Tsubasa accepts their offer, just to later learn that she must sleep on Koyomi's room. In the middle of the night, Tsubasa is possessed again and Shinobu appears before her, claiming that her connection with Koyomi was severed and she is looking for him. The possessed Tsubasa not only reveals about Koyomi's meeting with Suruga, but also offers herself to help her get there faster, but just as the two arrive at the cram school, they find the whole place burned to the ground. ",3.0,3.0,2013-07-21,,0
133,,John Allegra,,,,,,,,actor,,254,,Richard Branson,,,,,guestStars,0
4915,,Miss Fukiko-san,,,,,,,,writer,,1644,,Dan O'Herlihy,,,,,guestStars,0
2598,Extreme Archaeology,,,,,,,2004-01-01,Documentary,,50.0,4975,The Old and the Dead,,"Beau meets Megan's cousin, NBC's Tim Russert. Kay and Stan return to duty, after Stan undergoes a final test, and Kay finds her desk has been moved. They like Beau, they both must get used to the job again. Tim and Beau investigate the discovery of a skeleton found buried in a backyard. Bolander and Munch discover an unlikely suspect in the murder of a quiet elderly couple: their grandson. Gee exposes Granger, who used his relatives in some department plumbing contracts; the information is leaked to the papers, Granger is forced to retire. Barnfather is made colonel and a new captain is named, Megan Russert. The higher ranks of the Baltimore police department are now more politically correct, but Gee doesn't like it.",16.0,3.0,1995-03-03,,0
3809,Anarquistas Gra?as a Deus,,,,,,,1984-01-01,,,480.0,7276,,Don Medford,,,,,director,0
473,,John W. Dunn,,,1983-01-01,1919-01-01,,,,"writer,animation_department,art_department",,5230,,Ken Campbell,,,,,guestStars,0
4306,,El?in Afandiyev,,,,,,,,writer,,681,?sp??n? kupec,,"Franti?ek se nakonec vr?t? dom? a v?nuje se ?sp??n? obchodu. Tak? vede kosteln? sbor. Terezka, kter? zp?v? s?lo, se ho na sebe sna?? upozornit tak, ?e zp?v? fale?n?. M?sto o?ek?van? lekce nav?c ale Franti?ek s?lo sv??? M?rince Sn??kov?. Franti?k?v otec um?r? a syn po n?m p?eb?r? kr?m. Proto?e se mu vede dob?e, nab?d? ho maminka, aby odjel do Prahy za p??teli a tak? si koupit klav?r. Setk? se s Butteauov?mi a s Paulou. Ta si Franti?kovi post??uje, ?e jej? man?el se st?le v?nuje vlasteneck? pr?ci, na ni nem? ?as a tak? ?e tato pr?ce je finan?n? nezabezpe??. Kdy? se pan? Butteauov? od Franti?ka dozv?, ?e nem? nev?stu, sna?? se mu dohodit Betty, Paulinu mlad?? sestru.",8.0,1.0,,,0
2641,,Lee Strosnider,,,2013-01-01,1931-01-01,,,,"sound_department,cinematographer,editor",,1781,Lee Bong Chang,,"While trying to extract Eastern Daily's Shanghai correspondent Shin Eon Jun from Geumseong Hotel, Won Bong runs into Fukuda at the lobby. However, as Won Bong leaves the hotel, Matsuura gives chase. Later, Murai suddenly appears at Hiroshi's residence.",24.0,1.0,2019-06-15,,0
1515,,Frank Tweddell,,,1971-01-01,1895-01-01,,,,actor,,2987,,Rene Mousseux,,,,,guestStars,0
4421,,Roy Sharman,,,,,,,,"editor,editorial_department,sound_department",,4792,Mule Logger,,"'Mike joins forces with a master-cooper, or in laymen's terms, a barrel maker. Mike also teams up with some mule loggers.",3.0,3.0,2007-01-23,,0
3770,,Rolf Becker,,,2014-01-01,1923-01-01,,,,writer,,7545,,"Victor Nelli, Jr.",,,,,directors,0
3518,,Owen Roizman,,,,1936-01-01,,,,"cinematographer,actor,camera_department",,7086,,Rhonda Rene,,,,,guestStars,0
2993,,Anton Marinovich,,,1976-01-01,1907-01-01,,,,"director,writer",,2656,F-I– FIRST S-E– SECOND F– FIRST DAY,,"When Maya encourages the parents of the new special needs kids at Lafayette High to demand full-time aides, the school administrators tell her anything the new students get will spell losses for her beloved JJ. Meanwhile, Dylan develops a hooky habit, unprepared as she is to return to the same school for a second year; JJ pushes Kenneth toward romance with his teacher; and Jimmy endeavors to enjoy a long-awaited uninterrupted shower",2.0,2.0,2017-10-04,,0
157,,Bob Einstein,,,2019-01-01,1942-01-01,,,,"writer,actor,producer",,4213,,Nia Vardalos,,,,,guestStars,0
4877,,Serge Hazanavicius,,,,1963-01-01,,,,"actor,director,writer",,675,,Sutton Rolley,,,,,directors,0
3850,,Jack Jordan,,,1984-01-01,1903-01-01,,,,actor,,2704,Tight Spaces,,"'Mike Rowe looks back at jobs involving tight spaces: stripping and painting inside of Mackinac Bridge tower (''Bridge Painter''), replacing pipe underneath house (''Plumber''), KC-135R Stratotanker fuel tank cleaner and boom operator (''Fuel Tank Cleaner''), Stamford hurricane barrier zinc anode changer (''Bell Maker''), storm drain cleaner (''Mushroom Farmer''), cleaning the inside of the boilers of the steam yacht Medea (''Steam Ship Cleaner'') ",16.0,0.0,2008-02-19,,0
781,,Vaughn Taylor,,,1983-01-01,1911-01-01,,,,actor,,1405,,,,7.0,1.0,1980-05-16,,0
2809,,Martin Campbell,,,,1943-01-01,,,,"director,producer,actor",,6535,,Jerry McNeely,,,,,writers,0
2102,Upstairs Inferno,,,,,,,2015-01-01,"Documentary,History",,96.0,1720,,Paul Boocock,,,,,actor,0
468,The Scandal,,17.0,2.0,,,,1962-01-01,"Adventure,Drama,Family",,30.0,2067,,Barry Gordon,,,,,directors,0
