tableA_id,tableA_title,tableA_name,tableA_abstract,tableA_episodeNumber,tableA_seasonNumber,tableA_numberOfSeasons,tableA_numberOfEpisodes,tableA_birthDate,tableA_releaseDate,tableA_last_air_date,tableA_release_year,tableA_runtime,tableA_genre_list,tableA_origin_country,tableB_id,tableB_title,tableB_name,tableB_abstract,tableB_episodeNumber,tableB_seasonNumber,tableB_releaseDate,tableB_job,label
1234,,Mayumi Shintani,,,,,,,,,,,,,6030,Wrestling With The Devil,,"'In Yakima, Washington, high school athletic director ''Gabby'' Moore turns out winning teams and championship athletes. But when two of Gabby's prot?g?s are unexpectedly drawn into his personal life a deadly game of love, loyalty, lust and betrayal arises.",4.0,1.0,2013-11-23,,0
2258,,Giancarlo Esposito,,,,,,,,,,,,,3526,,Giancarlo Esposito,,,,,actor,1
4810,,Jean Midre,,,,,,,,,,,,,1507,,Courtney Lilly,,,,,writers,0
3599,Episode 2,,"'Sketches:Grandma's Birthday,Guru - Football,Indian Broadcasting Corporation,Mr 'Everything Comes From India' - Royal FamilyGrandma's Good Luck Cheer,Check Please - Humor,Asians football,Grandma's Bus Stop,Check Please - Underwear,My Son - Dependent,Grandma's Dying,Check Please - Fart,Jamima and Humpty,Great Train Journey of the World.",2.0,2.0,,,,1998-11-20,,1998-01-01,,,,2161,Episode 2,,"'Sketches:Grandma's Birthday,Guru - Football,Indian Broadcasting Corporation,Mr 'Everything Comes From India' - Royal FamilyGrandma's Good Luck Cheer,Check Please - Humor,Asians football,Grandma's Bus Stop,Check Please - Underwear,My Son - Dependent,Grandma's Dying,Check Please - Fart,Jamima and Humpty,Great Train Journey of the World.",2.0,2.0,1998-11-20,,1
1200,,Warren Oates,,,,,,,,,,,,,514,,Ed Bye,,,,,directors,0
381,,Jerry Lacy,,,,,,,,,,,,,1210,,Nadia Dajani,,,,,guestStars,0
954,Reef Ball Maker,,Mike rolls up his sleeves and gets dirty in order to help create an artificial underwater reef. It's a dirty job that is helping to revitalize fish and coral populations in areas that have been devastated by pollution.,16.0,3.0,,,,2007-11-06,,2007-01-01,,,,4685,,Andrea Hatfield,,,,,guestStars,0
5763,Episode 8,,,8.0,1.0,,,,1980-05-20,,1980-01-01,,,,4318,Black Cat,,"'As Ace and Zina were working on their new ''''disappearing panter'''' trick, Lt. Vega comes to the Magic Express to capture Zina. Vega is accusing Zina of being Electro City's only loose black panther and attacking a scientist named Professor Sticks the night before. Ace recalls waking up during the night to see Zina return to his room but not knowing where she went. He goes with Vega to the crime scene and is surprised at Zina'a behavior as she suddenly take off. Not knowing why, Vega takes Zina to the police headquarters for tests while Ace and Cosmo go visit a circus which seems to have a wild cat of its own. There they meet their old friend, Yokiko the animal trainer who tells them that her pet black panter, Kim Cougar being kidnapped a few weeks earlier. Things get more complicated when Zina escapes the police headquarters when she was about to be put to sleep. Fortunately though, with Cosmo's traking device, Ace, Cosmo, and Yokiko not only catch up with Zina but also found Kim Cougar a",16.0,1.0,1999-06-18,,0
5955,Hurray! Cassoulet,,"Jacques takes the traditional long-cooked cassoulet of southwestern France and turns it into a Thirty-Minute Cassoulet that can be made for family or company on a weeknight. It's a meal in itself, but even better with the addition of Avocado Halves in Red Sauce, Smoked Salmon Timbales, or a Zucchini and Tomato Salad. A refreshing dessert of Oranges and Cream Cheese make the perfect meal.",2.0,1.0,,,,,,,,,,2539,Vendetta,,"Last in series of the police drama. As Rachel is walking home, she is narrowly missed by a car which then smashes into the side of the road. The next day, she learns that the crash is linked to the disturbing information she found out about Nick's affair with a juror. Was Rachel targeted - and could Nick have had something to do with it? The latest case for the team is that of a teenager shot dead at home. His best friend witnessed the shooting but it takes all of Janet's skill to get him to open up as he is petrified that he could be next. Meanwhile, Rachel's career hangs in the balance as Gill discovers just how far she has gone in pursuit of love, and Janet needs to end her affair once and for all.",6.0,1.0,2011-07-03,,0
3506,,Bruce Parry,,,,,,,,,,,,,5832,,Bruce Parry,,,,,actor,1
5968,Chapter 56,,"With a tight race and low voter turnout on Election Day, things look grim for Frank. But he's still got one more trick up his sleeve.",4.0,5.0,,,,2017-05-30,,2017-01-01,,,,1568,Fever,,"Darken Rahl captures Richard's sister Jennsen and poisons her mind against her brother. Meanwhile, Richard, Kahlan, and Zedd aid villagers after Rahl unleashes a plague on them.",21.0,1.0,2009-05-16,,0
5619,CIA: FAMILIES OF CRIME - Backpacker Bloodshed,,"'The torrid details of the notorious Milat family are explored in this episode. Members of the family continue to support Ivan Milat, the nation's worst serial killer. Clearly, this is a family with “ issues”. According to one report, Ivan's brother Boris’s wife Marilyn was having an affair with Ivan and Boris believed that Marilyn fell pregnant to Ivan. When he sought advice from his father, he was encouraged to kill Ivan. Boris says Ivan lacks a soul and a conscience. He says his brother has been a psychopath from his earliest school days and always had a fascination with guns. Boris's comments have sparked a feud within his family, some of whom have reportedly made death threats against him.Carolyn Milat, says her brother Ivan does not have a secret side to him and was always genuine, but another brother, Bill Milat, has said that if Ivan is guilty, then he should be executed. When the trial judge suggested more than one person took part in the killings, Ivan’s younger brother, Richard Milat, publicly denied he had assisted Ivan.",4.0,4.0,,,,2010-11-30,,2010-01-01,,,,5602,,China Moo-Young,,,,,directors,0
4822,Ice Salvage Crew,,Mike gets dirty in Alaska as he helps protect the environment by cleaning up an oil spill. He then travels to Minnesota where he works to pull a car out of a lake that has fallen through the ice.,12.0,4.0,,,,2008-05-19,,2008-01-01,,,,4128,Ice Salvage Crew,,Mike gets dirty in Alaska as he helps protect the environment by cleaning up an oil spill. He then travels to Minnesota where he works to pull a car out of a lake that has fallen through the ice.,12.0,4.0,2008-05-19,,1
4313,,Maril? Parolini,,,,,,,,,,,,,6687,,Jeffry Perry Czerbinski,,,,,guestStars,0
4258,,Saori Kodama,,,,,,,,,,,,,7775,,Jay Novello,,,,,guestStars,0
5651,,Sousuke Takaoka,,,,,,,,,,,,,6249,,John Larch,,,,,guestStars,0
4491,,Paul Priestley,,,,,,,,,,,,,4223,,Andy Bichlbaum,,,,,writers,0
806,Operation Snowball,,,13.0,6.0,,,,1958-12-28,,1958-01-01,,,,620,Nakama ~ Banzai 90,,,48.0,1.0,2008-02-03,,0
5775,Black and Blue,,"Things begin to heat up between Pembleton and Gee over the alleged police brutality case and one of the suspects is an ex-lover of Kay's. Bolander meets a waitress who encourages him to resume his cello playing. Munch's girlfriend is less than enthusiastic when he surprises her with a new fish for her tank. Frank, in the box, gets the confession that Gee is looking for. Unfortunately, the suspect is anything but guilty of that crime.",3.0,2.0,,,,1994-01-20,,1994-01-01,,,,7311,Treasure Hunt,,,13.0,2.0,1961-01-09,,0
3225,,Stanley R. Dufford,,,,,,,,,,,,,4027,Der Fluch,,"Bei Gerri Tschach geht alles schief und er glaubt, ein Fluch lastet auf ihm. Der unfruchtbare Richard sucht denjenigen, der seine Frau geschw?ngert hat. Gerri soll ihm dabei helfen. Silke hingegen scheitert am Gel?bde von Vatikankommissar Banyardi. Gerri bekommt nach einem Tennismatch mit Richard einen Gips verpasst. Es geht bergab. Russen erpressen ihn, um am Wunder mitzuverdienen. Und er hat Angst, dass Elfi in Wahrheit von ihm schwanger ist, weil er seit geraumer Zeit ein Verh?ltnis mit ihr hat.",3.0,1.0,2012-09-25,,0
4605,The Mark Steel Lectures,,"'The Mark Steel Lectures are a series of radio and television programmes. Written and delivered by Mark Steel, each scripted lecture presents arguments for the importance of a historical figure.The lectures were originally broadcast on BBC Radio 4 over three series between 1999 and 2002. Many of the arguments were illustrated by miniature sketches. These sketches featured Mark Steel, Martin Hyder, Mel Hudson, Carla Mendon?a, Femi Elufowoju Junior and Debbie Isitt. The first series was subtitled ''A series of lectures about Englishmen who changed the course of history'', with the remaining two changing this to ''A series of lectures about people with a passion''. The first series was produced by Phil Clark; the others by Lucy Armitage. The lecture on Ludwig van Beethoven was nominated for a Sony Radio Comedy Award.The programme transferred to television in 2003, with an Open University series on BBC Four, which was later repeated on BBC Two. This variously featured:?Gerard Logan as Lord Byron?Martin Hyder as Isaac Newton, Sigmund Freud, Aristotle, Che Guevara, Oliver Cromwell, Ludwig van Beethoven and Charles Darwin?Ainsley Harriott as Robert Boyle?Linda Smith as Martha Freud",,,3.0,18.0,,2003-10-07,2006-03-30,2003-01-01,30, Comedy,GB,3794,,Chip Chinery,,,,,guestStars,0
3264,The Robber,,,20.0,1.0,,,,1958-03-09,,1958-01-01,,,,495,,Scott Weintraub,,,,,guestStars,0
4804,"Living in Song, Living in Love",,"Lupin the Third has declared that he will steal the mask of a famous opera singer. Inspector Zenigata takes note of this challenge, and decides to personally attend the singer's next performance.",4.0,1.0,,,,2012-04-26,,2012-01-01,,,,1053,,Rhonda R. Overby,,,,,guestStars,0
955,Feeling Conflicted,,"Since Kara is having a tough time in arbitration with her wrongful termination claim, Mary Jane and Justin decide not to confess that they're seeing each other.",12.0,4.0,,,,2017-07-25,,2017-01-01,,,,6227,Yotsugi Doll - Part 3,,"As Yotsugi's words sink in, Koyomi remains unfazed. He reasons that his experiences as a vampire must have come with a price. One that he should have to pay. Yozuru commends Koyomi for his acceptance, but tells him that while there is no way to undo the progress of his transformation, there is a way he can stop it from progressing further: he must no longer use his powers as a vampire. Yotsugi informs Koyomi that he can still use his blood to feed Shinobu, but he shouldn't do it too often, and not to the point where he gains any powers. Yozuru warns him that if he were to progress further toward being a vampire, she would have to kill him, as is her duty as a specialist. This raises Shinobu's ire, and she tells Yozuru that if Koyomi were to die, the restraints on her would be released, returning her to her status as lord of the vampires. She would use that power to kill Yozuru. Yozuru accepts the challenge. Yotsugi, not wanting to see the others fight, urges Koyomi to never use his powers again, in order to keep things the way they are. Reluctantly, Koyomi promises to stop using his powers. Internally, however, he has doubts as to whether or not he can. He knows that if someone he cares about were going to die he wouldn't hesitate to use his powers to save them. Later, as Koyomi and Yozuru are discussing the reasoning behind her focus on killing immortal apparations, Yozuru receives a call from Izuko. Yozuru tells Koyomi and Yotsugi to go to Suruga's house immediately, to check on his sisters. They arrive to find not only Koyomi's sisters, but also Suruga missing. In their place is a series of paper cranes. Yotsugi explains that the bird shape indicates that the kidnapper is after Tsukihi, the phoenix. They meet back up with Yozuru, who explains that the man behind the kidnapping is Teori Tadatsuru, an apparation specialist and doll master. Like Yozuru, Teori is a specialist who focuses on killing immortal apparitions. Yozuru warns Koyomi that he can't use his powers as a vampire to solve this, nor can Shinobu. Koyomi remarks on the costs of his vampire power usage, likening it to divine punishment. Yotsugi and Yozuru disagree, stating that the kidnapping happening the day Koyomi finds out he transformed into vampire is much too coincidental. Koyomi and Yozuru then discuss possibilities for Teori's motivations, and who he is as a specialist. Yozuru says that Teori doesn't hold much in the way of convictions, only that he finds apparitions to be beautiful. Teori himself is an artist, and as a specialist he goes around like Meme, mediating between apparitions and humans. Yozuru then reveals that Teori's true targets are Koyomi and Shinobu, and as Teori operates outside of Izuko's network of specialists, Meme's assertion that Koyomi and Shinobu are harmless means nothing to Teori. The group then looks through the paper cranes, and finds one with Teori's location: the North Shirahebi Shrine. Yotsugi and Koyomi prepare to jump to a location near the mountain where the shrine is. Yozuru will proceed to the shrine on her own, but she tells Koyomi to do things when he feels it's right, and not to wait for her. ",17.0,0.0,2014-12-31,,0
2725,,Scott Lasser,,,,,,,,,,,,,5231,Bologna Maker,,Mike heads to Pennsylvania and tries his hand at making bologna and then goes to Alaska to repair a very special toilet.,1.0,5.0,2009-01-06,,0
3540,,Karen Miyama,,,,,,,,,,,,,3653,Special Guest: Sasu Laukkonen,,,15.0,0.0,2013-09-25,,0
5653,,Edward Hume,,,,,,,,,,,,,3369,,Tim McCann,,,,,director,0
3388,,John Pospisil,,,,,,,,,,,,,6530,,Karen Bankhead,,,,,guestStars,0
4150,,Bill Behrens,,,,,,,,,,,,,2196,,Wayne Best,,,,,guestStars,0
682,,Waldemar Young,,,,,,,,,,,,,218,,Nic Pizzolatto,,,,,writers,0
2439,Feeling No Pain,,,33.0,2.0,,,,1955-04-17,,1955-01-01,,,,4112,,Sam Pancake,,,,,guestStars,0
4962,,Mikey Anderson,,,,,,,,,,,,,3715,,Europe Harmon,,,,,guestStars,0
5990,,Leonard Horn,,,,,,,,,,,,,5561,Der ?berfall,,"Die Madonna ist nieder gebrannt worden und die Stimmung in Braunschlag versch?rft sich. Nicht nur, dass die Einwohner des Wunders m?de werden, versammeln sich auch immer mehr Religionsfanatiker auf dem Gemeindeplatz. Gerri Tschach, der sich zunehmend von Gott verfolgt f?hlt, bekommt Panik, dass er sich von Elfi HIV geholt hat. Er macht einen Aidstest. Elfi beichtet Richard, dass sie bei der Samenbank war und jemanden ausgesucht hat, der Richard sehr ?hnlich schaut. Richard will trotzdem, dass sie das Kind wegmachen l?sst. Bei einem Bank?berfall wird dem alten Dorfarzt Dr. Feist ins Bein geschossen.",4.0,1.0,2012-10-02,,0
4045,Listener,,Richard and Kahlan rescue a young child who can read a person's mind by looking into their eyes.,5.0,1.0,,,,2008-11-22,,2008-01-01,,,,3702,,Weaver Levy,,,,,actor,0
1850,,Thunderclap Productions,,,,,,,,,,,,,5107,,John Rothman,,,,,guestStars,0
5827,,Sam Warga,,,,,,,,,,,,,3896,,Barnett Lloyd,,,,,guestStars,0
5255,,Bernard Hall,,,,,,,,,,,,,2757,,Elijah Wood,,,,,guestStars,0
142,,Lee Do-gyeong,,,,,,,,,,,,,7209,,Dieter Lemmel,,,,,director,0
5346,Feeling Friendless,,"Feeling alienated, Mary Jane allows her own party to be transformed into a media event. Niecy returns to Atlanta invigorated and ready to set her dreams in motion. Patrick becomes a montor to a rowdy activist.",14.0,4.0,,,,2017-08-08,,2017-01-01,,,,4408,,Bob Weide,,,,,directors,0
2787,,Annabelle Apsion,,,,,,,,,,,,,2761,,Annabelle Apsion,,,,,actor,1
1074,The Devil Inside - John Ernest Cribb,,"'A chilling investigation of John Ernest Cribb, who on August 11th 1978, broke into the home of the Connell's. On a winter’s afternoon, Valda Connell and her four-year-old son Damien arrived home after having collected ten-year-old Sally from school. What was as an average day for the family turned to horror when Valda and the children were confronted by a man brandishing a knife and ordering them back into the car.The man, John Ernest Cribb, had just a couple of months earlier been released on parole after serving about six years for armed robbery. As Cribb drove north towards Taree, on the NSW Mid North Coast, Valda pleaded to let her and her children go. Later, under the dark of night, Cribb raped the 39-year-old mother, while her two children remained in the car terrified, cold, and hungry.In the early hours of the next morning near the small town of Wingham, Cribb left the family gagged and bound in bushland next to a deserted road and then drove back south towards Newcastle. But his thoughts got the better of him as he began telling himself that Valda knew too much, and decided he must instead go back and silence her. He returns and with his knife, viciously slays the family, one by one…",8.0,2.0,,,,2008-09-25,,2008-01-01,,,,1820,,Takeshi Koike,,,,,directors,0
4034,,Richard Bradshaw,,,,,,,,,,,,,919,Feeling Tested,,"After learning she has a say in who replaces Garrett, Mary Jane questions Justin's overtures toward her; Kara helps Orlando in his transition from athlete to broadcaster.",20.0,4.0,2017-09-19,,0
